name,category,street,contact,state,township
"Myanmar Win Star Int'l Mfg Co.,Ltd.",Export & Import Companies,"68, 7th St., Yangon Industrial Zone,","tel: 09-450035022,tel: 01-639390",Yangon Region,Mingalardon(Mingalardon)
Kyaw,Warehouses [Onion/Garlic/Potato],"52,Lanmadaw St.,Lower Block","tel: 01-226143,tel: 09-420187723",Yangon Region,Latha(Latha)
"Myanmar Teak Wood Industries Co.,Ltd.",Export & Import Companies,"171~174, Strand Rd., Industrial Zone,","tel: 01-592245,tel: 01-592246,tel: 01-592318",Yangon Region,Dagon Seikkan(Dagon Seikkan)
Ngwe Padathar,,"Salain-42, Padauk St.,  Bayint Naung Warehouses,","tel: 09-964598459,tel: 01-680604",Mayangone,
Mingalar Shwe Man,Timber Merchants,"112, Aung Mingalar St., Thuwunna, (Kha) Ward,","tel: 09-5053021,tel: 09-421056653,tel: 09-421053866,tel: 09-73005107",Yangon Region,Thingangyun(Thingangyun)
Pyone Kabar,VCD/DVD & Tapes Rental Services,"Kha Yae St., Corner of Yarza Di Yit Rd., Ward (38),",tel: 09-73106742,Yangon Region,North Dagon(North Dagon)
Moe Thauk Kyal,Warehouses [Onion/Garlic/Potato],"C/40/A,Aung Tha Pyay St.,Bayint Naung Warehouses","tel: 01-9688804,tel: 09-250254320",Yangon Region,Mayangone(Mayangone)
Moe Moe [Ma],Warehouses [Onion/Garlic/Potato],"Rm B/Z, Underground, Nyaung Pin Lay Plaza,",tel: 09-251070237,Yangon Region,Lanmadaw(Lanmadaw)
Min Khit,Warehouses [Onion/Garlic/Potato],"F/4, Gant Gaw St., Bayint Naung Warehouses,",tel: 09-5301907,Yangon Region,Mayangone(Mayangone)
Miba Gone Yaung,Warehouses [Onion/Garlic/Potato],"E/31-A, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680115,tel: 09-5163363",Yangon Region,Mayangone(Mayangone)
Kaung Myat,Warehouses [Onion/Garlic/Potato],"Rm B/139/140, Underground, Nyaung Pin Lay Plaza,","tel: 01-211233 Ext.512,tel: 09-73018677",Yangon Region,Lanmadaw(Lanmadaw)
Soun Nyi Naung Soun Min,Noodles & Vermicelli [Assorted],"F/3-A, Ngu War St., Bayint Naung Warehouses,","tel: 01-680201,tel: 09-5001665,tel: 01-682656",Yangon Region,Mayangone(Mayangone)
Khin Family,Warehouses [Onion/Garlic/Potato],"Rm B/284, Underground, Nyaung Pin Lay Plaza,","tel: 09-43095205,tel: 09-73118405",Yangon Region,Lanmadaw(Lanmadaw)
Tin Hla [U],Bags [Penang],"A/104-B, Gant Gaw 1st Lane, Bayint Naung Warehouses,","tel: 01-682123,tel: 01-683647,tel: 09-73107567",Yangon Region,Mayangone(Mayangone)
Super 7,Warehouses [Ginger],"D/37, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-9688904,tel: 09-73147096",Yangon Region,Mayangone(Mayangone)
Shwe Pyi Hein,Warehouses [Ginger],"Nga Shed, Rm 102/103/106, Thiri Mingalar Market,","tel: 01-9688781,tel: 09-5029188,tel: 09-73080384",Yangon Region,Hlaing(Hlaing)
Mitharsu,Warehouses [Ginger],"43/45, Yae Tamar St., Bayint Naung Warehouses,","tel: 09-5034510,tel: 09-73195803,tel: 09-5105249,tel: 09-73193623,tel: 01-683213",Yangon Region,Mayangone(Mayangone)
Mingalar,Warehouses [Indigenous],"303/313,Rm 1/B,Kon Zay Dan St.,Upper Middle Block","tel: 01-376972,tel: 09-73179130",Yangon Region,Pabedan(Pabedan)
Mitharsu,Warehouses [Onion/Garlic/Potato],"D/46, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-683213,tel: 09-5105249",Yangon Region,Mayangone(Mayangone)
Min Min [Ko],Warehouses [Indigenous],"58,Nat Shin Naung St.,Ward (1)","tel: 09-448011665,tel: 09-73222638",Yangon Region,Mayangone(Mayangone)
"Moe Mya Chai Co.,Ltd.",Export & Import Companies,"2, Min Nandar Rd., Beside Yangon Eastern District Law Office, Set Hmu Let Hmu Ward,","tel: 09-73056680,tel: 09-972533758,tel: 09-32063009~11",Yangon Region,Thaketa(Thaketa)
Kyaw Lin,Warehouses [Indigenous],"E/48, Ngu War St., Bayint Naung Warehouses,","tel: 09-5006997,tel: 01-680323,tel: 09-5104424,tel: 09-5099514",Yangon Region,Mayangone(Mayangone)
Aung San Phyo,Warehouses [Ginger],"D/50, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-682343,tel: 09-73246687,tel: 09-5144321",Yangon Region,Mayangone(Mayangone)
"Hu Sein [Haji, U] & Sons",Warehouses [Indigenous],"212/214, Kon Zay Dan St., Upper Middle Block,","tel: 01-382424,tel: 09-5172237,tel: 09-5078686,tel: 09-43069699",Yangon Region,Pabedan(Pabedan)
Pearl Thidar,Warehouses [Ginger],"Nga Shed, Rm 98/99, Thiri Mingalar Market,","tel: 01-9688543,tel: 09-5408240",Yangon Region,Hlaing(Hlaing)
Moe Moe [Ma],Clay Pots & Others,"1939, Kyan Sit Thar Rd., Ward (71),","tel: 09-73194437,tel: 09-420090976",Yangon Region,South Dagon(South Dagon)
Maung Maung Gyi [U],Warehouses [Jaggery],"E/39-B, Ngu War St., Bayint Naung Warehouses,","tel: 01-680059,tel: 01-682721,tel: 09-5100204",Yangon Region,Mayangone(Mayangone)
Bo Sein [U] & Sibling,Warehouses [Indigenous],"232/234, Kon Zay Dan St., Upper Middle Block,","tel: 01-254919,tel: 01-376658",Yangon Region,Pabedan(Pabedan)
"Asia Royal Bird Co.,Ltd.",Warehouses [Indigenous],"B/43, Gant Gaw St., Bayint Naung Warehouses,","tel: 09-5011797,tel: 09-5009419,tel: 09-5004884,tel: 01-681892 [Res],tel: 01-680854",Yangon Region,Mayangone(Mayangone)
Hla Aye [U],Warehouses [Indigenous],"42, U San Phay St., U San Phay Ward,",tel: 09-73014348,Yangon Region,Thingangyun(Thingangyun)
Nyein Chan Yay,Parquet Floorings,"712, Si Pin Rd., Ward (25),","tel: 09-421036304,tel: 09-979956802",Yangon Region,South Dagon(South Dagon)
Khaing Shwe Wah,Warehouses [Indigenous],"296/298,Kon Zay Dan St.,Upper Block","tel: 09-5172519,tel: 09-73184455,tel: 09-422449559,tel: 09-422449551,tel: 09-8623402",Yangon Region,Pabedan(Pabedan)
Nilar,Timber Merchants,"118, Waiza Yan Tar Rd., Industrial Zone, Ward (8),","tel: 01-570121,tel: 01-8550380,tel: 09-73197066,tel: 09-5161322",Yangon Region,South Okkalapa (South Okkalapa )
Awarat,Warehouses [Indigenous],"Rm B/341/343, Underground, Nyaung Pin Lay Plaza,","tel: 01-211233 Ext.399,tel: 09-420046466",Yangon Region,Lanmadaw(Lanmadaw)
Nagar Ni,Export & Import Companies,"42/113, Kha Yae St., Industrial Zone (1),",tel: 09-253179183,Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Myoh Taw Thu,Timber Merchants,"43/44, Bo Min Yaung Rd., Ward (40),","tel: 09-5131824,tel: 01-586101,tel: 09-73018649",Yangon Region,North Dagon(North Dagon)
Myoh Taw Thu,Concrete Products,"Ngar Man Aung Pagoda St. , Ward (33),","tel: 09-5131824,tel: 09-785389945,tel: 09-254313322,tel: 09-73018649",Yangon Region,North Dagon(North Dagon)
"New Telesonic Trading Co.,Ltd.",Export & Import Companies,"94, Than Chet Wun U Nyunt St., Industrial Zone,","tel: 09-420146742,tel: 09-5010298,tel: 01-254201",Yangon Region,Dagon Seikkan(Dagon Seikkan)
Atlas Chemical Centre [U Maung Maung],Warehouses [Indigenous],"133/135, 27th St., Upper Middle Block,","tel: 01-252512,tel: 01-246846,tel: 01-385493,tel: 01-385473,tel: 01-376129,tel: 01-383642,tel: 01-254462,tel: 01-246845,tel: 01-254610,tel: 01-204072,tel: 01-374312,tel: 01-374615",Yangon Region,Pabedan(Pabedan)
Oakkar Sein,Timber Merchants,"33, Wai Bar Gi St., Nya Ward,","tel: 09-73217811,tel: 09-262337811",Yangon Region,North Okkalapa (North Okkalapa )
Nan Htike San,Bamboo Products,"969, Maha Bandoola St., Ward (15),","tel: 09-73188814,tel: 09-799767127,tel: 09-254834560",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Golden Fish [U Mya Soe @ U Sein Gae & Sons],Paper & Allied Products,"D/34-A, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 09-5175578,tel: 09-5113870,tel: 01-680964,tel: 09-5502392,tel: 09-8526357 [Res],tel: 09-5058546",Yangon Region,Mayangone(Mayangone)
Myoh Taw,Timber Merchants,"492/493, Set Hmu Zone Pat St., Industrial Zone (2),","tel: 01-570682,tel: 09-73071424,tel: 09-8641155",Yangon Region,South Dagon(South Dagon)
Shwe Thiha Family,Warehouses [Chilli],"F/5-A, Ngu War St., Bayint Naung Warehouses,","tel: 01-9688965,tel: 09-73500558,tel: 01-374954 [Res],tel: 09-5121154,tel: 09-448024558,tel: 09-73049113",Yangon Region,Mayangone(Mayangone)
Nyein Chan Yae Family,Doors & Shutters Sales,"217, Banyar Dala Rd., Ma U Gone Ward,","tel: 01-200106,tel: 09-5153436,tel: 09-5174781,tel: 01-205676",Yangon Region,Tarmwe(Tarmwe)
"Ariya Co.,Ltd.",Jams [Manu/Dist],"95/H,Waiza Yan Tar Rd.,Ward (3)","tel: 09-250386428,tel: 09-256223318",Yangon Region,South Okkalapa (South Okkalapa )
Sein United Trading,Noodles & Vermicelli [Assorted],"C/25, Kha Yae St., Bayint Naung Warehouses,","tel: 01-680348,tel: 01-680708,tel: 09-73017355,tel: 09-5158384",Yangon Region,Mayangone(Mayangone)
U Hla Win Warehouse,,"Nga / 58-B, Ngu War St., Bayint Naung Warehouses,","tel: 01-681191,tel: 01-686206",Mayangone,အမွတ္ Nga / ၅၈-B၊ ငုဝါလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊
Tan Bi [U] & Sons,Warehouses [Indigenous],"228, Kon Zay Dan St., Upper Middle Block,","tel: 01-385377,tel: 01-374409,tel: 01-548646 [Res]",Yangon Region,Pabedan(Pabedan)
Kyaw Zin Win,Warehouses [Rice],"A/32, Naung Yoe St., Bayint Naung Warehouses, Ward (1),","tel: 09-73214956,tel: 01-686772",Yangon Region,Mayangone(Mayangone)
San Taw Chain,Parquet Floorings,"2735, Pyi Htaung Su Rd., Industrial Zone (2),","tel: 01-591299,tel: 09-5016749",Yangon Region,South Dagon(South Dagon)
San Family,Electrical Goods Sales,"790, Pyin Ma Myaing St., (Ka) Ward,","tel: 01-578656,tel: 09-5016583",Yangon Region,Thingangyun(Thingangyun)
Pyae Pyae,Concrete Products,"988/989, Maha Bandoola St., Ward (15),","tel: 09-73043723,tel: 09-73178300",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Saw La Par [U],Fibre Sheets & Fibreglasses,"12/6, 54th St., Lower Block,","tel: 09-5043610,tel: 09-73011502,tel: 09-73058344",Yangon Region,Botahtaung(Botahtaung)
Pyae Sone,Timber Merchants,"84, Hlaw Gar Rd., Ward (104),","tel: 09-254504723,tel: 09-971528098",Yangon Region,South Dagon(South Dagon)
"Pro Myanmar Trading Co.,Ltd.",Export & Import Companies,"54, Hla Theingi St., Industrial Zone,","tel: 09-788104309,tel: 09-782118002",Yangon Region,Dagon Seikkan(Dagon Seikkan)
Phoe Yarzar,Electrical Goods Sales,"672, No.(4) Main Rd., Ward (3),","tel: 09-73201425,tel: 09-31078888",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
"Shwe Myanmar Investment & Commercial Co.,Ltd.",Warehouses [Indigenous],"262/286,Rm 6/7,Kon Zay Dan St.,Upper Middle Block","tel: 01-383816,tel: 01-254875,tel: 01-379763,tel: 09-5112686,tel: 09-421119225",Yangon Region,Pabedan(Pabedan)
Phet Phoo Yaung,Timber Merchants,"13/14, Yarza Di Yit Rd., Ward (7),","tel: 09-254010847,tel: 09-5161660",Yangon Region,East Dagon(East Dagon)
"Sandhi Brother Trading Co.,Ltd.",Warehouses [Indigenous],"25/B/C, Pan Hlaing Golf St., Industrial Zone (1),","tel: 01-684086,tel: 01-684087,tel: 01-685520",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Raju & Brother [Ko Zaw Win],Bags [Penang],"E/54, Ngu War St., Bayint Naung Warehouses,","tel: 01-680664,tel: 01-683564,tel: 01-683247,tel: 09-5105864,tel: 09-73171883,tel: 09-33033041,tel: 09-260222997",Yangon Region,Mayangone(Mayangone)
Shwe Wah Win,Warehouses [Indigenous],"C/57-A, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-680312,tel: 09-5149904,tel: 01-709805,tel: 09-5150908,tel: 09-785555633,tel: 09-787777533",Yangon Region,Mayangone(Mayangone)
Sein Nagar,Warehouses [Gunny Bag],"H/36-A, Padauk St., Bayint Naung Warehouses,","tel: 01-680225,tel: 09-73071512,tel: 09-5039580",Yangon Region,Mayangone(Mayangone)
Thitsar Mandaing,Warehouses [Jaggery],"E/11-B, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680295,tel: 01-248185,tel: 09-5006993",Yangon Region,Mayangone(Mayangone)
"Sandhi Brothers Trading Co.,Ltd.",Warehouses [Indigenous],"238/240,1st Flr,Kon Zay Dan St.,Upper Middle Block","tel: 01-251816,tel: 01-251817,tel: 01-253994,tel: 01-380404,tel: 01-380405,tel: 01-380406",Yangon Region,Pabedan(Pabedan)
Shwe Nagar,Warehouses [Jaggery],"C/66-A, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-680327,tel: 01-686329,tel: 09-2215260",Yangon Region,Mayangone(Mayangone)
Sandhi,Warehouses [Indigenous],"B/50, Gant Gaw St., Bayint Naung Warehouses,","tel: 01-680367,tel: 01-683529",Yangon Region,Mayangone(Mayangone)
Tin Win [Daw],Warehouses [Jaggery],"Rm B/231/281, Underground, Nyaung Pin Lay Plaza,","tel: 09-73032714,tel: 09-421046179",Yangon Region,Lanmadaw(Lanmadaw)
New Town,Warehouses [Indigenous],"321, Khattar St., Shwe Paukkan Ward (17),","tel: 09-43131716,tel: 09-450047286",Yangon Region,North Okkalapa (North Okkalapa )
Nyan Aye [U],Warehouses [Indigenous],"89, 56th St., Upper Block,","tel: 09-5106583,tel: 09-5169296,tel: 09-43125298",Yangon Region,Pazundaung(Pazundaung)
Myo Set & Sons [U],Warehouses [Indigenous],"59/A, 27th St., Lower Middle Block,","tel: 09-5504079,tel: 09-795425253,tel: 09-965504070,tel: 01-386531,tel: 09-250150818",Yangon Region,Pabedan(Pabedan)
Seven Star,Timber Merchants,"128/A, Mya Nandar St., Industrial Zone,","tel: 01-547227,tel: 01-540330",Yangon Region,Thaketa(Thaketa)
Pwint Oo,Timber Merchants,"931, Hlaw Gar Rd., Ward (104),","tel: 09-799558879,tel: 09-73181484,tel: 09-5028541",Yangon Region,South Dagon(South Dagon)
Shwe Man,Timber Merchants,"10/11, Set Hmu Zone Pat St., Industrial Zone (2),","tel: 09-5016815,tel: 01-591149,tel: 01-8100046,tel: 09-455016815",Yangon Region,South Dagon(South Dagon)
Shwe Ohe,Warehouses [Jaggery],"E/48-A, Ngu War St., Bayint Naung Warehouses,","tel: 01-680104,tel: 09-73176013,tel: 09-49220417,tel: 09-250378185",Yangon Region,Mayangone(Mayangone)
Sein Win [U],Timber Merchants,"201, Kanaung 6th St., Shwe Pauk Kan Industrial Zone,","tel: 09-5003906,tel: 09-5082088",Yangon Region,North Okkalapa (North Okkalapa )
Shwe Hinthar,Timber Merchants,"70, Waiza Yan Tar Rd., Ward (11),","tel: 01-8565512,tel: 09-73195516",Yangon Region,South Okkalapa (South Okkalapa )
"Paung Laung Wood Enterprise Co.,Ltd.",Export & Import Companies,"Bldg 2,Rm 21/22,1st Flr,Pyay Rd.,Myo Pya Housing (North)","tel: 01-656306,tel: 01-661342,tel: 01-665431",Yangon Region,Mayangone(Mayangone)
Sel Than,Timber Merchants,"E/1/2, U Wisara Rd., Industrial Zone,","tel: 09-73032053,tel: 09-5013167",Yangon Region,North Dagon(North Dagon)
Sein Yadanar,Timber Merchants,"Pyay Rd.,Corner of Lan Thit St.,Near Lan Thit Bus Stop,Htauk Kyant (South) Ward","tel: 09-420110868,tel: 09-975611535",Yangon Region,Mingalardon(Mingalardon)
Shwe Sa Kyar,,"232, 30 St.,Between 85 St. and 86 St.,","tel: 02-32599,tel: 09-2004162,tel: 09-792004162",Chan Aye Thar Zan,
"Sein Than Oo Trading Co.,Ltd.",Export & Import Companies,"Bldg A/5, Rm 701, 7th Flr, Min Dhama Rd., Shwe Kabar Housing,",tel: 01-656673~6,Yangon Region,Mayangone(Mayangone)
Shwe Eain Htet,Timber Merchants,"270, Sittway St., Ward (12),","tel: 09-450007144,tel: 09-421177636",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Phyo Phyo Thin,,"Nagyi/81,86 St.,Between 33 St. and 34 St.,",tel: 09-2018863,Chan Aye Thar Zan,
Lwin,,"Za/61, Ar Thaw Ka St., Bayint Naung,","tel: 09-5015720,tel: 01-681477",Mayangone,
Myat Tun [U],Warehouses [Indigenous],"H/38, Padauk St., Bayint Naung Warehouses,","tel: 01-681154,tel: 01-681283,tel: 09-5006998,tel: 09-5154355",Yangon Region,Mayangone(Mayangone)
Sein Family,Timber Merchants,"9/A, Set Hmu 6th St., Industrial Zone,","tel: 09-5008580,tel: 09-795008580,tel: 09-73170103,tel: 01-8550368",Yangon Region,South Okkalapa (South Okkalapa )
Shwe Thit Min,Timber Merchants,"290, Bo Hmu Ba Htoo Rd., Ward (5),","tel: 09-5119072,tel: 09-798787969,tel: 09-43098353,tel: 09-73182277",Yangon Region,East Dagon(East Dagon)
"Shwe Tha Pyay Co.,Ltd.",Interior Decoration Materials & Services,"83/85, Thamain Bayan Rd., Tarmway Gyee (Kha/Ga-Nge) Ward,","tel: 09-5063551,tel: 09-5556600",Yangon Region,Tarmwe(Tarmwe)
Nadi Myanmar & Thamardi,,"Blk 344, Corner of Tarrain St.,   Mahar Si St, Sein Pan","tel: 09-91002721,tel: 09-965002721",Maha Aung Myay,
Shwe Nyaung Pin,Timber Merchants,"Pan Hlaing Golf St., Industrial Zone (6),","tel: 09-5058227,tel: 09-5500880,tel: 01-645033,tel: 09-73202799",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Lwin (Pyi),,"Za Kawe/61-B, Ar Thaw Ka St., Bayint Naung Warehouses, Ward (1),","tel: 09-5015720,tel: 09-5050393,tel: 09-8623187",Mayangone,
Maung Maung Lwin [Ko],Warehouses [Onion/Garlic/Potato],"D/67-A, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680196,tel: 01-9688931,tel: 09-5115360,tel: 09-43109789,tel: 09-73031670",Yangon Region,Mayangone(Mayangone)
Shwe Nyaung Pin,Cement,"109, Ar Thaw Ka St., Ward (13),","tel: 09-5067697,tel: 01-519820",Yangon Region,Hlaing(Hlaing)
Yè Aung [U],Warehouses [Indigenous],"2749, Chin Dwin St., Industrial Zone(2),",tel: 09-8631148,Yangon Region,South Dagon(South Dagon)
Shwe Tike,Timber Merchants,"30, Si Pin Rd., Ward (24),","tel: 09-5105457,tel: 09-5001128",Yangon Region,South Dagon(South Dagon)
"Ziwaka Trading Co.,Ltd.",Warehouses [Indigenous],"262/286,Rm 2,Kon Zay Dan St.,Upper Middle Block","tel: 01-246412,tel: 01-384835,tel: 01-384093,tel: 01-243425,tel: 01-701994,tel: 09-5021318,tel: 09-5004982",Yangon Region,Pabedan(Pabedan)
Tiger,Warehouses [Indigenous],"150, Myin Wun U Aung Thu St., Industrial Zone (2),",tel: 01-684549,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
"Ziwaka Trading Co.,Ltd.",Warehouses [Indigenous],"F/43, Sein Pan St., Bayint Naung Warehouses,","tel: 01-680667,tel: 01-681014",Yangon Region,Mayangone(Mayangone)
"United Marketing Co.,Ltd.",Warehouses [Indigenous],"238/240, 1st Flr, Kon Zay Dan St., Upper Middle Block,","tel: 01-251816,tel: 01-251817,tel: 01-380405,tel: 01-380404,tel: 01-380406",Yangon Region,Pabedan(Pabedan)
Shwe Nyar [U] & Sons,Timber Merchants,"667/A, May Darwi Rd., U.S.D.A Compound, Sa Lein Ward,","tel: 09-420290915,tel: 09-49249444",Yangon Region,North Okkalapa (North Okkalapa )
Shwe Man,Timber Merchants,"406/407, Shukhin Thar Rd., Dhamar Yone Bus Stop, Ward (7-East),","tel: 01-547378,tel: 09-5055087",Yangon Region,Thaketa(Thaketa)
Win Shwe Wah,,"86 St.,Between 24 St. and 25 St.,  Yay Kyi Ward,","tel: 02-65369,tel: 09-2007535",Aung Myay Thar Zan,
Maung Maung [U],Warehouses [Onion/Garlic/Potato],"E/55-A, Ngu War St., Bayint Naung Warehouses,","tel: 01-680894,tel: 01-683069,tel: 09-5010012",Yangon Region,Mayangone(Mayangone)
Shwe Nyaung Pin,Cement,"1508/15111, Pyi Htaung Su Rd., Corner of Hlaw Gar Rd.,Near Industrial Zone (2), Ward (24),","tel: 09-5045998,tel: 01-590514,tel: 01-590752,tel: 09-420776562",Yangon Region,South Dagon(South Dagon)
La Thar,Warehouses [Onion/Garlic/Potato],"F/1-A, Ngu War St., Bayint Naung Warehouses,","tel: 01-680162,tel: 01-683316",Yangon Region,Mayangone(Mayangone)
Shwe Nyar,Timber Merchants,"719, Thu Nandar Rd., Za Gwel Ward,","tel: 09-420006576,tel: 09-448027719",Yangon Region,North Okkalapa (North Okkalapa )
Lin,Warehouses [Onion/Garlic/Potato],"F/56-A, Sein Pan St., Bayint Naung Warehouses,","tel: 01-680193,tel: 09-5006800,tel: 01-680862",Yangon Region,Mayangone(Mayangone)
Shwe Nant Thar Phyu,Parquet Floorings,"154, Waiza Yan Tar Rd., Ward (11),","tel: 01-579526,tel: 01-560819,tel: 09-5107605",Yangon Region,South Okkalapa (South Okkalapa )
KZ,Warehouses [Onion/Garlic/Potato],"E/14-B, Yae Tamar St., Bayint Naung Warehouses,",tel: 01-680671,Yangon Region,Mayangone(Mayangone)
Pyo Madi,VCD/DVD & Tapes Rental Services,"1124,Maha Bandoola St.,Ward (70)",tel: 09-450059270,Yangon Region,South Dagon(South Dagon)
Pyit Taing Htaun,VCD/DVD & Tapes Rental Services,"499/A, Padamyar 1st St., Yay Oakkan Village,",tel: 09-258084699,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Pyinsa Hlaing,VCD/DVD & Tapes Rental Services,"267/B, Yan Gyi Aung St., Ward (13),",tel: 09-250288964,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
AMT [Aung Myat Thu],Warehouses [Rice],"I/28, Khattar St., Bayint Naung Warehouses,","tel: 09-43007611,tel: 09-73613343,tel: 09-31215925",Yangon Region,Mayangone(Mayangone)
Than Htwe [U],Timber Merchants,"976/B, Migathi St., Corner of Thu Mingalar Rd.,Ward (12),",tel: 09-5406879,Yangon Region,South Okkalapa (South Okkalapa )
Than Tun,Timber Merchants,"1055, 7th Zay St., Kyaung Shae Bus Stop, Ward (6-East),","tel: 01-542672,tel: 09-254497595,tel: 09-254497596",Yangon Region,Thaketa(Thaketa)
Nyein Nyein Hlaing [Onion],Warehouses [Onion/Garlic/Potato],"Rm B/375, Underground, Nyaung Pin Lay Plaza,","tel: 01-211233 Ext.376,tel: 09-5190923",Yangon Region,Lanmadaw(Lanmadaw)
Nyein Chan Aung,Warehouses [Onion/Garlic/Potato],"D/30, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-680085,tel: 09-961211421",Yangon Region,Mayangone(Mayangone)
Ngwe Pwar,Warehouses [Onion/Garlic/Potato],"F/63, Sein Pan St., Bayint Naung Warehouses,","tel: 09-795554504,tel: 09-260011940",Yangon Region,Mayangone(Mayangone)
Arkar Hein,Warehouses [Rice],"J/37/38,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon,Mayangone(Mayangone)
Pyit Tine Htaung,VCD/DVD & Tapes Rental Services,"15, Rm 3, Min Din St., Thuwana/29 Ward,","tel: 09-5071038,tel: 09-421179352",Yangon Region,Thingangyun(Thingangyun)
Ah Kyee Ah kae,Warehouses [Rice],"A/40, Naung Yoe St., Bayint Naung Warehouses,","tel: 09-73066738,tel: 09-425023175",Yangon Region,Mayangone(Mayangone)
Myint Moh Oo,Warehouses [Onion/Garlic/Potato],"Rm B/392, Underground, Nyaung Pin Lay Plaza,",tel: 01-227660,Yangon Region,Lanmadaw(Lanmadaw)
Mya Moe San,Warehouses [Onion/Garlic/Potato],"E/60-B, Ngu War St., Bayint Naung Warehouses,","tel: 01-680047,tel: 09-73034154,tel: 09-2062832",Yangon Region,Mayangone(Mayangone)
Pyi Taw Thar,VCD/DVD & Tapes Rental Services,"Bogyoke Aung San St.,Ward (5)",tel: 09-428034180,Yangon,Hlaing Thar Yar(Hlaing Thar Yar)
Myo Myanmar,Warehouses [Onion/Garlic/Potato],"D/36, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680471,tel: 09-5006697",Yangon Region,Mayangone(Mayangone)
Myat,Warehouses [Onion/Garlic/Potato],"F/1-B, Ngu War St., Bayint Naung Warehouses,","tel: 01-680159,tel: 01-226143",Yangon Region,Mayangone(Mayangone)
"Takumi Style Co.,Ltd.",Interior Decoration Materials & Services,"2/6, Thamaing Butar Yon Rd., Ward (2),","tel: 09-453197934,tel: 09-252536667",Yangon Region,Mayangone(Mayangone)
Myint Moh Oo,Warehouses [Onion/Garlic/Potato],"D/31-A, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-680460,tel: 09-5211344",Yangon Region,Mayangone(Mayangone)
Myo Hein Kyaw,Warehouses [Onion/Garlic/Potato],"D/54, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680457,tel: 09-5116886",Yangon Region,Mayangone(Mayangone)
SSM Thein Aung,Doors & Shutters Sales,"22/23, Set Hmu Zone Pat St., Industrial Zone (2),","tel: 01-590012,tel: 09-73205704,tel: 09-73207475",Yangon Region,South Dagon(South Dagon)
Soe Tint [U],Timber Merchants,"291, Yarza Di Yit St., Ward (72),","tel: 09-73098128,tel: 09-73157838",Yangon Region,South Dagon(South Dagon)
Mya Thidar,Warehouses [Onion/Garlic/Potato],"D/45, Yae Tamar St., Bayint Naung Warehouses,","tel: 09-73049378,tel: 01-681219,tel: 09-5001433",Yangon Region,Mayangone(Mayangone)
Tet Lu,Timber Merchants,"933, Hlaw Gar Rd., Ward (104),","tel: 09-5154802,tel: 09-73026844,tel: 09-73210567",Yangon Region,South Dagon(South Dagon)
999 [Htay Kywel],Warehouses [Rice],"H/55-B, Ar Thaw Ka St., Bayint Naung Warehouses,","tel: 01-681028,tel: 01-528891,tel: 09-5123499,tel: 09-8620789",Yangon Region,Mayangone(Mayangone)
Swel Taw,Real Estate Agents,"239,May Darwi Rd.,Sa Lone Ward","tel: 09-254073500,tel: 09-421048337,tel: 09-420765333",Yangon,North Okkalapa (North Okkalapa )
Tet Nay Yaung,Timber Merchants,"487, Min Ye Kyaw Swar Rd., Ward (133),","tel: 09-428203398,tel: 09-421028144,tel: 09-795646061",Yangon Region,East Dagon(East Dagon)
Academy,Warehouses [Rice],"H/51, Ar Thaw Ka St., Bayint Naung Warehouses,","tel: 01-682904,tel: 09-73152489,tel: 09-786364392",Yangon Region,Mayangone(Mayangone)
Pyaw Pyaw Shwin Shwin,VCD/DVD & Tapes Rental Services,"Anawmar St.,Zwel Co-operative Shop Room,Ah Naw Mar Ward (1)","tel: 09-421151886,tel: 09-421073197",Yangon Region,Thaketa(Thaketa)
Pyae Sone Tun,VCD/DVD & Tapes Rental Services,"729/B, Nant Thar Myaing St., Ward (50),",tel: 09-250506366,Yangon Region,North Dagon(North Dagon)
