contact,name,category,township,street,state
"tel: 09-5108385,tel: 09-73095533,tel: 09-421028079,tel: 09-259064782",Soe Myint Aung,Refrigerators & Freezers Sales & Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"10, 111th St., Mingalar Taung Nyunt Ward,",Yangon Region
tel: 09-250163512,Soe Myint Than,Refrigerators & Freezers Sales & Services,Mayangone(Mayangone),"116,Baho Rd.,Ward (2)",Yangon Region
"tel: 09-254191266,tel: 09-420000952",Soe,Refrigerators & Freezers Sales & Services,Yankin(Yankin),"Bldg 362, Rm 7, Yan Aye Lane(3), Corner of Yan Shin St.,Ward (5),",Yangon Region
"tel: 01-253520,tel: 01-392853,tel: 09-5004909,tel: 09-5039262,tel: 09-8610982,tel: 09-262648936,tel: 09-790141611",Smile,Refrigerators & Freezers Sales & Services,Kyauktada(Kyauktada),"205/206,Seikkanthar St.,Upper Middle Block",Yangon Region
"tel: 09-5164464,tel: 09-5171466",Nyi Nyi Tun Lwin [Ko],TV & Film Directors,Pazundaung(Pazundaung),"Bldg 5, Rm 103, 1st Flr, 54th St., Anawrahta Housing,",Yangon Region
"tel: 09-251028845,tel: 01-551766",Aye Thidar [Ma],Tuition [All Subjects],Thaketa(Thaketa),"955, Yan Pyay 4th St., Ward (2-South),",Yangon Region
"tel: 09-43069669,tel: 09-43177710",Zaw Myo [Khayay Pon Pyin],TV & Film Directors,Tarmwe(Tarmwe),"14, 8th Flr, Ar Thaw Ka St., Kyarr Kwet Thit Ward,",Yangon Region
"tel: 09-421124430,tel: 09-799506260,tel: 09-260047300",Smile,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"962, Eindar Dhamar Yon St., Corner of Eindar 12th St.,Ta Ta Lin Cheik Ward,",Yangon Region
"tel: 01-579205,tel: 09-254107086,tel: 09-73207108",La Pyae,Traditional Medical Halls,Tarmwe(Tarmwe),"147/D, Lay Daunt Kan Rd., Tarmway Lay Ward,",Yangon Region
tel: 09-5001941,Pauk [Ko] [Pann Thar],TV & Film Directors,Yankin(Yankin),"Bldg 263, Rm 5, Yan Aung 8th St., Ward (2),",Yangon Region
"tel: 09-5020855,tel: 09-793377933",Yè Myint Lwin,TV & Film Directors,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"178,4th Flr,Upper Pansoedan Rd.",Yangon
tel: 09-420135147,Win Myint Tun [U],TV & Film Directors,North Okkalapa (North Okkalapa ),"94,Myit Nge St.,Wai Bar Gi Ward (4)",Yangon Region
"tel: 01-8560846,tel: 09-5173566,tel: 09-49240129",Win Tun Tun [U],TV & Film Directors,Yankin(Yankin),"25/A, Ah Wai Yar St., Bauk Htaw, Ward (15),",Yangon Region
"tel: 09-5006914,tel: 09-421181132",Zaw Myint Oo,TV & Film Directors,North Okkalapa (North Okkalapa ),"179, Tu Thi Tar St., Ka Ward,",Yangon Region
tel: 09-257407048,La Pyae Wun [Ingyin San],Traditional Medical Halls,South Dagon(South Dagon),"326/B, Pinn Ya St., Ward (54),",Yangon Region
"tel: 01-2316746,tel: 09-5131684",Tun Hlaing [Photo],TV & Film Directors,Ahlone(Ahlone),"15, Kyaung St., Saw Yan Paing (South) Ward,",Yangon Region
tel: 09-73099767,Maung Maung Thein [U],Traditional Medical Halls,Tarmwe(Tarmwe),"11,Zahtila St.,Ma Hlwa Gone Htay Kywe Ward",Yangon Region
tel: 09-421075735,Maung Maung Thant [U],Traditional Medical Halls,North Okkalapa (North Okkalapa ),"75, Thandar 9th St., Nga Ward,",Yangon Region
tel: 09-5091602,Maung Maung Thein [U],Traditional Medical Halls,Hlaing(Hlaing),"Bldg 4, Rm 4, Yangon-Insein Rd., Hlaing Yadanar Housing,",Yangon
"tel: 01-8100482,tel: 09-5057121,tel: 09-5115581",Maung Chit [U],Traditional Medical Halls,South Dagon(South Dagon),"145, Si Pin Rd., Near Gate Haung Bus Stop, Ward (18),",Yangon Region
"tel: 09-49241877,tel: 09-254474074","Maung Maung Myat [U, Saya]",Traditional Medical Halls,South Okkalapa (South Okkalapa ),"1008, Innwa St., Ward (6),",Yangon Region
tel: 09-254309530,Marlar,Traditional Medical Halls,South Dagon(South Dagon),"539, Yadanar Pon St., Ward (22),",Yangon Region
"tel: 09-43020556,tel: 09-73083115",Mandalay Saya Gyi Sein Mu [U],Traditional Medical Halls,Kyauktada(Kyauktada),"214, 37th St., Upper Block,",Yangon Region
"tel: 01-662563,tel: 01-667431",Thin Thin Yu [Daw],TV & Film Directors,Mayangone(Mayangone),"4/A, Inya Yeikthar St., Ward (10),",Yangon Region
"tel: 01-706356,tel: 09-5418836,tel: 09-73187375,tel: 09-49316140",Super Cool,Refrigerators & Freezers Sales & Services,North Dagon(North Dagon),"5, Tha Khin Ba Sein St.  , Ward (31),",Yangon Region
"tel: 09-5176432,tel: 01-657656",Thiha Kyaw Soe,TV & Film Directors,Yankin(Yankin),"6/J, Zizawah St., Parami Ave:, Ward (8),",Yangon Region
"tel: 09-254334625,tel: 09-73085509",White Legend,TV & Film Directors,Tarmwe(Tarmwe),"13, 2nd Flr, Innwa St., Kyauk Myaung Gyi Ward,",Yangon Region
"tel: 01-546732,tel: 09-5500328",Maung Maung Win [U],Traditional Medical Halls,Tarmwe(Tarmwe),"11, Set Kyar St., Kyauk Myaung Gyi Ward,",Yangon Region
"tel: 09-73506528,tel: 09-31060260,tel: 09-250004013",Super Cool,Refrigerators & Freezers Sales & Services,North Dagon(North Dagon),"37/38/39, Kyun Shwe Wah St., Corner of U Wisara Rd.,Ward (35),",Yangon Region
"tel: 09-5053442,tel: 09-73136115",Sun Light,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"1/A, Thumana St., Corner of Zay St.,Yan Pyae Ward (3),",Yangon Region
"tel: 09-256155553,tel: 09-422510084,tel: 09-33338211",Super Cool,Refrigerators & Freezers Sales & Services,Kyeemyin Daing(Kyeemyin Daing),"80, Thayet Taw 3rd St., Thayet Taw (South) Ward,",Yangon Region
"tel: 01-643523,tel: 09-401577148",Aye Than [U],Tuition [All Subjects],Insein(Insein),"57, Kha 3rd St., Myo Thit (Ka/Kha) Ward,",Yangon Region
tel: 09-421032881,Marga Daewa,Traditional Medical Halls,South Okkalapa (South Okkalapa ),"1157/A, Kone Baung 14th St., Ward (6),",Yangon Region
"tel: 01-252531,tel: 09-5011067,tel: 09-5501700",Sun,Refrigerators & Freezers Sales & Services,Pabedan(Pabedan),"211, 30th St., Upper Block,",Yangon Region
"tel: 01-706356,tel: 09-420305462,tel: 09-254179565",Super Cool,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"78,Zingama Rd.,Ward (2-North)",Yangon
"tel: 09-420123765,tel: 09-450202699,tel: 09-31454221",Star Cool,Refrigerators & Freezers Sales & Services,Hlaing(Hlaing),"1, Pan Chan Kyaung St., Corner of Panditar Yarma Kyaung St.,Ward (13),",Yangon Region
"tel: 09-31073619,tel: 01-644539 [Res]","Min Than Htike [U, Saya]",Traditional Medical Halls,Pabedan(Pabedan),"398, 1st Flr, Shwe Bon Tha St., Upper Block,",Yangon Region
"tel: 09-420085144,tel: 09-972080497",Mingalar Shwe Yee Win,Traditional Medical Halls,East Dagon(East Dagon),"Min Ye Kyaw Swar Rd.,Near 77 Bus Stop,Ward (125)",Yangon Region
"tel: 01-222473,tel: 09-73048233",Min,Traditional Medical Halls,Lanmadaw(Lanmadaw),"80, 8th St., Lower Block,",Yangon Region
"tel: 09-30356788,tel: 09-250638082,tel: 09-73015689,tel: 09-31548037",Success,Refrigerators & Freezers Sales & Services,Ahlone(Ahlone),"71, 2nd Flr, Thate Pan St., Galon Ward,",Yangon Region
"tel: 09-5189702,tel: 01-543182 [Res]",Miba Myittar,Traditional Medical Halls,Tarmwe(Tarmwe),"43, Thadi Pahtan St., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
tel: 09-422452052,Moe Thauk Kyal,Traditional Medical Halls,Shwe Pyi Thar(Shwe Pyi Thar),"370, Maha Myaing St., Ward (9),",Yangon Region
"tel: 09-49276900,tel: 09-31775123,tel: 09-73134970",Mi Khin,Traditional Medical Halls,Seik Kan(Seik Kan),"Rm C/9, Hinthar St., Botahtaung Pagoda Shop Room,",Yangon Region
"tel: 09-794469239,tel: 09-260977981",Star Whit,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"232, Oak Zanar 5th St., Za Gwel Ward,",Yangon Region
"tel: 09-73028898,tel: 09-49738109",Maw Kyun,Traditional Medical Halls,Tarmwe(Tarmwe),"16, 1st Flr, Shwe Hinthar St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Yangon Region
"tel: 01-2315813,tel: 09-5070322,tel: 09-73097789",Maung Sein [U],Traditional Medical Halls,Lanmadaw(Lanmadaw),"126/A, 16th St., Middle Block,",Yangon Region
"tel: 01-695796,tel: 09-450065032",Moe Sann Pann,Traditional Medical Halls,North Okkalapa (North Okkalapa ),"30, Bo Tayza St., Shwe Paukkan Ward (16),",Yangon Region
"tel: 09-73196931,tel: 09-421105414",Aye Min Tun [Saya],Tuition [All Subjects],Insein(Insein),"Bldg C, Rm 7, 1st Flr, Hlaing River Rd., Puma Bldg,",Yangon Region
"tel: 09-73196931,tel: 09-421105414,tel: 09-421123365",Aye Min Tun [Saya],Tuition [All Subjects],Insein(Insein),"299, Marlar Myaing St., Pauk Taw Ward,",Yangon Region
"tel: 09-5416569,tel: 09-5188804",Standard,Refrigerators & Freezers Sales & Services,Tarmwe(Tarmwe),"71, Aung Mingalar St., Kyauk Myaung Gyi Ward,",Yangon Region
"tel: 01-382403,tel: 09-5107138,tel: 09-5135018",Thein Han,TV & Film Directors,Latha(Latha),"19, 20th St., Lower Block,",Yangon Region
"tel: 01-557137,tel: 09-5181673",Mahidhi Saya Kyaw,Traditional Medical Halls,Yankin(Yankin),"Bldg 204, Rm 1, Yan Shin St., Ward (3),",Yangon Region
"tel: 09-253198883,tel: 09-253198884~85,tel: 09-977181660",Hercules,,သီရိရတနာလက္လီ/လက္ကားေဈး၊,"Rm CC2-32/33, Thiri Yadanar Retail/Wholesale Market,",North Okkalapa
tel: 09-799508816,Kaung Su Thar,Real Estate Agents,North Okkalapa (North Okkalapa ),"606,Bagan Rd.,Shwe Pauk Kan (14/6) Ward",Yangon Region
"tel: 01-504971,tel: 01-525716",Zin Yaw Maung Maung,TV & Film Directors,Sanchaung(Sanchaung),"Rm 6/A, 6th Flr, Myay Ni Gone Plaza,",Yangon Region
"tel: 09-43038982,tel: 09-5178415",T.S,Refrigerators & Freezers Sales & Services,Yankin(Yankin),"Rm 30, Yankin Rd., Infront Of CMA Office, Ward (1),",Yangon Region
tel: 09-253559948,Miba Myittar,Traditional Medical Halls,Ahlone(Ahlone),"137, Ahlone Rd., Shwe Lone Co-op Shop Room, Htar Nar Ward,",Yangon Region
tel: 09-799508816,Kaung Su Thar,Real Estate Agents,North Okkalapa (North Okkalapa ),"1181, Aung Bawga St., Shwe Paukkan Ward (12),",Yangon Region
"tel: 01-526389,tel: 09-5007300","TTS (Tun Thitsar Forwarding & Services Co., Ltd.)",,,"617-B, Pyay Rd.,",Kamayut
tel: 09-796420288,Mya Padonmar,Traditional Medical Halls,Hlaing Thar Yar(Hlaing Thar Yar),"178/A, Branni St., Ward (11),",Yangon Region
"tel: 09-5015645,tel: 09-5502281",Royal House,,အမွတ္ ၁၆၊ မအူပင္လမ္း၊,"16, Ma U Pin St.,",Sanchaung
"tel: 01-651299,tel: 09-421105346,tel: 09-73024630",Mya Myint Moh,Traditional Medical Halls,Mayangone(Mayangone),"11, Tapin Shwe Htee St., Corner of Bogyoke St.,Ward (1),",Yangon Region
"tel: 09-43113799,tel: 09-5085231",Khit Swan In,Real Estate Agents,North Dagon(North Dagon),"902, Pin Lon Rd., Ward (34),",Yangon Region
"tel: 09-73182093,tel: 09-250025829",D Ray,Tuition [All Subjects],Dagon Seikkan(Dagon Seikkan),"Bldg 16, Rm 301, 4th Flr, 6th St., Yuzana Garden City Housing, A Block,",Yangon Region
"tel: 09-5052351,tel: 09-450837513",T-9,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"216, Arthawaddy St., Ward (2),",Yangon Region
"tel: 01-253182,tel: 09-31061455,tel: 09-73181260",Khit Hmi,Real Estate Agents,Kyauktada(Kyauktada),"169, 1st Flr, 40th St., Upper Middle Block,",Yangon Region
"tel: 01-593172,tel: 01-593174,tel: 09-73224282,tel: 09-973224282",Khin Khin Myat,Real Estate Agents,Dagon Seikkan(Dagon Seikkan),"Bldg 21, Rm 001, 10th St., Yuzana Garden City Housing, B Block,",Yangon Region
tel: 09-421168798,T.Tun,Refrigerators & Freezers Sales & Services,Insein(Insein),"508, Min Gyi Rd., Near Tha Yat Taw Bus Stop, Ywar Ma (East) Ward,",Yangon Region
"tel: 01-660656,tel: 09-5418512,tel: 09-5090449",Mya Kan Thar,Traditional Medical Halls,Mayangone(Mayangone),"326, Kaba Aye Pagoda Rd., Ward (9),",Yangon Region
tel: 09-421056305,Khin Khin,Real Estate Agents,North Dagon(North Dagon),"554,Yarza Thin Gyan Rd.,Ward (50)",Yangon Region
"tel: 09-250660610,tel: 09-254204622",Khayay Yeik,Real Estate Agents,Mayangone(Mayangone),"61, Thamaing Butar Yon 12th St., Corner of Bogyoke St.,Ward (1),",Yangon Region
"tel: 01-248209,tel: 09-250066266",Khit Thit Eain,Real Estate Agents,Pabedan(Pabedan),"281, 1st Flr, Anawrahta Rd.,",Yangon Region
"tel: 01-710358,tel: 01-500285,tel: 09-255751282",Khin Myo Myint [Daw],Real Estate Agents,Hlaing(Hlaing),"Bldg 32, Rm 4, Thu Nandar St., Hlaing Myint Moh Housing,",Yangon Region
"tel: 09-788822291,tel: 09-5065838,tel: 09-973224282",Khin Khin Myat,Real Estate Agents,North Dagon(North Dagon),"Bldg B/1, Rm 102, Bo Hmu Ba Htoo Rd., Bo Hmu Ba Htoo Housing,",Yangon Region
tel: 09-5057823,Khatter Myo Myo,Real Estate Agents,Thaketa(Thaketa),"Bldg B,Rm 202,2nd Flr,Shukhin Thar Rd.,Kamar Kyi Housing",Yangon Region
"tel: 09-420127635,tel: 09-448028511",Mula Zarmani,Traditional Medical Halls,Hlaing Thar Yar(Hlaing Thar Yar),"66/A, Sein Pan Myaing 4th St., Near Mee Khwet Market, Ward (7),",Yangon Region
,Mon Myat,Traditional Medical Halls,Pazundaung(Pazundaung),"104/A,52nd St.,Upper Middle Block",Yangon
"tel: 09-31083932,tel: 09-253856465",Mula Thein Phyu,Traditional Medical Halls,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"69, 92th St., Kan Daw Kalay (South) Ward,",Yangon Region
tel: 09-31348950,Khin Tint [Daw],Real Estate Agents,Dagon Seikkan(Dagon Seikkan),"2nd St.,Yuzana Garden City Housing, C Block",Yangon Region
"tel: 09-5148433,tel: 09-777745725,tel: 09-5071826,tel: 09-250403113,tel: 09-73257564",Mon Myat Saydanar [Thamar Taw Maung Chit],Traditional Medical Halls,Pabedan(Pabedan),"241/251, 7th Flr, Anawrahta Rd.,",Yangon Region
"tel: 09-421148375,tel: 09-31042685",Mon Gyee [Saya],Traditional Medical Halls,Pazundaung(Pazundaung),"Shwe Phone Pwint Pagoda St.,Shwe Ohe Bo Tha/Ma",Yangon Region
"tel: 09-252182763,tel: 09-254140399",D Plus,Tuition [All Subjects],North Dagon(North Dagon),"99, U Ba Win St., Ward (39),",Yangon Region
"tel: 01-656910,tel: 09-970000165",GTA Transportation Group,,အမွတ္ ၄၄/B၊ မစိုးရိမ္ေက်ာင္းလမ္း၊ ၉မိုင္၊ (၅)ရပ္ကြက္၊,"44/B, Ma Soe Yein Kyaung St., 9 Mile, Ward (5),",Mayangone
"tel: 01-551368,tel: 09-5197798",Mote Kyun,Traditional Medical Halls,Dawbon(Dawbon),"263, Aung Thitsar St., Zeyar Thiri Ward,",Yangon Region
tel: 09-5159104,Chaw,Tuition [All Subjects],Kyeemyin Daing(Kyeemyin Daing),"69, Yone Gyi St., Oh Bo Ward,",Yangon Region
"tel: 09-31067108,tel: 09-250897180",Chan Aye,Tuition [All Subjects],Hlaing(Hlaing),"Bldg 4, Rm 201, 2nd Flr, Kha Yae 1st St., Mya Kan Thar Housing,",Yangon Region
"tel: 01-394862,tel: 09-43135265",Chancellor,Tuition [All Subjects],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"422, 5th Flr, Thein Phyu Rd., Phoh Myay Ward,",Yangon Region
"tel: 09-31034200,tel: 09-32298541",D Pann Khinn,Tuition [All Subjects],North Dagon(North Dagon),"13/9,Ta Pin Shwe Htee Rd.,Ward (40)",Yangon Region
tel: 09-420061383,CH4,Tuition [All Subjects],Tarmwe(Tarmwe),"42, Aung Mingalar St., Bolein Aung Mingalar Ward,",Yangon Region
tel: 09-5172917,Bright Star,Tuition [All Subjects],Mayangone(Mayangone),"459, Thamaing Butar Yon 8th St., Ward (1),",Yangon Region
"tel: 09-979014336,tel: 09-5160863,tel: 09-420099204",T & T,Refrigerators & Freezers Sales & Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 5/6, Bo Min Yaung Rd., Thein Byu Mee Ya Htar Ward,",Yangon Region
"tel: 09-5191361,tel: 09-73033344,tel: 09-73033355,tel: 09-73033366","SYM Engineering Co.,Ltd.",Refrigerators & Freezers Sales & Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"46, Dhamar Yon St., Kan Daw Kalay (South) Ward,",Yangon Region
"tel: 09-450026476,tel: 09-420133297,tel: 09-257730585",Swan,Refrigerators & Freezers Sales & Services,South Dagon(South Dagon),"2595/A, Hlaw Gar Rd., Ward (70),",Yangon Region
tel: 09-5503075,Super Top,Refrigerators & Freezers Sales & Services,Kamayut(Kamayut),"19, Maha Bawga St., Ward (3),",Yangon Region
tel: 01-524652,Moe Theiddi,Traditional Medical Halls,Kamayut(Kamayut),"12/A, Htan Ta Pin (West)St., Ward (3),",Yangon Region
"tel: 09-5063386,tel: 09-264097744",Super Min,Refrigerators & Freezers Sales & Services,Tarmwe(Tarmwe),"20, Ar Thaw Ka St., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
"tel: 01-591749,tel: 09-250178036,tel: 09-440040060",Dagon Pyin Nya Yeikthar [UDE Center],Tuition [Universities - UDE],South Dagon(South Dagon),"552, Si Pin Rd., Ward (19),",Yangon Region
"tel: 09-450021054,tel: 09-5196387",Aung Si Gyi,Tuition [Universities - UDE],South Okkalapa (South Okkalapa ),"1093, Than Thu Mar Rd., Ward (5),",Yangon Region
"tel: 01-500290,tel: 09-73075386",Aung Tagon,Tuition [Universities - UDE],Kamayut(Kamayut),"2, Rm 13, 4th Flr, Hledan Rd., Ward (3),",Yangon Region
"tel: 09-795696247,tel: 09-420314945,tel: 09-32070062",Change,Tuition [All Subjects],Thaketa(Thaketa),"771, Shwe Oat Gu 2nd St., Corner of Shwe Oat Gu St.,Ward (8),",Yangon Region
"tel: 09-43108963,tel: 09-5091163,tel: 01-8573505",Sweety Air,Refrigerators & Freezers Sales & Services,Thingangyun(Thingangyun),"247/E, Lay Daunt Kan Rd., (Za-Gwe/North) Ward,",Yangon Region
"tel: 09-43024186,tel: 09-799587693",Kun Hnit Sin Kyal,Real Estate Agents,Bahan(Bahan),"209, 1st Flr, Shwe Gon Daing Rd., Shwe Gon Daing Junction, Koh Minn Koh Chin Ward,",Yangon Region
tel: 09-420296576,Kyal Sin Hein,Real Estate Agents,Hlaing Thar Yar(Hlaing Thar Yar),"1262/A, Kyan Sit Thar St., Ward (16),",Yangon Region
"tel: 09-49316140,tel: 09-450013581,tel: 01-706356",Super Cool Engineering Group,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"Bldg 1, Rm A/B, Thudhamar Rd., Near 5th St Bus Stop, Ward (1),",Yangon Region
"tel: 09-420082439,tel: 09-972231996,tel: 09-73226546",KTN Group,Real Estate Agents,Pazundaung(Pazundaung),"75/80, 54th St., Upper Block,",Yangon Region
tel: 01-384847,Doe [Saya] [Man Takkatho],Tuition [All Subjects],Pabedan(Pabedan),"55/57, 1st Flr, Bo Soon Pat St., Lower Middle Block,",Yangon Region
"tel: 09-73214709,tel: 09-795204645",Doh Arr Mhan,Tuition [All Subjects],Shwe Pyi Thar(Shwe Pyi Thar),"Hlaw Gar Rd., Near Kyaung Shae Bus Stop, Hlaw Gar Ward,",Yangon Region
"tel: 09-73108861,tel: 09-255764801",Thein [Ko],Refrigerators & Freezers Sales & Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"52, 123th St., Tha Pyay Gone Ward,",Yangon Region
"tel: 01-8619230,tel: 01-8619231",High Max Group of Companies Limited,,အမွတ္ ၉၀၃၊ အခန္း ၅၀၅/၉၀၃၊ Kandawgyi Tower~ Kanpat St~ ၅th & ၉th Flr၊,"903, Rm 505/903, Kandawgyi Tower~ Kanpat St~ 5th & 9th Flr,",Mingalar Taung Nyunt
"tel: 09-2450072,tel: 09-49312614",Myanmar Traditional Medical Hall,Traditional Medical Halls,North Okkalapa (North Okkalapa ),"502, Khay Mar Thi Rd., Infront Of Police Station, Kha Ward,",Yangon Region
"tel: 09-421052736,tel: 09-789107733",Bayint Naung [7 Star],Tuition [Universities - UDE],Kamayut(Kamayut),"18, Rm 3/B, 2nd Flr, U Tun Linn Chan St., Thapyay Nyo Building (1), Ward (1),",Yangon Region
"tel: 09-73088695,tel: 09-967706259",Myanmar Soe,Traditional Medical Halls,Ahlone(Ahlone),"20, Kwin Kyaung 1st St., Sin Min Ward,",Yangon Region
"tel: 09-5107058,tel: 09-798869109,tel: 01-666478",Myint Saydanar [Saya Khin Maung Myint],Traditional Medical Halls,Mayangone(Mayangone),"Rm 3, Padauk Yeik Nyein St., Ward (3),",Yangon Region
"tel: 09-5120049,tel: 01-680054",A Nauk Yoe Ma,,,"Kagyi - 50, Gant Gaw St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-5198024,tel: 09-73235748",Myat May May,Traditional Medical Halls,Kamayut(Kamayut),"Bldg 15/21, Rm 002, Kun Chan 1st St., Hanthar Yeik Mon Housing,",Yangon Region
"tel: 09-451058997,tel: 09-971551697",Myanmar Soe,Traditional Medical Halls,North Okkalapa (North Okkalapa ),"494, Arthawaddy St., Ward (2),",Yangon Region
"tel: 09-73239776,tel: 09-5100620",Myat Thukha,Traditional Medical Halls,Mayangone(Mayangone),"Bldg 9, Rm 001, G Flr, Wireless 3rd St., Kaba Aye Housing,",Yangon Region
tel: 09-254447548,"Mya Win [U, Saya Gyi]",Traditional Medical Halls,Thaketa(Thaketa),"279, Zingama Rd., Ward (6-West),",Yangon Region
"tel: 01-389403,tel: 01-387097",Mya Sandar,Traditional Medical Halls,Pabedan(Pabedan),"314, Shwe Bon Tha St., Upper Middle Block,",Yangon Region
"tel: 09-5102598,tel: 01-681390",K.T.W,,,"6, 4th St.,  Thiri Mon Plaza,",Mayangone
"tel: 082-22561,tel: 082-22262",Kyu Kyu Win,,အမွတ္ ၁၇၃-A၊ ေျမညီထပ္၊ (၃၅)လမ္း၊,"173-A, G Flr, 35th St.,",Kyauktada
"tel: 09-5342671,tel: 09-965342671",Ayeyar - Shwe Khaing,,,"205 / Kagyi, Yoe Gyi Chaung St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-791211552,tel: 09-5200439",U Myat Aung,,အမွတ္ ၁/၃၆၊ ပုလဲလမ္း၊,"1/36, Pearl St.,",Shwe Pyi Thar
tel: 01-387534,Mya Tharaphu,Traditional Medical Halls,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 4, Gyo Phyu St., Hpa-Sa-Pa-La Housing,",Yangon Region
"tel: 09-73150649,tel: 09-33199412",Shwe Pyi Thit,Transportation Services,Lanmadaw(Lanmadaw),"Rm 9/11,Baho Rd.,  Ward (8)",Yangon Region
"tel: 09-31199908,tel: 09-259866988","Myanmar He Tong International Logistics Co.,Ltd",,,"44/B, Melzi Gone St., Quarter B,",Hlaing
"tel: 09-795025747,tel: 09-73049937,tel: 09-789949967,tel: 09-794671225,tel: 09-31861195","Kyal Sane Latt Co.,Ltd.",Real Estate Agents,Hlaing(Hlaing),"Bldg 15, Rm A/2, 3rd Flr, Yadanar Mon St., Ward (2),",Yangon Region
"tel: 01-398070,tel: 09-448021544,tel: 09-73015167",Na Win,Traditional Medical Halls,Kyauktada(Kyauktada),"90, 40th St., Lower Middle Block,",Yangon Region
tel: 01-2314769,Myanmar Aryubayda,Traditional Medical Halls,Kyeemyin Daing(Kyeemyin Daing),"77, Htee Dan St., Htee Dan Ward,",Yangon Region
"tel: 09-5042729,tel: 09-5151919",Chit San Maung,,အမွတ္ ၁၁၂၊ ဘုရင့္ေနာင္ေဈးပတ္လမ္း၊,"112, Bayint Naung Zay Pat St.,",Mayangone
"tel: 09-73217221,tel: 09-31274433",Myittar Ta Khoe,Traditional Medical Halls,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"57/58, Dhamar Yon St., Kan Daw Kalay (South) Ward,",Yangon Region
"tel: 01-225960,tel: 09-421043028",Myittar Shin,Traditional Medical Halls,Kyeemyin Daing(Kyeemyin Daing),"21, 1st Flr, Middle St., Say Yoe Dan / Nyein Chan Yay Ward,",Yangon Region
tel: 01-548437,Myint [U] [Saya],Traditional Medical Halls,Bahan(Bahan),"34, Bo Hmu Aung St., Bo Sein Hman Ward,",Yangon Region
"tel: 01-583557,tel: 09-73152291,tel: 09-420063923",Myoh Oo Zeyti,Traditional Medical Halls,East Dagon(East Dagon),"152/B, Nga Htwai Yue St., Ward (8),",Yangon Region
tel: 01-221691,Myint Swe [U],Traditional Medical Halls,Lanmadaw(Lanmadaw),"37, Kaing Dan St.,",Yangon Region
"tel: 09-420216742,tel: 09-420216756",Myittar Mon,Traditional Medical Halls,Mayangone(Mayangone),"Bldg B,Rm 403,3rd Flr,Baho Rd.,Muditar Condo",Yangon Region
tel: 01-536268,Myint Tet [Acupuncture Clinic],Traditional Medical Halls,Kamayut(Kamayut),"451/B, Pyay Rd., Ward (8),",Yangon Region
"tel: 09-5111454,tel: 09-5114767","Yangon MK Group Transportation Co., Ltd.",,,"77, Rm 103, Botahtaung Zay St.,",Botahtaung
"tel: 09-73039931,tel: 09-73145817",Thein Tun Aung,Refrigerators & Freezers Sales & Services,South Okkalapa (South Okkalapa ),"558/B, Than Thu Mar Rd., Ward (10),",Yangon Region
"tel: 01-246080,tel: 09-5057114,tel: 09-43031479,tel: 09-792988478",Thein Zaw [U],Refrigerators & Freezers Sales & Services,Kyauktada(Kyauktada),"117, 39th St., Lower Middle Block,",Yangon Region
"tel: 01-214143,tel: 09-5050988,tel: 09-799788188","MID Logistics Co., Ltd.",,,"Rm 301, Bldg B-1, 3rd Flr, Aung Zeya Complex,",Ahlone
"tel: 09-970491719,tel: 09-796220161",Than Tun Aung,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"387, Anawmar St., Corner of Tat Phwet St.,Ah Naw Mar Ward (1),",Yangon Region
"tel: 01-9000690,tel: 09-43121248",Myint Soe [Saya],Traditional Medical Halls,Pazundaung(Pazundaung),"92, Myaung Gyi St.,",Yangon Region
tel: 01-522186,Myint Soe,Traditional Medical Halls,Hlaing(Hlaing),"1, West 50ft St., Ward (16),",Yangon Region
"tel: 09-31453947,tel: 09-440080471",Thamardi,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"1102, Thudhamar Rd., Ta Ta Lin Cheik Ward,",Yangon Region
tel: 09-5143301,Tet Lu,Refrigerators & Freezers Sales & Services,Tarmwe(Tarmwe),"12,Innwa St.,Kyauk Myaung Gyi Ward",Yangon Region
