contact,name,category,township,street,state
 09258521385,Lotteria,Food Stalls,Kyauktada,"99/91, Anawrahta Rd., Central Tower,",Yangon Region
" 095138767, 01590791",Sein,Stainless Steel Wares,South Dagon,"D/9, Htone Bo St., Industrial Zone (3),",Yangon Region
 012305798,Lotteria,Food Stalls,Kamayut,"G Flr,Junction Square",Yangon Region
" 01534036, 0973069724",The Pizza Company,Food Stalls [Pizza],Sanchaung,"G Flr,Dagon Centre I",Yangon Region
 0943082960,Sann Yu Maw,Stainless Steel Wares,North Dagon,"No.(2) Main Rd.,Ward (16)",Yangon Region
 09974239653,Lotteria,Food Stalls,Kamayut,"G Flr, Gamone Pwint Shopping Mall,",Yangon Region
" 01450680, 098624832, 098627301",Myanmar Consumer Enterprise Ltd.,Consumer Products,Thaketa,"42, Yan Naing Swe 2nd St., Industrial Zone,",Yangon Region
" 09782507499, 09971989033, 09250144205",Mya Wutt Yee,Fertilizers,South Dagon,"113/A, Pan Laung St., Industrial Zone (2),",Yangon Region
,Mya Thazin,Rice Merchants,Mayangone,"35/A,Aung Thukha St.,Ward (6)",Yangon Region
 0931571555,Lotteria,Food Stalls,Bahan,"Bldg C, Rm G-07, G Flr, Kaba Aye Pagoda Rd., Pearl Condo,",Yangon Region
" 0973181227, 01430344",The Space Bar,Snack Bars,Bahan,"126, Rm 007, 3rd Flr, Kaba Aye Pagoda Rd., Saya San Ward,",Yangon Region
" 01706883, 09420141119",Myat Miba,,,"111, Yangon-Insein Rd.,",Hlaing
 09253444826,Lotteria,Food Stalls,Mayangone,"G Flr, Junction 8 Shopping Centre,",Yangon Region
 09421044274,Royal Steel,Stainless Steel Wares,South Dagon,"52, Hlaw Gar Rd., Near Thit Sar Bus Stop, Ward (21),",Yangon Region
" 09454023947, 09976417115",The Pizza Factory,Food Stalls [Pizza],Sanchaung,"38/A, Shan Kone St., Myae Ni Gone (North) Ward,",Yangon Region
" 09420021230, 0949314761, 095191809",S.S.S,Stainless Steel Wares,Hlaing,"23, Rm B/1, G Flr, Baho Rd., Corner of Padauk Shwe Wah St.,Ward (6),",Yangon Region
" 01581185, 09780171545 [Hot Line], 0973230180, 09263029707, 09970467757, 09788946407~8","Golden Enchant Co.,Ltd.",Bedroom Accessories,North Dagon,"753/754, Pin Lon Rd., Ward (30),",Yangon Region
" 09425302499, 09420119254, 09423719894",Enob,Sofa Shops,North Dagon,"851,Tha Khin Khin St.,Near Ma Wa Ta Junction,Ward (29)",Yangon Region
" 01652888, 0233450","United Pacific Co., Ltd.",,,"79, Oak Pon Seik St.,",Mayangone
" 01664363, 01660769"," ko Office Solution [NatRay Co.,Ltd.]",Office Equipment ,Mayangone,"22, Pyay Rd., 9 Mile, Ward (5),",Yangon Region
" 0973236381, 09796266138, 095186667, 01200747 Ext.5800",Great Superior [Thar Lon Kyaw],Curtains,Mingalar Taung Nyunt,"Rm A-7, 4th Flr, Yuzana Plaza,",Yangon Region
" 01200747 Ext.5786, 0973011337, 09425022886",Dream World,Bedroom Accessories,Mingalar Taung Nyunt,"Rm B-4, 4th Flr, Yuzana Plaza,",Yangon Region
" 09793840542, 0932128715",Shwe Nyi Ko,Stainless Steel Wares,Thingangyun,"2, Than Thu Mar Rd., Corner of Bo Tayza 3rd St.,(Ga-Nge) Ward,",Yangon Region
" 01430306, 0973244582, 01200747 Ext.5551, 01297600 Ext.5551, 01585349",Eagle Eye,Interior Decoration Materials & Services,Mingalar Taung Nyunt,"Rm A-3/4/5/A, 4th Flr, Yuzana Plaza,",Yangon Region
" 01664363, 01660769","Dunlopillo [NatRay Co.,Ltd.]",Bedroom Accessories,Mayangone,"22, Pyay Rd., 9 Mile, Ward (5),",Yangon Region
" 09250280316, 0931067258, 095047707",Shwe Myittar,Stainless Steel Wares,Mayangone,"480, Aung Myay Thar St., Ward (2),",Yangon Region
" 01377021, 09262386159",Tuscany,Snack Bars,Kyauktada,"67, Sule Pagoda Rd., Lower Block,",Yangon Region
" 01519184, 01519161, 01501594",Meso,Soaps,Sanchaung,"40, 2nd Flr, Baho Rd., Aung Chan Thar Ward,",Yangon Region
" 01590772, 018100417, 01590954, 095151432","Shwe Mann Yeik Trading Co.,Ltd.",Stainless Steel Wares,South Dagon,"145, Chin Dwin St., Industrial Zone (3),",Yangon Region
" 01686101, 01686100, 09777371769","Longmen Co.,Ltd.",Soaps,Mayangone,"A/83, Naung Yoe St., Bayint Naung Warehouses,",Yangon Region
" 01210201, 01223825, 095014783",Kyaw Min [U] + Nwe Nwe Aye [Daw],Soaps,Lanmadaw,"Rm A/3, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
 01212880,"Shwe Thazin Co., Ltd",,  -  ,"17-18, Bahosi Housing,",Lanmadaw
" 095155442, 0973221500",Shwe Moe Ngwe Moe,Stainless Steel Wares,Mingalar Taung Nyunt,"Rm 15/16,2nd Flr,Mingalar Market",Yangon Region
" 01210423, 01211233 Ext.299, 095106824",Min Su Thin,Soaps,Lanmadaw,"Rm E/3/F/1, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
" 095163504, 01590639, 0973051091, 012348400","Shwe Kabar Kyaw Co.,Ltd.",Stainless Steel Wares,South Dagon,"A/1, Yadanar Theingi St., Industrial Zone (3),",Yangon Region
 095045297,Htoo,Soaps,Hlaing,"43,Baho Rd.,Ward (13)",Yangon
" 01210684, 095105223","M Mark Trading Co.,Ltd.",Soaps,Ahlone,"Bldg 2, Rm 003, Strand Rd., Mingalar Sin Min Housing,",Yangon Region
" 012585349, 09262380991","Eagle Eye Co.,Ltd.",Sofa Shops,East Dagon,"12, Than Chet Wun U Nyunt St., Industrial Zone,",Yangon Region
" 0943131494, 0943030417",Seven Star,Stainless Steel Wares,Insein,"192, Hlaing River Rd., Pauk Taw Wa Traffic Light, Pauk Taw Ward,",Yangon Region
 095184320,Shein Mahar,Stainless Steel Wares,South Dagon,"67, Karunar St., East Dagon Industrial Zone (2),",Yangon Region
" 095162103, 0973146141",Sein Myint Moh,Stainless Steel Wares,Yankin,"Thitsar Rd.,Infront Of Yankin Children Hospital,Ward (6)",Yangon Region
 09258761514,Sein Tharaphu,Stainless Steel Wares,South Okkalapa ,"27, Than Thu Mar Rd., Near Myin Thar Market Bus Stop, Ward (14/3),",Yangon Region
" 09450394329, 09799909971",Shein,Stainless Steel Wares,South Dagon,"Aung Mingalar St., Industrial Zone (2),",Yangon Region
" 0973054548, 09269670537, 09250656752",C-23/24,Soaps,Mingalar Taung Nyunt,"Rm C-23/24,2nd Flr,Shwe Pyae Sone Market",Yangon Region
" 09799641755, 095057151, 0931851557, 019317014",Nay Nat Thar,Thingans & Monk's Utensils,Kyeemyin Daing,"33, Upper Kyee Myin Daing Rd., Corner of Tasaung Gyee St.,Oh Bo Ward,",Yangon Region
" 095124682, 095166291, 01656505, 09450039398, 095180454",A Living Square,Bedroom Accessories,Mayangone,"35, Pyay Rd., Corner of U Kyaw Hla St.,Ward (7),",Yangon Region
" 01223152, 01227821, 01226154","First Top Co.,Ltd.",Soaps,Lanmadaw,"59, 16th St., Lower Block,",Yangon Region
" 01385759, 095153795, 01243414",Nay La Yaung,Thingans & Monk's Utensils,Pabedan,"151, Kon Zay Dan St., Lower Block,",Yangon Region
 0973073877,Nay Pyi Taw,Thingans & Monk's Utensils,South Dagon,"1558/B, Maung Makan Kan Thar Rd., Ward (20),",Yangon Region
" 095167158, 09977960189","Royal Millennium Co.,Ltd.",Soaps,Pazundaung,"Bldg 14, Rm B, Annawah Lane (1), Nyaung Tan Housing,",Yangon Region
" 09795467422, 0973167746, 092020367, 01210215, 01211233 Ext.280",Pann Cherry,Soaps,Lanmadaw,"Rm AA, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
 01685458,"CKB Co.,Ltd.",Soaps,Hlaing Thar Yar,"42, De Pe` Yinn Wun Htauk U Mye` St., Industrial Zone (4),",Yangon Region
" 01664363, 01660769","Dunlopillo [NatRay Co.,Ltd.]",Bedroom Accessories,Mayangone,"22, Pyay Rd., 9 Mile, Ward (5),",Yangon Region
" 095124682, 095166291, 01656505, 09450039398, 095180454",A Living Square,Bedroom Accessories,Mayangone,"35, Pyay Rd., Corner of U Kyaw Hla St.,Ward (7),",Yangon Region
" 09796414276, 09781357022",Super Shine,Sofa Shops,South Okkalapa ,"786, Mingalar St., Ward (12),",Yangon Region
 012333458,Nay La,Thingans & Monk's Utensils,South Okkalapa ,"104, Dhama Yarzar St., Ward (10),",Yangon Region
" 09420098636, 0949304256",Sofa Master,Sofa Shops,Thaketa,"Rm 3/4, Yamonnar Rd., Near Yan Pyay Bus Stop, Yan Pyae Ward (3),",Yangon Region
" 01547036, 09254126354",Nay Pyi Taw,Thingans & Monk's Utensils,Thaketa,"1256, Myin Taw Thar Rd., Near No.(7) Market Shop Room, Htu Par Yon Ward (1),",Yangon Region
 09448005252,"SK Networks Co.,Ltd.",Stainless Steel Wares,Yankin,"Rm 03/11, Sedona Hotel (Sedona Business Suite),",Yangon Region
" 01200747 Ext.5577, 095192185",Zaw Yar,Sofa Shops,Mingalar Taung Nyunt,"Rm A-5/C, 4th Flr, Yuzana Plaza,",Yangon Region
 09421099811,Nat Thar,Thingans & Monk's Utensils,Tarmwe,"5, G Flr, Thamain Bayan(Short)St., Nat Chaung Ward,",Yangon Region
" 09263004067, 0973234753",Shwin Mya Aung,Stainless Steel Wares,Dagon Seikkan,"1620, Kwan Art Thar Min Thar St., Ward (90),",Yangon Region
" 01200747 Ext.5786, 0973011337, 09425022886",Dream World,Bedroom Accessories,Mingalar Taung Nyunt,"Rm B-4, 4th Flr, Yuzana Plaza,",Yangon Region
" 09421075611, 095118440, 095134876, 0973150765, 095156157",Nay La Kabar,Thingans & Monk's Utensils,Yankin,"241, Thitsar Rd., Ward (13),",Yangon Region
" 09799538972, 09975412065",Shwe Yee Phyo,Stainless Steel Wares,South Dagon,"943, Maung Makan Kan Thar Rd., Ward (19),",Yangon Region
 09975833814,Shwe Yaung Pyan,Stainless Steel Wares,North Dagon,"614, Tha Khin Ba Sein St.  , Ward (28),",Yangon Region
" 095033848, 095045572, 0973130366",Noble Truth,Thingans & Monk's Utensils,Mayangone,"4, Kaba Aye Pagoda Rd., Ward (8),",Yangon Region
 0943196439,Nilar Myint,Thingans & Monk's Utensils,Shwe Pyi Thar,"Bogyoke Aung San Rd.,Near Than Din Market,Ward (19)",Yangon
" 01542868, 0973071002, 01549901, 092022590",Sin Shwe Yi Thant,Stainless Steel Wares,Tarmwe,"79/A, Kyaikkasan Rd., Nat Mauk Ward,",Yangon Region
 01513336,Padaethar Oo,Thingans & Monk's Utensils,Kamayut,"39, Baho Rd., Ward (3),",Yangon Region
" 01547513, 0973126757",Nway Pann Chi,Thingans & Monk's Utensils,Yankin,"Bldg 3, Rm 4, Bauk Htaw Butar Yon St., Pyi Thar Yar Housing, Ward (16),",Yangon Region
" 0949251618, 095147192, 0973064120",Shwe Yone Min II,Stainless Steel Wares,South Dagon,"18, Zaung Tu St., Industrial Zone (3),",Yangon Region
" 095102306, 095011099, 018500678",Ngwe Zin Yaw,Thingans & Monk's Utensils,South Okkalapa ,"63, Thitsar Rd., Ward (9),",Yangon Region
" 09450048570, 0973085248, 09448043410",Ngwe Thar Yan,Thingans & Monk's Utensils,North Dagon,"167, Bayint Naung Rd., Ward (32),",Yangon Region
" 095002795, 01548252","Shwe Than Trading Co.,Ltd.",Stainless Steel Wares,Tarmwe,"414,Banyar Dala Rd.,Byine Kwet Thit Ward",Yangon Region
 09254274021,Shwe Pyi Kyaw,Stainless Steel Wares,Mingalardon,"No.(3) Main Rd.,Pearl Junction ,Pearl Myoe Thit Ward (3)",Yangon Region
" 0973225509, 09254300607, 0973054865",Ngwe Sin,Thingans & Monk's Utensils,North Okkalapa ,"Rm 1/B, Yuzana St., B.E.P.S (27) Shop Room, Ward (2),",Yangon Region
 01375412,Ngwe Ya,Thingans & Monk's Utensils,Bahan,"37, Old Yae Tar Shae Rd., Myoma Ward,",Yangon Region
" 01561024, 0933377659, 0973241309, 09420044220",Shine,Sofa Shops,South Okkalapa ,"972, Yadanar Rd., Ward (12),",Yangon Region
 09783661143,Ni [Daw],Thingans & Monk's Utensils,North Okkalapa ,"153, Sein Chel St., Hta Wun Bae Ward,",Yangon Region
" 095081342, 09965081342",Si Si Thein [Ma],Stainless Steel Wares,Insein,"192, Ka 7th St., Myo Thit (Ka/Kha) Ward,",Yangon Region
" 09425295685, 01572325",Settee King [Myanmar],Sofa Shops,South Okkalapa ,"977, Thiri Zeyar St., Ward (7),",Yangon Region
" 09420044164, 095089282, 0973074956, 095052447, 01200747 Ext.5533",Shine,Sofa Shops,Mingalar Taung Nyunt,"Rm B-5, 4th Flr, Yuzana Plaza,",Yangon Region
" 01225253, 09420071967",Pandar,Soaps,Lanmadaw,"Rm G/35, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
" 01226034, 01225910",Pahtama Hteik Tan Production Co-Operative Ltd. [First Top Group],Soaps,Lanmadaw,"Bldg 68/A, Bahosi Housing,",Yangon Region
" 01667919, 0931652253, 0943065432",Scene,Sofa Shops,Mayangone,"15/A/3, Kaba Aye Pagoda Rd., Corner of Inya Yeikthar St.,Ward (10),",Yangon Region
" 09251035185, 09796862191","Myit Mahar Trading Co.,Ltd.",Soaps,North Dagon,"A/4, Bayint Naung Rd., Shwe Pin Lon Housing,",Yangon Region
" 01655159, 0973121798, 01650102",Parami Shin,Thingans & Monk's Utensils,Mayangone,"50, Yangon-Insein Rd., Kalar Kyaung Bus Stop, Ward (3),",Yangon Region
 01211233 Ext.242,Mya Mya Than [Daw],Soaps,Lanmadaw,"Rm O/2, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
" 01595014, 0973106591",Parami,Thingans & Monk's Utensils,South Dagon,"85/1, Myeik St., Ward (19),",Yangon Region
" 0973013106, 0973073269",Parami,Thingans & Monk's Utensils,North Okkalapa ,"517, Thu Nandar Rd., Infront Of Myittar Oo Zayti, Ta Ta Lin Cheik Ward,",Yangon Region
 01650102,Parami Shin,Thingans & Monk's Utensils,Mayangone,"356, Rm 1, Kaba Aye Pagoda Rd., Infront Of Myanma Gems Museum, Ward (9),",Yangon Region
" 09795647500, 09428021986",Mon Bakery,Soaps,East Dagon,"1071, Anawrahta Rd., Ward (5),",Yangon Region
" 09792721084, 09400452929",Shwe Ohe,Stainless Steel Wares,North Dagon,"797, Bo Hmu Ba Htoo Rd., Ward (47),",Yangon Region
,Madinar,Bedroom Accessories,Mingalar Taung Nyunt,"504,Thein Phyu Rd.,Phoh Myay Ward",Yangon
" 098501731, 095142024, 095163958, 098500577",Pann Thazin,Thingans & Monk's Utensils,Bahan,"51, Rm C/1, New Yae Tar Shae St., Yae Tar Shay Ward,",Yangon Region
" 01200747 Ext.5666/5777, 0973243051",Metal Wood,Office Equipment ,Mingalar Taung Nyunt,"Rm B-10/11/12/8/A-9, 4th Flr, Yuzana Plaza,",Yangon Region
" 01397466, 09791089133~122, 01200747 Ext.5353",Hla Bayin Furniture Mart,Bedroom Accessories,Mingalar Taung Nyunt,"Rm D-2/3/4, 4th Flr, Yuzana Plaza,",Yangon Region
" 01211233 Ext.425, 0973039534",Myint Tun [U],Soaps,Lanmadaw,"Rm G/160/A, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
" 01528524, 01528587, 01683161, 019688643, 019688645",Steel Dragon,Stainless Steel Wares,Mayangone,"40/41/42/43, Sabei St., Thiri Mon Plaza,",Yangon Region
" 095038321, 09253070920",Steel Brothers',Stainless Steel Wares,South Dagon,"223/224, Hnin Si 4th St., Industrial Zone (3),",Yangon Region
" 0973225509, 01690411",Ngwe Sin,Thingans & Monk's Utensils,North Okkalapa ,"Rm 1, Thu Zi Tar St., B.E.P.S (27) Shop Room, Ward (2),",Yangon Region
" 095182041, 095034221, 0973044487, 0936464313, 09782059974",Southern Star,Stainless Steel Wares,South Dagon,"Rm 3, Pyi Htaung Su Rd., Thapyay Bldg, Ward (26),",Yangon Region
" 0973034009, 09265136566, 095136566",May Chaw Yin [Thar Lun Kyaw],Curtains,Mayangone,"33, Pyay Rd., 7 Mile, Ward (7),",Yangon Region
" 098626133, 09252606495, 09979751335",SMI [Steel Master Industry],Stainless Steel Wares,South Dagon,"203, Hnin Si 1st St., Industrial Zone (3),",Yangon Region
" 095046864, 0932005553, 0933761231, 09785046864",SM Group,Stainless Steel Wares,North Dagon,"546, Bo Hmu Ba Htoo Rd., Ward (42),",Yangon Region
 09254445470,Special One,Stainless Steel Wares,Hlaing Thar Yar,"Bldg B/81, Rm 6, Kyan Sit Thar St., Nawaday Shop House,",Yangon Region
" 095009572, 095189442, 095189443, 01642063, 01646568",Sky Man Steel Factory,Stainless Steel Wares,Insein,"96 Shed,Rm 1~5,Nilar 4th St.,Sawbwargyi Gone Warehouses",Yangon
" 09421080934, 095058196",Sky,Stainless Steel Wares,South Dagon,"B/3, Htone Bo 2nd St., Industrial Zone (3),",Yangon Region
" 01200747 Ext.5786, 0973011337, 09425022886, 0973226900, 095030756, 01201695, 01252520",Honey,Bedroom Accessories,Mingalar Taung Nyunt,"Rm B-4, 4th Flr, Yuzana Plaza,",Yangon Region
" 01581038, 01586108, 01586110, 0973208744, 0973259492","Nagar Min Yarzar Int'l Co.,Ltd.",Soaps,North Dagon,"19/20/21/B, U Wisara Rd., Industrial Zone,",Yangon Region
" 01581185, 09780171545 [Hot Line], 0973230180, 09263029707, 09970467757, 09788946407~8","Golden Enchant Co.,Ltd.",Bedroom Accessories,North Dagon,"753/754, Pin Lon Rd., Ward (30),",Yangon Region
" 0973064948, 09450921365",Soe Tint [U] Three Seasons,Stainless Steel Wares,South Dagon,"389, Moe Ma Kha St., Industrial Zone(2),",Yangon Region
" 0973218896, 0973105395, 0973028397",Heart,Bedroom Accessories,Mingalar Taung Nyunt,"Rm B/C-9~12, 6th Flr, Yuzana Plaza,",Yangon Region
" 01290748, 095072622, 09450066714, 0973154989","Soe Myint & Sons [Soe Myint & Sons Stainless Steel Trading Co.,Ltd.]",Stainless Steel Wares,Mingalar Taung Nyunt,"10, Banyar Dala Rd., Tha Pyay Gone Ward,",Yangon Region
" 01430306, 0973244582, 01200747 Ext.5551, 01297600 Ext.5551, 01585349",Eagle Eye,Interior Decoration Materials & Services,Mingalar Taung Nyunt,"Rm A-3/4/5/A, 4th Flr, Yuzana Plaza,",Yangon Region
 095041317,Pahtama Mula Yarmanya,Thingans & Monk's Utensils,Bahan,"Rm 11, Old Yae Tar Shae Rd., Infront Of Kyae Thoon Pagoda Tike Tan, Gyar Taw Ya Ward,",Yangon Region
" 095012563, 09420119143, 018561150, 095094484",Padamyar,Thingans & Monk's Utensils,Thingangyun,"4, Thu Mingalar Rd., Thu Mingalar Housing,",Yangon Region
" 0973236381, 09796266138, 095186667, 01200747 Ext.5800",Great Superior [Thar Lon Kyaw],Curtains,Mingalar Taung Nyunt,"Rm A-7, 4th Flr, Yuzana Plaza,",Yangon Region
" 095503403, 09972720014, 01534420, 0973241750, 09421164950",Padonmar,Thingans & Monk's Utensils,Sanchaung,"15, Padonmar St., Sanchaung (North) Ward,",Yangon Region
" 0973078471, 018010941",Style,Stainless Steel Wares,North Dagon,"731, Su Paung Yone St., Ward (37),",Yangon Region
 095091910,Steel Queen,Stainless Steel Wares,Insein,"949, Lower Mingalardon Rd., Near Ah Saung (2) Bus Stop, Sint Ngu Ward,",Yangon Region
" 098501731, 095163958, 095142024, 098500577",Pann Thazin,Thingans & Monk's Utensils,Bahan,"Rm 153/155/170/171, Bahan Market,",Yangon Region
 095148581,Steel Man,Stainless Steel Wares,Hlaing,"21, Mya Yadanar St., Ward (5),",Yangon Region
" 09254270847, 09425290848, 09450034156",Steel King,Stainless Steel Wares,Insein,"556, Min Zedi St., Ywar Ma (West) Ward,",Yangon Region
" 01590638, 01591654, 01594434, 012348005, 012348116, 012348600","Steel Master Industrial Co.,Ltd.",Stainless Steel Wares,South Dagon,"192/201, No. (1) Set Hmu Zone St., Industrial Zone (3),Near Ka Nya Na Office,",Yangon Region
" 09444018884, 09444018884",Steel Fighter General Trading,Stainless Steel Wares,South Dagon,"504, Bayint Naung St., Infront Of Mya Yamon San Yeik Myaing Housing Project, Ward (26),",Yangon Region
 09444018885,Steel Fighter,Stainless Steel Wares,Mingalardon,"69/71, Pyay Rd., Htauk Kyant (North) Ward,",Yangon Region
 09255723549,Steel Gallery,Stainless Steel Wares,North Dagon,"1069, Pyi Htaung Su Rd., Ward (45),",Yangon Region
" 01590638, 012348005, 012348116, 012348600","Steel Master [Stainless Steel Industrial Co.,Ltd.]",Stainless Steel Wares,South Dagon,"192/201, No. (1) Set Hmu Zone St., Industrial Zone (3),",Yangon Region
" 095081182, 01206093, 01200747 Ext.4039, 0973171886",Sweet,Office Equipment ,Mingalar Taung Nyunt,"Rm D-9/10, 6th Flr, Yuzana Plaza,",Yangon Region
" 09421077246, 09425311568, 09420082867, 0973169221, 0973222492, 0973123950",Style-1 [Mattress & Furniture],Bedroom Accessories,Mingalar Taung Nyunt,"Rm D-21~24/B-1~4, 6th Flr, Yuzana Plaza,",Yangon Region
" 09250074646, 095108221, 01547083",Pan Kabar General Co-op Ltd.,Thingans & Monk's Utensils,Thaketa,"Rm 20, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),",Yangon Region
" 01664363, 01660769"," ko Office Solution [NatRay Co.,Ltd.]",Office Equipment ,Mayangone,"22, Pyay Rd., 9 Mile, Ward (5),",Yangon Region
" 0943107821, 0943125808",Shwe Mi,Bedroom Accessories,Mayangone,"64, Parami Rd., Dept of Social Welfare Shop, Ward (9),",Yangon Region
 018566454,"Sein & Mya Mattress Industry Co.,Ltd.",Bedroom Accessories,South Okkalapa ,"102, Waiza Yan Tar Rd., Corner of Si Pin St., Ward (3),",Yangon Region
" 01206256, 01205738, 09977248415~6","Royal [Myanmar Furniture Co.,Ltd.]",Bedroom Accessories,Mingalar Taung Nyunt,"Rm R-1/2, 4th Flr, Yuzana Plaza,",Yangon Region
" 01291317, 098627489, 095198248, 01202921",Myanmar Cotton Company,Bedroom Accessories,Pazundaung,"120, Maha Bandoola Rd.,",Yangon Region
" 0973036684, 09401623138, 0943168913","Royal Co.,Ltd.",Office Equipment ,Thaketa,"252/A, Mya Khwar Nyo St., Industrial Zone,",Yangon Region
" 09254123732, 0973063480",Thamardi,Stainless Steel Wares,North Dagon,"662, Ta Pin Shwe Htee Rd., Ward (41),",Yangon Region
" 01298641, 01293445","Polymer Co.,Ltd.",Bedroom Accessories,Pazundaung,"Bldg 1, Rm 003, Botahtaung Pagoda St., Anawrahta Housing,",Yangon Region
" 09788085728, 09450162233",T2K,Stainless Steel Wares,South Dagon,"B/3, Pyi Htaung Su Rd., Ward (26),",Yangon Region
" 09420026319, 09428181071",Steel Palace,Stainless Steel Wares,South Dagon,"9/A/2/B, Maung Makan Kan Thar Rd., Ward (19),",Yangon Region
" 01292828, 095018605, 0973013494",Swe Nyi Naung,Stainless Steel Wares,Mingalar Taung Nyunt,"Rm 1~7, Underground, Mingalar Mon Market,",Yangon Region
" 095123686, 095177599, 098625686",Taw Win Tun Steel Hardware Trading & Machoinery Industry,Stainless Steel Wares,South Dagon,"12/13, Yadanar Theingi St., Industrial Zone (3),",Yangon Region
" 0943168269, 0943113342",Shwe Kaung Kin,Carpets/Canvas/Mats & Linoleum,Thingangyun,"127, Nga Moe Yeik 9th St., Nga Moe Yeik Ward,",Yangon Region
" 095004433, 01590742, 01590743",Super,Stainless Steel Wares,South Dagon,"A/13, Yadanar Theingi St., Industrial Zone (3),",Yangon Region
" 01291399, 09421177265, 09422205914, 09254329817",Super Nine,Decorators & Decorating Materials,Pazundaung,"Bldg 4, Rm 004, G Flr, Annawah St., Nyaung Tan Housing,",Yangon Region
" 095261138, 09792441196, 095015834",Sun,Stainless Steel Wares,Lanmadaw,"47, 16th St., Lower Block,",Yangon Region
" 05621213, 095199641, 0973211139",Swe Dan Kabar,Stainless Steel Wares,Than Lyin,"119, Bogyoke Nay Win St., Near Myoma Market, Myoh Thit (West) Ward,",Yangon Region
" 0931351655, 01200747 Ext.5050",Yuzana,Bedroom Accessories,Mingalar Taung Nyunt,"Rm E-5~8, 4th Flr, Yuzana Plaza,",Yangon Region
