name,category,street,contact,state,township
Aung [Ko],Refrigerators & Freezers Sales & Services,"94, Maha Bawga St., Ward (8),"," 0931340091, 09260213188",Yangon Region,Mayangone
"Great Star Light Travels & Tours Co.,Ltd.",Tourism Services,"102, Shwe Hinthar 2nd St., Ward (11),"," 01512314, 09250270670, 09971630608",Yangon Region,Hlaing
A Living Square,Bedroom Accessories,"35, Pyay Rd., Corner of U Kyaw Hla St.,Ward (7),"," 095124682, 095166291, 01656505, 09450039398, 095180454",Yangon Region,Mayangone
"Golden Win Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"136, 1st Flr, Sule Pagoda Rd., Upper Middle Block,"," 09250300424, 01373715, 09960757900, 09251034613, 09960757600, 09960757800, 0973083399",Yangon Region,Kyauktada
Golden Pass Travels & Tours,Pilgrimage Tours,"576/D, Dhamar Yon St., 6  Mile, Ward (10),"," 01539924, 0930236315, 0943155489, 095035181, 01524014, 0973200077",Yangon Region,Hlaing
"Hantharwaddy Dynasty Travels & Tours Co.,Ltd.",Tourism Services,"279, 1st Flr, 40th St., Upper Block,"," 01378198, 0973080830, 09420082433, 09260888644, 09260888655",Yangon Region,Kyauktada
"Great Expedition Travels & Tours Co.,Ltd.",Tourism Services,"Bldg 6, Rm 201, 2nd Flr, Kha Yae 1st St., Mya Kanthar Housing Complex 2,"," 01530056, 095118592, 0943064767, 09250660502",Yangon Region,Hlaing
"Golden Gutter Travels & Tours Co.,Ltd.",Tourism Services,"59, 1st Flr, 37th St., Lower Block,"," 01376419, 095040903, 095077226, 0973169739",Yangon Region,Kyauktada
"Full Bright Myanmar Co., Ltd.",,"115 / 116, Dana Theiddi St.,"," 09261325077, 09261325066",Yangon Region,Mayangone
Gracious Myanmar Travel Ltd.,Tourism Services,"343, 1st Flr, Bo Aung Kyaw St., Upper Block,"," 01374376, 01392552, 01392554",Yangon Region,Kyauktada
222,Water Pipes & Accessories,"717, Sittaung St., Industrial Zone (2),", 01590451,Yangon Region,South Dagon
"Great Bamar Travels & Tours Co.,Ltd.",Tourism Services,"104/112, 2nd Flr, Anawrahta Rd.,"," 01389628, 09450029517",Yangon Region,Kyauktada
222,Water Pipes & Accessories,"11 Shed, Rm 1/2, Pearl 6th St., Sawbwargyi Gone Warehouses,"," 01642574, 095115016",Yangon Region,Insein
Golden Pagoda Travels Ltd.,Pilgrimage Tours,"Rm C/3, 3rd Flr, Oak St. (Kyar Taw Ya ), Shwe Dagon Pagoda (East Entrance), Shwe Nanthar Ward,"," 01383395, 095197448",Yangon Region,Bahan
Thamardi,,"144, Myin Taw Thar Rd., Ward (2-North)","09969728192,09969728193",Yangon Region,Thaketa
222,Water Pipes & Accessories,"1352/1354, Latha 2nd St., Industrial Zone (2),"," 01594325, 01642574",Yangon Region,South Dagon
"Golden Ambrosia Travels & Tours Co.,Ltd.",Tourism Services,"101, Rm 10, 2nd Flr, Kan St., Ward (10),"," 01534484, 095321442",Yangon Region,Hlaing
Rinnai,,"A-3, Aung San Stadium (East Wing),"," 01245543, 0973903736",Yangon Region,Mingalar Taung Nyunt
"HICOP Engineering Co., Ltd.",,"981, Bonmar 6th St., Za Myin Zwel Ward,"," 09799153816, 095066196",Yangon Region,North Okkalapa
"Libra Life Co.,Ltd.",Overseas Employment Agencies,"233, 37th St., Upper Block,"," 01374030, 095060507, 095165027",Yangon Region,Kyauktada
"Libra Life Travels & Tours Co.,Ltd.",Tourism Services,"164, 2nd Flr, 38th St., Upper Middle Block,"," 01375148, 09250088748",Yangon Region,Kyauktada
"M.A.P Co.,Ltd.",Tourism Services,"226/232, Rm 202, 2nd Flr, 36th St., Upper Block,"," 0943151485, 0973202229",Yangon Region,Kyauktada
"Magado Travels & Tours Co.,Ltd.",Tourism Services,"165/167, 2nd Flr, 35th St., Upper Middle Block,"," 01381200, 01204020, 01204200, 01700541, 0986323435",Yangon Region,Kyauktada
"Jade Castle Travels & Tours Co.,Ltd. [Jade Castle Group]",Tourism Services,"Rm 802, 8th Flr, Shwe Dagon Pagoda Rd., MWEA Tower,"," 01393450, 01388766, 09256178569, 09256178568, 09250484822, 01375903",Yangon Region,Dagon
FDI Station [5],Vinyl Printing,"137, 34th St., Upper Middle Block,", 09425008784,Yangon Region,Kyauktada
"M.E.P Travels & Tours Co.,Ltd. [Myanmar El Dorado Paradise]",Tourism Services,"Bldg F, Kan St., Kan Yeik Mon Condo,"," 01505929, 01664476, 09421127069, 09425319415, 0973174886",Yangon Region,Hlaing
"Journeys Princess Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"8, Aung Thukha 1st St., Ward (6),"," 01706355, 09421101424, 0973145835, 09252030997",Yangon Region,Mayangone
Lashio Pann,Air Ticketing Services,"127, 2nd Flr, U Chit Maung Rd., Saya San (North-West) Ward,"," 095263600, 09261526677",Yangon Region,Bahan
D-Max,Vinyl Printing,"124, 33rd St., Middle Block,"," 01251442, 01378441, 01375043",Yangon Region,Kyauktada
Family,Vinyl Printing,"168/A, Bo Min Yaung Rd., Mingalar Taung Nyunt Ward,", 0931040985,Yangon Region,Mingalar Taung Nyunt
Colour World [Yaung Sone Kabar],Vinyl Printing,"130/A, 34th St., Upper Middle Block,", 01245389,Yangon Region,Kyauktada
Computer Colour,Vinyl Printing,"117/127/G/1, 33rd St., Upper Middle Block,"," 01243317, 01243986, 01380963",Yangon Region,Kyauktada
Colour World Digital Photo Service [Yaung Sone Kabar],Vinyl Printing,"129, 34th St., Upper Middle Block,"," 01373024, 01389128",Yangon Region,Kyauktada
Entity Design,Vinyl Printing,"240, Mill St., Bamar Aye Ward,"," 09795846339, 09250359026",Yangon Region,Dawbon
Colour Palace,Vinyl Printing,"27,Pin Lon Rd.,Ward (29)"," 0943129458, 09420745908, 09970768090",Yangon Region,North Dagon
Colour Harmony,Vinyl Printing,"Rm 467/B, Bo Aung Kyaw St., Infront Of Mee Khwet Market, Ward (7),"," 0973249906, 09975430108",Yangon Region,Hlaing Thar Yar
Digital World,Vinyl Printing,"271, Thida Nwe St., Nwe Aye Ward,"," 0943069563, 09777758971",Yangon Region,Dawbon
Aung,,"2912/2913,   Sett Mu Pat St ,Zone (2), Ward (63),"," 098615154, 0949261785, 095174851",Yangon Region,South Dagon
Golden Triangle,,"1036, Pyay Rd., Near Kyauk Taw Gyi Bus Stop, Entrance of Saw Bwar Gyi Gone Warehouse,"," 01641611, 095138651, 09975786000",Yangon Region,Insein
"Constructive Engineers Co., Ltd.",,"160, Bogyoke Aung San Rd.,"," 09450050863, 095121078",Yangon Region,Pazundaung
"Incredible Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"244, 2nd Flr, 39th St., Upper Block,"," 01376442, 09975009331",Yangon Region,Kyauktada
"Journey Star Co.,Ltd.",Tourism Services,"203, 7th Flr, 35th St., Upper Block,"," 01374003, 09401661466, 09401651231",Yangon Region,Kyauktada
Shwe Nagar Plastic Product,,"54/55, Myawaddy Min Gyi Rd., Industrial Zone (2),"," 09420084385, 095065558",Yangon Region,North Dagon
"MK MakHan Travels & Tours Co.,Ltd.",Tourism Services,"197/B, G Flr, 33rd St., Upper Block,"," 01377593, 0943184580, 0973144718",Yangon Region,Kyauktada
"Mya Ohmar Travels & Tours Co.,Ltd.",Tourism Services,"102, 1st Flr, 37th St., Lower Middle Block,"," 09420176351, 0949265802, 01370542",Yangon Region,Kyauktada
"Mega Two Star Travels & Tours Co.,Ltd.",Tourism Services,"33, Hman Yawai St., Saya San (North-East) Ward,"," 095141446, 095032762, 09251039391, 01400600",Yangon Region,Bahan
i Mark,Vinyl Printing,"591, Khay Mar Kyaung St., Nya Ward,", 09783663901,Yangon Region,North Okkalapa 
I Mark,Vinyl Printing,"174, 34th St., Upper Block,"," 01375487, 0943183986, 0943165823, 0973135602",Yangon Region,Kyauktada
Grace,Vinyl Printing,"199, U Chit Maung Rd., Corner of Saya San Rd.,Near Zay Gwe Bus Stop, Saya San (North-West) Ward,"," 095171274, 09420190217, 09263081101",Yangon Region,Bahan
Grace,Vinyl Printing,"93/B, 1st Flr, Bo Thura St., Corner of Kun Ywe Dan St., Zay Gyi (West) Ward,"," 09420139609, 09420059249",Yangon Region,Kyeemyin Daing
Full Moon,Vinyl Printing,"493, Wai Bar Gi St., Hta Wun Bae Ward,"," 09420141757, 09799491287",Yangon Region,North Okkalapa 
Forward Printing House & Media Group,Vinyl Printing,"156, 33rd St., Upper Block,"," 01380565, 09788848079",Yangon Region,Kyauktada
ACE,,"219, Myin Wun U Aung Thu St.,  Industrial Zone (2),"," 09450048469, 0973094221, 01684743",Yangon Region,Hlaing Thar Yar
Flying Colors,Vinyl Printing,"114/116, Maha Bandoola Rd.,"," 09799111507, 095084868",Yangon Region,Pazundaung
"First Ever Lucky Co.,Ltd.",Vinyl Printing,"147, 46th St., Upper Block, Ward (10),"," 01397975, 01397976, 0973150885",Yangon Region,Botahtaung
Sein Fiber Glass Products,,"285, Yadanar Pon St., Industrial Zone, 2/144 Ward,"," 09780395828, 09262277751, 0973183881",Yangon Region,East Dagon
Fujifilm,Vinyl Printing,"1, Rm 1, Yangon-Insein Rd., Near Hledan Junction, Ward (3),"," 01526815, 0973192570",Yangon Region,Kamayut
"Mother Chance Travels & Tours Co.,Ltd.",Tourism Services,"106,2nd Flr,38th St.,Lower Block"," 01398464, 01507388, 01507425, 0949309889, 095178265",Yangon Region,Kyauktada
"Mahar Zawgyi Travels & Tours Co.,Ltd.",Tourism Services,"79,1st Flr,Kaba Aye Pagoda Rd.,Shwe Taung Gyar Ward (2)"," 09450034757, 09795771195",Yangon Region,Bahan
"Mandalar Charm Co.,Ltd.",Tourism Services,"226, 38th St., Upper Block,"," 01242129, 01256672",Yangon Region,Kyauktada
"Mahar Zawgyi Travels & Tours Co.,Ltd.",Tourism Services,"Bldg 390, Rm 1, G Flr, Set Hmu (1) Rd., Saya San Ward,"," 09450034757, 095070429",Yangon Region,Bahan
"Magical Myanmar Holidays Travels & Tours Co.,Ltd.",Tourism Services,"361, 3rd Flr, Bo Aung Kyaw St., Upper Block,"," 01392720, 095323199",Yangon Region,Kyauktada
"Hein Myanmar Co.,Ltd",,"167, Set Hmu 3rd St., Myittar Nyunt Ward,"," 01540214, 018604323",Yangon Region,Tarmwe
"Flora [First Ever Lucky Co.,Ltd.]",Vinyl Printing,"147, 46th St., Upper Block,"," 01397975, 01397976, 0973150885, 095007204",Yangon Region,Botahtaung
"Mandalay Holidays Travels & Tours Co.,Ltd.",Tourism Services,"393/395, Rm 2/C, 2nd Flr, Bo Aung Kyaw St., City Shine Condo,"," 01377332, 01377333",Yangon Region,Kyauktada
IT,Vinyl Printing,"29/E, Ma Hlwa Gone St., Corner of Kyauk Yae Twin St., Kyauk Myaung (Upper) Ward,"," 09260007563, 0973217849",Yangon Region,Tarmwe
Kaung,Vinyl Printing,"182/B, 33rd St., Upper Block,"," 0973185057, 09420096203",Yangon Region,Kyauktada
"Mega Two Star Travels & Tours Co.,Ltd.",Tourism Services,"33, Hman Yawai St., Saya San (North-East) Ward,"," 095141446, 095032762, 09251039391, 09421133303",Yangon Region,Bahan
Image,Vinyl Printing,"5, 3rd Flr, Maha Bawga St., Myae Ni Gone (South) Ward,"," 09420014608, 09255821913",Yangon Region,Sanchaung
K & K,Vinyl Printing,"31/37, 54th St., Lower Block,"," 09420137255, 09450023444",Yangon Region,Botahtaung
Kant Kaw Yeik,Vinyl Printing,"136, Upper Pazundaung Rd., Taung Lone Pyan Ward,"," 0973232015, 09420175445, 09448039173, 095076845",Yangon Region,Mingalar Taung Nyunt
Ko Kyaw Mya+Ma Aye Khin,Water Tanks,"3, Thumana St., Corner of Min Nandar Rd.,"," 095049884, 09975488177",Yangon Region,Thaketa
Green Leaf,,"398, Set Hmu 1st St.,"," 095072760, 0979222229, 09421181784, 0943142001, 0973243346",Yangon Region,South Dagon
Top Fiber Glass Products,,"28, 2nd Flr, Tine Tar Min Gyi St., Corner of Maha Bandoola St., Ward (143),"," 01591311, 098526168",Yangon Region,South Dagon
Myanmar Relo Solutions,Tourism Services,"11/A,1st Flr,Yadanar St.,Ward (5)"," 01537783, 01537784, 09970498864",Yangon Region,Hlaing
Lucky,,"5, Kyaikkasan Rd.,"," 09252149779, 09972780539",Yangon Region,Tarmwe
"Myanmar Place Travel Co.,Ltd.",Tourism Services,"Rm 0209, 2nd Flr, Excel Shopping Mall,"," 0931039297, 0931039296, 0931039293",Yangon Region,Bahan
"Myanmar Nara Apex Travels & Tours Co.,Ltd.",Tourism Services,"Rm B/4/L, 4th Flr, Shwe Gon Plaza,"," 01540096, 01540097, 01545701, 018603296",Yangon Region,Bahan
"Myanmar Polestar Travels & Tours Co.,Ltd.",Tourism Services,"Rm 507/508, 5th Flr, La Pyayt Wun Plaza,"," 01382530, 01255638, 01393190",Yangon Region,Dagon
Inkpression,Vinyl Printing,"Bldg A/1,Rm 003,Thu Mingalar Rd.,Zar Li Taung Housing",,Yangon Region,Thingangyun
Image,Vinyl Printing,"22, Hlaing River Rd., Near Pauk Taw Wa Bus Stop, Ywar Ma (Mid) Ward,"," 0973122458, 0973122906, 09420013063",Yangon Region,Insein
"Myanmar Pleasant Scenery Co.,Ltd. [MPS]",Tourism Services,"214, Sakhan St., Near Ngar Htat Gyi Pagoda, Ngarr Htatt Gyee (South) Ward,"," 01707093, 01706305",Yangon Region,Bahan
Academy [Ko Ohn Shwe],Water Pipes & Accessories,"7, Zaung Tu St., Industrial Zone (3),"," 01590796, 01590797, 01590844, 0943109194",Yangon Region,South Dagon
Myanmar Gateway,Tourism Services,"341, Bo Aung Kyaw St., Upper Block,"," 01245546, 09790790500, 09790790600",Yangon Region,Kyauktada
"Myanmar Heart Land Tours Co.,Ltd. [MHL Tours]",Tourism Services,"6th Flr, U Wisara Rd., Wizaya Plaza,"," 01501784, 01501784, 095119282",Yangon Region,Bahan
"Myan Tour Co.,Ltd.",Tourism Services,"166/168, Rm 204, 2nd Flr, Anawrahta Rd.,"," 01393179, 09253030304~7, 09252887733",Yangon Region,Kyauktada
Image Corner,Vinyl Printing,"90, Ingyin St., Ward (8),"," 09799123996, 09263162014",Yangon Region,East Dagon
Fibre Star,,"27, Mingalar St., Hledan,"," 09261498866, 01704322, 09454449980",Yangon Region,Kamayut
"Myanmar Asia Gateway Travels & Tours Co.,Ltd.",Tourism Services,"26, Rm 4/A, 4th Flr, Nat Mauk Yeikthar St., Corner of New University Avenue Rd.,Saya San Ward,"," 011223723, 09798879176, 09963118881",Yangon Region,Bahan
Bigtree,,"164/3, Than Thu Mar Rd., Thuwunna, Ward (24),"," 09250793021, 09260659559, 09970077198",Yangon Region,Thingangyun
Academy,Water Pipes & Accessories,"308~310, Magwe St., Industrial Zone (1),", 012348553,Yangon Region,South Dagon
Silver Lion Fibre Glass,,"566, Strand Rd., Corner of 9th St.,"," 01223388, 0973048500, 092300112",Yangon Region,Lanmadaw
"Myanmar Fantastic Travels & Tours Co.,Ltd.",Tourism Services,"278, G Flr, 39th St., Upper Block,"," 01246672, 01387707",Yangon Region,Kyauktada
"Super Stainless Product Co., Ltd.",Water Tanks,"100, Twin Thin Tike Wun U Tun Nyo St.,  Industrial Zone (1),"," 01703270, 01684050",Yangon Region,Hlaing Thar Yar
999,Water Pipes & Accessories,"2 Shed, Rm 8, Pearl 7th St., Sawbwargyi Gone Warehouses,"," 01701930, 01646049, 095113418",Yangon Region,Insein
Lucky Fiber Glass,,"465, Kyaikkasan Rd.,"," 01548194, 0973177177",Yangon Region,Tarmwe
999,Water Pipes & Accessories,"18,Maha Bandoola Rd.,Ward (29)", 0973073590,Yangon Region,North Dagon
A.T.N,Water Pipes & Accessories,"115, Bogyoke St., Wai Bar Gi Ward (7),"," 0930200529, 09797298216",Yangon Region,North Okkalapa 
AAA,Water Pipes & Accessories,"Rm Pa Sauk/14, Padonmar St., Padonmar Stadium, Shin Saw Pu Ward,", 0931287443,Yangon Region,Sanchaung
9 Star,Water Pipes & Accessories,"819,Maha Bandoola Rd.",,Yangon Region,Lanmadaw
999,Water Pipes & Accessories,"158, Bo Soon Pat St., Upper Middle Block,"," 01253013, 01389835, 0930188401, 095029002, 0973050544",Yangon Region,Pabedan
241 [Ko Myo],Water Pipes & Accessories,"241, Bo Soon Pat St., Upper Middle Block,"," 09254211004, 0973039184, 09795419747",Yangon Region,Pabedan
"Odyssey Travels & Tours Co.,Ltd.",Tourism Services,"Rm 303, 3rd Flr, Olympic Tower,"," 01246337, 01246338, 01254178, 01392870, 0973197799 [Hot Line], 0973197799",Yangon Region,Kyauktada
"Odyssey Travels & Tours Co.,Ltd.",Tourism Services,"221/223, Bo Aung Kyaw St., Lower Middle Block,"," 01373199, 01246334, 01240545, 0973197799, 0973187799",Yangon Region,Kyauktada
"Nu Life Travels & Tours Co.,Ltd.",Tourism Services,"Rm 406, 4th Flr, Shwe Gon Daing Rd., Yuzana Tower,"," 01552739, 01559423, 09420060437",Yangon Region,Bahan
"Nice Fare Travel Co.,Ltd.",Tourism Services,"Gandamar Wholesales Center,"," 01657320, 0973046088, 01657801, 09257300033, 0973202834",Yangon Region,Mayangone
"Nice Fare Travel Co.,Ltd.",Tourism Services,Ruby Mart," 01373032, 0973202834, 01377955, 01378911, 01393088, 0973213500",Yangon Region,Kyauktada
Hlaing Family,,"A/5-6, Kyaikkasan Rd.,"," 095106759, 0973169199",Yangon Region,Tarmwe
"Nice Fare Travel Co.,Ltd. [Branch Office]",Tourism Services,"33,38th St.,Chindwin Yeikthar"," 01384273, 01373090, 01701476, 0973012897",Yangon Region,Kyauktada
"Myanmar Tour East Travels & Tours Co.,Ltd.",Tourism Services,"79/81, Rm 1007, 10th Flr, Anawrahta Rd., Central Tower,"," 01381334, 01392697, 01377413, 095138402, 0973112217",Yangon Region,Kyauktada
AAA,Water Pipes & Accessories,"172, Botahtaung Pagoda St., Upper Middle Block,", 09420077685,Yangon Region,Pazundaung
"Myanmar Tour East Travels & Tours Co.,Ltd.",Tourism Services,"Rm 1007, 10th Flr, Central Tower,"," 01381334, 01392697",Yangon Region,Kyauktada
"Nature Link Travels & Tours Co.,Ltd.",Tourism Services,"68, U Wisara Rd., Olympic Hotel,National Swimming Pool Compound, U Wisara Ward,"," 09964376977, 09964376978, 01376977, 01243134~5, 01374275~7 Ext.8360/8042, 09243130~2",Yangon Region,Dagon
Image,Vinyl Printing,"Rm 1, 99th St., Nawaday Shop House,", 09250224701,Yangon Region,Hlaing Thar Yar
Sonata Distribution,,"35, Latha St.,"," 01371408, 0949239933, 095114339",Yangon Region,Latha
Myat Miba,,"111, Yangon-Insein Rd.,"," 01706883, 012305384",Yangon Region,Hlaing
Yamasu,,"22, Strand Rd., Corner of Tharaphi St., River View Garden Housing,", 01211456,Yangon Region,Ahlone
"Romantic Gallery Travels & Tours Co.,Ltd.",Tourism Services,"126, Rm 18, Anawrahta Rd.,"," 01387496, 09420261010, 09252223161",Yangon Region,Kyauktada
Myanmar Wonders Travel Ltd.,Tourism Services,"256/266, Rm 10/D, 10th Flr, Seikkanthar St., Upper Block,"," 01398030, 0973140335",Yangon Region,Kyauktada
"Rakhita Travels & Tours Co.,Ltd.",Tourism Services,"119, 4th Flr, 39th St., Lower Middle Block,"," 01398189, 0973230113, 095069955, 011223351",Yangon Region,Kyauktada
Htee Hla Hla,,"92/94,13th St.,"," 095002851, 01687126",Yangon Region,Lanmadaw
"Rio Travels & Tours Co.,Ltd.",Tourism Services,"205, Seikkanthar St., Upper Middle Block,"," 01372636, 01379720, 01385898",Yangon Region,Kyauktada
Lin Pyant,Vinyl Printing,"5,G Flr,Mingalar St.,Sanchaung (North) Ward",,Yangon Region,Sanchaung
I Mark Graphic Earth,Vinyl Printing,"156/158, 34th St., Upper Block,"," 09254133695, 09420027888, 0973135602",Yangon Region,Kyauktada
"Rainbow Travels & Tours Co.,Ltd.",Tourism Services,"140/B, Shwe Gon Daing (West) 1st St., Corner of Dhama Zedi Rd.,Shwe Gon Daing (West) Ward,"," 095002826, 01510972, 01375797, 01510972",Yangon Region,Bahan
Advanced,Water Tanks,"102,Yaw Ah Twin Wun U Pho Hlaing St.,Shwe Linban Industrial Zone"," 01613515, 01613707, 0973033836",Yangon Region,Hlaing Thar Yar
Aung Myint [U],Water Pipes & Accessories,"7, Wut Kyaung St.,",,Yangon Region,Pazundaung
Asahi,Umbrellas,"Rm 5, Bldg 8, Sabei St., West Yuzana Plaza,"," 01292393, 01205272, 01296972",Yangon Region,Mingalar Taung Nyunt
Aung Maung [Ko],Water Pipes & Accessories,"69, Baho Rd., Near Muditar Condo, Ward (2),"," 09250663031, 09261142015",Yangon Region,Mayangone
Lucky Thant Zin,Water Tanks,"Rm 7/8, Than Thu Mar Rd.,  Construction Compound,  Thuwunna,"," 095092393, 09421007059",Yangon Region,Thingangyun
Aung Chan Myae,Water Pipes & Accessories,"28, Zingama Rd., Infront Of No(1) Market, Ward (2-North),"," 09795683850, 09777717657, 09250191967",Yangon Region,Thaketa
"PT & MM Travels & Tours Co.,Ltd.",Tourism Services,"339, Rm 1404, 14th Flr, Bogyoke Aung San Rd., Sakura Tower,"," 01255104, 01255106, 01255450",Yangon Region,Kyauktada
Aung Myanmar,Water Pipes & Accessories,"54, Danyin Gone St., Near Butar Market, Danyin Gone Ward,"," 09448015525, 095082332",Yangon Region,Insein
Ah Lin Yaung,Water Pipes & Accessories,"69, 28th St., Lower Middle Block,", 0930165539,Yangon Region,Pabedan
Aung,Water Pipes & Accessories,"D/53, Kyauk Pahtoe 2nd St., Industrial Zone (3),"," 095404722, 0973215675, 09254181573",Yangon Region,South Dagon
Life Memo,Vinyl Printing,"559, Kaba Aye Pagoda Rd., Near Kaba Aye Pagoda Bus Stop, Ward (8),", 09420027462,Yangon Region,Mayangone
Laser Plus,Vinyl Printing,"130/B, 33rd St., Upper Middle Block,"," 0973049919, 098628394",Yangon Region,Kyauktada
Kyaw Zay,Vinyl Printing,"150,48th St.,Upper Block"," 09450062327, 095146060, 09254604024, 09971100045, 09796430199",Yangon Region,Botahtaung
Aung Aung [Ko],Water Pipes & Accessories,"47,Aw Ba St.,Kyauk Myaung Gyi Ward"," 0931259929, 09420266683",Yangon Region,Tarmwe
Lin,Vinyl Printing,"136, Zizawa 1st St., Ward (2),"," 09787875872, 09450321503",Yangon Region,North Okkalapa 
Ah Lin Yaung,Water Pipes & Accessories,"14/63, Bayint Naung Rd., Ward (1),"," 09420120916, 09421009830",Yangon Region,Mayangone
KMK,Vinyl Printing,"10, Kanaung St., Ward (1),"," 09790204135, 09795723923",Yangon Region,Hlaing Thar Yar
Aung Myint [Ko],Water Pipes & Accessories,"Rm 1, Botahtaung Pagoda St., Anawrahta Housing,"," 09421037865, 0943080606",Yangon Region,Pazundaung
Aces Equipment Myanmar Limited,Water Tanks,"1951/A, Yangon-Pathein Rd., Ward (5),", 09786284748,Yangon Region,Hlaing Thar Yar
"La Wunn Lett Trading Co.,Ltd.",Vinyl Printing,"18, Zar Ti Man St., Kone Myint Yeik Thar, Ward (6),"," 01650755, 01651983, 01667400, 01650755, 095565888, 095566888",Yangon Region,Mayangone
