state,township,category,name,contact,street
Yangon Region,Pabedan,Baking Powder,NN Trading & Marketing Service," 01388607, 0973198987, 095198987, 01374219 [Res], 0943398987","224, Kon Zay Dan St., Upper Middle Block,"
Yangon Region,Mayangone,Jades,Million Gems & Jewellery," 01665169, 095141024, 095161700","Rm Counter 29,G Flr,Kaba Aye Pagoda Rd.,Myanma Gems Museum"
Yangon Region,Lanmadaw,Cold Drinks,"Swensen's Express Food Group Co.,Ltd. [Myanmar]"," 01218152~60 Ext 1105, 0973138552","Rm 105, G Flr, Junction Centre Maw Tin,"
Yangon Region,Pabedan,Jades,Miba Myittar," 09798831582, 09254375362","West D Shed, Rm 36, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Mi Mi," 095151041, 095150736, 01376693","Central Hall Shed, Rm 76, Bogyoke Aung San Market,"
Yangon Region,Botahtaung,Freight Forwarders,Helio Int'l Services Pte Ltd.," 019010603, 019010604, 019010767, 01397678, 09252804874, 09252804875","Rm 805, 8th Flr, Bo Myat Tun Tower (A),"
Yangon Region,Thingangyun,Convenience Stores,Super," 01572048, 09425303986","48/A, Bayint Naung Rd., Yangon Thit Ward,"
Yangon Region,Pabedan,Jades,"Long Byit Gems Co.,Ltd."," 01254067, 01377616","387, Rm 15/27, 1st Flr, Shwe Bon Tha St., Upper Block,"
Yangon Region,Mingalar Taung Nyunt,Furniture Marts,Herman Miller [Authorized Dealer MMRD], 019000712~3,"Bldg C, 7th Flr, Shwe Pyae Sone Market,"
Yangon Region,Hlaing Thar Yar,Furniture Marts,Hein Thit Aung, 09421057663,"Sein Pan St.,Ward (23)"
Yangon Region,Pazundaung,Furniture Marts,Hla Kabar," 09252226221, 01291311","166, Maha Bandoola Rd.,"
Yangon Region,Dagon,Furniture Marts,HBT," 09960383939, 095044001","Rm 4055, 3rd Flr, Taw Win Centre,"
Yangon Region,South Dagon,Furniture Marts,Hay Mhan Oo," 09796393234, 09960432713, 09975707861","151, Bagan St., Ward (53),"
Yangon Region,Pabedan,Jades,Micho, 09258144770,"2 Storey Shed, Rm 2, Bogyoke Aung San Market,"
Yangon Region,Hlaing,Furniture Marts,"Excellent Office Automation Co.,Ltd.", 0949261737,"Rm 3, 3rd Flr, Sein Gay Har Parami Centre,"
Yangon Region,Botahtaung,Furniture Marts,Hla Bayin," 01397466, 09791089122, 09791089133","163/169, Maha Bandoola Rd.,"
Yangon Region,Hlaing Thar Yar,Furniture Marts,HALO Furniture, 09250078583,"188, Anawrahta Rd., Corner of Shwe Hnin Si St.,"
Yangon Region,Kyeemyin Daing,Furniture Marts,Hein Thit," 095137339, 09250637459","391, Kyee Myin Daing Kannar Rd., Corner of Thayet Taw 6th St.,Thayet Taw (South) Ward,"
Yangon Region,Pabedan,Jades,Me," 092045975, 09254102318","Central Hall Shed, Rm 125, Bogyoke Aung San Market,"
Yangon Region,Mingalar Taung Nyunt,Furniture Marts,Hla Kabar," 09252226252, 01200747 Ext.5252","Rm F-4, 4th Flr, Yuzana Plaza,"
Yangon Region,Pabedan,Jades,Mi Maw May Ma," 09254869939, 0973201250, 01393350 [Res]","West D Shed, Rm 103, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Mi Mi," 095151041, 095119783, 01376693, 095150736","Central Hall Shed, Rm 6, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,May," 095070477, 09448002889, 0943146276, 09401526233","Nawarat Hall Shed, Rm 138, G Flr, Bogyoke Aung San Market,"
Yangon Region,Dagon Seikkan,Medicines,Su Wai Hnin, 09799607955,"Bldg 1,Rm 001,Yuzana St.,Sittaung Yeik Mon Housing"
Yangon Region,Kamayut,Caf s,Ssuni Myanmar, 09785049484,"G Flr, Hledan Centre,"
Yangon Region,Kamayut,Caf s,Ssuni Myanmar, 09785049484,"Rm 07/08, Underground, Hledan Centre,"
Yangon Region,Mayangone,Food Stalls [Chicken Rice],Sun Flower," 09421048175, 0973039946","406,Thamaing Butar Yon 9th St.,Ward (1)"
Yangon Region,Bahan,Caf s,Snow Factory, 0930701181,"Bldg E, Rm 30/Ga/A, G Flr, Kaba Aye Pagoda Rd., Pearl Condo,"
Yangon Region,North Okkalapa ,Hairdressers,Khit Style, 09250310781,"591, Khay Mar Kyaung St., Nya Ward,"
Yangon Region,South Dagon,Furniture Marts,Hla Myint [U] & Sons," 095105960, 0973242965, 095134708, 09250059524, 09450027649, 01299756","97, Sein Lei Kan Thar St., Sein Lei Kan Thar Housing,"
Yangon Region,Mayangone,Jades,May Mon," 095127162, 0973132149","1st Flr,Kaba Aye Pagoda Rd.,Myanma Gems Museum"
Yangon Region,Insein,Hairdressers,Khit San," 09421121287, 09799821176","105, Kha Yae Pin Rd., Near Da Nyin Gone Junction, Da Nyin Gone Ward,"
Yangon Region,Hlaing,Hairdressers,Khit Myanmar," 0931292447, 0973128286, 0973117350","Bldg 1/2,Rm 10,Yadanar Mon St.,Bayint Naung Housing"
Yangon Region,Pabedan,Jades,Mee Mee," 095034665, 01255633 [Res]","Nawarat Hall Shed, Rm 37, G Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Mya Myint Moh," 095110119, 09421112741","West A Shed, Rm 265, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Furniture Marts,In House Furniture Group," 0931755533, 0931755566, 0931755599","Bldg A/8,Rm 001,G Flr,Min Dhama Rd.,Shwe Kabar Housing"
Yangon Region,Dagon,Restaurants [European],Spicy Forest," 018600111 Ext.1151, 09254772421","Rm B/051/052, Underground, Taw Win Centre,"
Yangon Region,North Okkalapa ,Hairdressers,Khit Sann, 09250015684,"566, Nwe Ni St., Nga Ward,"
Yangon Region,Mingalardon,Jades,MP, 095069935,"Rm Counter 13, 1st Flr, Airport Rd., Yangon Int'l Airport, A Nan Pin Ward,"
Yangon Region,Pabedan,Jades,MTO," 09448002917, 09788778837","Central Hall Shed, Rm 52/9, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Mother's Son," 095150349, 095082243","Central Hall Shed, Rm 36, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Jades,"Mogoke Gems & Jewellery Co.,Ltd."," 01665169, 01708546, 095131605, 095136686","Rm Counter 21,G Flr,Kaba Aye Pagoda Rd.,Myanma Gems Museum"
Yangon Region,Mingalardon,Furniture Marts,Idea," 01709163, 09450062314, 0931378867, 0973182615","17, Thukha St., Kyan Khin Su Ward,"
Yangon Region,Pabedan,Jades,MJ," 09420186878, 09421167888","West Wing Shed, Rm 118, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Moe," 095172722, 01548145 [Res], 0943020760","Nawarat Hall Shed, Rm 87/88/89/90/91, G Flr, Bogyoke Aung San Market,"
Yangon Region,East Dagon,Bags [Other],Thiri Pyae Sone," 09979349438, 09963410875, 0930319609","55/A, Har Khar St., Ward (7),"
Yangon Region,Pabedan,Jades,MTO, 09448002917,"Nawarat Hall  Shed,Rm 112,G Flr,Bogyoke Aung San Market"
Yangon Region,East Dagon,Cold Drinks,Than Tayar," 0973121408, 01580191","972, Nga Htwai Yue St., Ward (8),"
Yangon Region,Kamayut,Freight Forwarders,"Myanmar Marine Co.,Ltd. [LLOYD'S Agency]"," 01503756, 01534149","Bldg 11, Rm 8, 1st Flr, Mya Kan Thar St., Mya Kan Thar Housing, Ward (2),"
Yangon Region,Thingangyun,Freight Forwarders,Myanmar Lett Yar General Trading Co-operative Ltd., 095171483,"79, Rm 6, Yae Nant Thar St., Thuwana/24 Ward,"
Yangon Region,Mingalardon,Food Stalls,Thazin," 0931242954, 09968733159","Rm 2/3, Wireless St., Pyi Daw Thar Ward,"
Yangon Region,Hlaing,Freight Forwarders,"Myanmar Northern Star Co.,Ltd."," 01530552, 01513092","20, Aye Yeik Mon 1st St., Ward (3),"
Yangon Region,South Dagon,Food Stalls,Thidar Oo," 09421108173, 09794610903","1954/A, Kyan Sit Thar Rd., Ward (71),"
Yangon Region,Mingalardon,Freight Forwarders,Man Thitsar [Yangon-Kyauk Phyu-Yan Byae-Taung Gote], 0943200675,"Hta Wun Bae Shed, Rm B/3, Set Hmu St., Aung Mingalar High-Way Bus Terminal,"
Yangon Region,South Dagon,Hairdressers,Khit Sann, 0932275452,"663, Rm 2, Zeya Myaing St., Corner of Bagan St.,Ward (54),"
Yangon Region,Sanchaung,Freight Forwarders,Lucky Seven Freight Forwarding Group," 098635540, 09450040992","39, Baho Rd., Than Tadar Ward,"
Yangon Region,Mingalar Taung Nyunt,Freight Forwarders,KLCC [Malaysia], 095181748,"13, 5th Flr, 123th St., Tha Pyay Gone Ward,"
Yangon Region,Pabedan,Jades,Mo Mo," 01241746, 09260796668","Face Wing Shed, Rm 32/A,"
Yangon Region,Dagon Seikkan,Soft Drinks/Juices & Beverages,Taw Win Thazin," 09260414945, 01700455","Bldg 32, Rm 001, Sabei St., Sittaung Yeik Mon Housing,"
Yangon Region,Thingangyun,Freight Forwarders,Myanmar Air Tiger Express Ltd. [ATE Group]," 018560104, 018560105, 018560005, 095156296, 0973243273","56/B, Waiza Yan Tar Rd., Eaik Si Tan Housing,"
Yangon Region,Bahan,Freight Forwarders,Lighting Moon Pte Ltd. [Lin Latt]," 01526793, 01511748","164,Dhama Zedi Rd.,Shwe Gon Daing (West) Ward"
Yangon Region,Kyauktada,Freight Forwarders,"Land Sea Air Service Co.,Ltd."," 01249344, 01249543, 01249345, 01249364, 095108109","132, 1st Flr, Seikkanthar St., Lower Middle Block,"
Yangon Region,Dagon,Cold Drinks,The Highlanders," 09254245203, 09450036408","Rm G/19, G Flr, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Yangon Region,Shwe Pyi Thar,Thingans & Monk's Utensils,Taw Win Nan," 09420052005, 09420060384, 09792800722, 09792800733","118, Than Lwin St., Sit Hmu Htan Haung Compound, Ward (6),"
Yangon Region,North Okkalapa ,Freight Forwarders,Mate Kaung Zone," 09421089746, 09799522990, 09250167219, 0930295512","Khay Mar Thi Rd., Infront Of Mya Nandar Park, Sa Lein Ward,"
Yangon Region,South Okkalapa ,Food Stalls,Tar Yar Lin," 01570592, 095163793, 095179368, 095179370, 09420013684","322/B, Yadanar Rd., Ward (11),"
Yangon Region,Pabedan,Jades,Million Stars," 0973207231, 09250275140","Nawarat Hall Shed, Rm 79/90, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Shwe Pyi Thar,Furniture Marts,"Home Pacific Myanmar Co.,Ltd."," 095009448, 09795009448, 095164265","42/258, Kanaung 4th St., Industrial Zone (1),"
Yangon Region,Botahtaung,Freight Forwarders,OV Logistic Ltd. [Myanmar]," 01385586, 01383531, 01383532, 01387472, 01254802","Rm 903, 9th Flr, Strand Rd., MMG Tower,"
Yangon Region,Botahtaung,Furniture Marts,Hla Tharaphu," 01397544, 09421076517, 09795295962","163/169, Maha Bandoola Rd.,"
Yangon Region,North Okkalapa ,Furniture Marts,Htoo," 095417581, 095107378, 0973009505","668, Khay Mar Thi Rd., Sa Lein Ward,"
Yangon Region,South Dagon,Furniture Marts,Htay Aung [Ko], 095138911,"48, Set Hmu Zone Pat St., Industrial Zone (2),"
Yangon Region,Sanchaung,Freight Forwarders,"Ocean Gate Int'l Freight Forwarding Co.,Ltd."," 01524600, 0973060105","360, Rm 10, 1st Flr, Pyay Rd., Near Hantharwaddy Circle, Myae Ni Gone (North) Ward,"
Yangon Region,Botahtaung,Freight Forwarders,New Life," 0973134541, 098617696, 09421096704","432/438, Rm 32, 4th Flr, Strand Rd.,"
Yangon Region,Kyeemyin Daing,Furniture Marts,Htate Tan," 01511393, 09799674426","266/B, Kyee Myin Daing Kannar Rd., Corner of Nyaung Pin St.,Ma Gyee Dan (South-West) Ward,"
Yangon Region,Tarmwe,Furniture Marts,Htein Htein Lin, 01549545,"110, Thamain Bayan Rd., Tarmway Gyee (Kha) Ward,"
Yangon Region,Mayangone,Freight Forwarders,Nawarat Int'l Ltd.," 01658106, 0931994181","388, Rm 2/A, 2nd Flr, Wireless 3rd St., Ward (9),"
Yangon Region,Insein,Freight Forwarders,"New Star Co.,Ltd.",,"63 Shed,Rm 5,Kyauk Sein 2nd St.,Saw Bwar Gyi Gone"
Yangon Region,Yankin,Freight Forwarders,"New World Shwe Pyi Tan Co.,Ltd."," 01579220, 095085161, 095017349, 095103017","35,Phoe Yarzar St.,Ward (14)"
Yangon Region,Pabedan,Jades,Myanmar Star," 095126137, 09261979511","Face Wing Shed, Rm 23, Bogyoke Aung San Market,"
Yangon Region,Yankin,Jades,Myanma Seinn Lei Aung Group of Companies," 01660358, 01657965","47, Hnin Si St., Ward (8),"
Yangon Region,Dagon,Jades,Myanmar Yadanar," 095017421, 09425027528, 09777771969","Rm G/39, G Flr, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Yangon Region,Pabedan,Jades,Myanma Golden Web [MGW]," 0973026155, 095007181, 01240966 Ext.834, 01256411 Ext.834, 01660563","Face Wing Shed, Rm 16, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Jades,"Myanmar Imperial Jade [Gems & Jewellery] Co.,Ltd."," 01662646, 01666218","22, Pyay Rd., 7 Mile, Ward (6),"
Yangon Region,Lanmadaw,Freight Forwarders,"Ocean Crown Freight Services Co.,Ltd."," 01222081, 01216105, 0943164838, 0973236117","40, 9th St., Middle Block,"
Yangon Region,Dagon,Jades,Mya Sein Yaung Chai Jade & Jewellery Production & Trading Co-op Ltd., 01385789,"33/A/1, Yaw Min Gyi St., Yaw Min Gyi Ward,"
Yangon Region,Pabedan,Jades,Mya Yadanar Soe, 095320950,"East C Shed, Rm 40, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Myanmar Heard, 095146468,"2 Storey Shed, Rm 3, Bogyoke Aung San Market,"
Yangon Region,North Okkalapa ,Furniture Marts,Hla Than [U]," 095149928, 01651011","1018, Thudhamar Rd., Corner of Thu Zi Tar 4th St.,Ward (2),"
Yangon Region,Yankin,Jades,"Myanma Golden Web Trading Co.,Ltd. [MGW] [Showroom]"," 0973026155, 01660563, 095007181, 095136649","8/C, Kaba Aye Pagoda Rd., Ward (6),"
Yangon Region,Dagon,Freight Forwarders,"Myanmar Sammin Logistics Co.,Ltd."," 01378046, 09263360016~7","Rm 301, 3rd Flr, La Pyayt Wun Plaza,"
Yangon Region,Hlaing Thar Yar,Soft Drinks/Juices & Beverages,Win, 09250259717,"429/B, Aung Sandar St., Kyan Sit Thar Housing,"
Yangon Region,Bahan,Medicines,Win Myoh Hein," 095178800, 0943170102, 0931062685","133, Old Yae Tar Shae Rd., Yae Tar Shay Ward,"
Yangon Region,Dagon,Freight Forwarders,"Myanmar Unique Fast Shipping Co.,Ltd. [ Megastar Lines ]"," 01371378, 01371377, 095028267, 0973216459","Rm 802,8th Flr,La Pyayt Wun Plaza"
Yangon Region,Yankin,Jades,"Myanma Seinn Lei Aung Co.,Ltd."," 01660358, 01657965","47, Hnin Si St., Ward (8),"
Yangon Region,Thingangyun,Electrical Goods Sales,Win, 095172421,"161/C, Yadanar Myintzu St., (Sa-Lein/Ka) Ward,"
Yangon Region,Bahan,Jades,Nan Yati Hlaing," 095045221, 0949343509","22/A, New Yae Tar Shae St., Yae Tar Shay Ward,"
Yangon Region,Botahtaung,Freight Forwarders,"Royal Lwin Brothers Co.,Ltd."," 01201546, 01201821, 095014317, 01201986, 0973146446","79/81, Rm 106, 1st Flr, Botahtaung Zay St., Lower Block,"
Yangon Region,Mingalar Taung Nyunt,Furniture Marts,Hla Tharaphu," 09252226252, 01200747 Ext.5252","Rm C-2/B/C-3/B, 4th Flr, Yuzana Plaza,"
Yangon Region,Hlaing,Cold Drinks,Wai Phyo," 095085146, 01521282","26, Thiri Myaing St., Corner of Thiri Myaing 3rd St.,Ward (13),"
Yangon Region,Pabedan,Jades,National Treasure," 095147449, 0943070030","Central Hall Shed, Rm 93, Bogyoke Aung San Market,"
Yangon Region,Ahlone,Freight Forwarders,"Nankai Tsu-Un [Myanmar] Co.,Ltd."," 011223849, 09254404064","20/22, 3rd Flr, Shin Saw Pu Rd., Kayin Chan Ward,"
Yangon Region,Botahtaung,Freight Forwarders,Prosperous Freight Services Ltd.," 018610427~8, 018610442","255/257, Rm 12/B, 12th Flr, Bo Myat Tun St., Upper Block,"
Yangon Region,Pabedan,Jades,Natural," 098612015, 09263614817","Nawarat Hall Shed, Rm 145, G Flr, Bogyoke Aung San Market,"
Yangon Region,Mingalardon,Freight Forwarders,"Perfect Life Trading Co.,Ltd."," 01638594, 01638596, 09450272728","410/C, Sagawar St., Pearl Garden Housing,"
Yangon Region,Botahtaung,Freight Forwarders,"Panacea Co.,Ltd."," 0949738111, 095171690, 09421763441","28, 43rd St., Lower Block,"
Yangon Region,Ahlone,Freight Forwarders,"Resources Group Logistics Co.,Ltd.", 012314710,"Bldg S/B, Rm 1/2, Strand Rd., Aung Zeya Housing,"
Yangon Region,Pazundaung,Freight Forwarders,Pacific Navigation Group Ltd.," 019010509, 0973125695, 095120526","185, 3rd Flr, Botahtaung Pagoda St., Upper Middle Block,"
Yangon Region,Pazundaung,Freight Forwarders,"Pinnacle Development Co.,Ltd."," 019010565, 019010566","83, 1st Flr, 50th St., Upper Middle Block,"
Yangon Region,Tarmwe,Furniture Marts,Kaday Kadar," 01430380, 095191961","73, Thamain Bayan Rd., Infront Of Tamwe Plaza, Tarmway Gyee (Ka/Ga-Nge) Ward,"
Yangon Region,Pazundaung,Freight Forwarders,"PT 2006 Int'l Co.,Ltd."," 018610265, 095164011","54/56, 2nd Flr, 53rd St., Upper Middle Block,"
Yangon Region,Tarmwe,Furniture Marts,"K-United General Trading & Distribution Co.,Ltd."," 018619205, 09450031343, 09450031375, 018619305, 0973161467","Bldg 35, Rm 3, Sabei St., Yuzana Mingalar City Housing,"
Yangon Region,Insein,Furniture Marts,Jusco," 09799697270, 095037636, 0973195344, 09250661752","2, Baho Rd., Railways Station Compound, Nant Thar Gone Ward,"
Yangon Region,Insein,Furniture Marts,Jame, 09428193704,"237, Bawdi Yeikthar St., Pein Nel Gone Ward,"
Yangon Region,Pabedan,Jades,Nan Yadanar Hlaing," 095012231, 095176675, 09254099314, 0949871919","Central Hall Shed, Rm 154, Bogyoke Aung San Market,"
Yangon Region,North Okkalapa ,Furniture Marts,"J & D Co.,Ltd."," 095089411, 01691077, 095089422, 095089433, 095089400, 01691434, 01692445","66, Thitsar Pan St., Near Neikban Aung Dhamar Yone, Hta Wun Bae Ward,"
Yangon Region,Tarmwe,Furniture Marts,Kaung Kyaw Kyaw," 095121196, 09798330960","91, Thamain Bayan Rd., Tarmway Gyee (Ka/Ga-Nge) Ward,"
Yangon Region,Hlaing,Furniture Marts,Inner Space," 09420088055, 095143573","492, 1st Flr, Dhamar Yon St., Ward (10),"
Yangon Region,Thingangyun,Freight Forwarders,"RAF International Co.,Ltd."," 018560005, 018560105, 018560104, 095156296, 0973243273","56/B, Waiza Yan Tar Rd., Eaik Si Tan Housing,"
Yangon Region,Mayangone,Jades,Nan Mya Shwe Sin, 095050450,"Rm Counter 14,2nd Flr,Kaba Aye Pagoda Rd.,Myanma Gems Museum"
Yangon Region,Pabedan,Jades,Myo Yadanar," 0973026106, 01223245 [Res], 012220720 [Res]","West D Shed, Rm 9/10/11, Bogyoke Aung San Market,"
Yangon Region,North Okkalapa ,Furniture Marts,Inner Space," 0973079327, 09254748600","112/122, Kanaung 11st St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,Mingalar Taung Nyunt,Jades,"Myanmar Yangon Lucky Jewellery & Jade Co.,Ltd."," 0973153999, 09453579999, 01394941, 01394442","486, G Flr, Thein Phyu Rd., Phoh Myay Ward,"
Yangon Region,Kyauktada,Freight Forwarders,"Pacific Manning Agency Myanmar Co.,Ltd. [PMAM]"," 01392050, 01392605","Rm 1202, 12th Flr, Olympic Tower,"
Yangon Region,Kyeemyin Daing,Furniture Marts,"Inter Build Thailand Co.,Ltd."," 012301570, 012301571, 09972225618 [Hot Line]","1st Flr, Thiri Mingalar Old Market,"
Yangon Region,Dagon,Furniture Marts,Italiano Furniture [Pacific Group Ltd.]," 018600096, 095131074, 09975131074","Rm 4009/4010, 3rd Flr, Taw Win Centre,"
Yangon Region,Pabedan,Jades,Myat Shwe Po, 09421172309,"Face Wing Shed, Rm 9, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Myoma," 095049232, 095119165","Nawarat Hall  Shed,Rm 50,G Flr,Bogyoke Aung San Market"
Yangon Region,South Okkalapa ,Food Stalls [Shan Traditional],WAA Ice Cream," 09420046738, 0973067977","68/2, Than Thu Mar Rd., Corner of Shwe Pyi Soe St.,Ward (14/2),"
Yangon Region,Pabedan,Furniture Marts,"Khin Aye Lwin Family Co.,Ltd."," 01392465, 01378667","265/287, Rm C/801, 8th Flr, Bo Soon Pat St., Taw Win Myanmar Condo,"
Yangon Region,Thingangyun,Furniture Marts,Khin Khin, 09420044235,"8, Rm 4, Than Thu Mar Rd., Thuwana/29 Ward,"
Yangon Region,Hlaing,Freight Forwarders,Su Myat Yadanar," 01538198, 01531407","Bldg 15, Rm 5/6, Aye Yeik Mon 1st St., Aye Yeik Mon Housing,"
Yangon Region,Botahtaung,Freight Forwarders,Tip Top," 095097719, 09420266729, 095124015","21, 2nd Flr, Yarza Di Yit St., Lower Block,"
Yangon Region,Ahlone,Freight Forwarders,"Shipmax Freight Solution Co.,Ltd."," 012315203, 09799898598, 09799898589, 09262184564","151, Ngu War St., Saw Yan Paing (South) Ward,"
Yangon Region,South Dagon,Furniture Marts,KHH," 098620747, 09254278052","1301/1302, Sittaung St., Industrial Zone (2),"
Yangon Region,Hlaing Thar Yar,Soft Drinks/Juices & Beverages,Wa Toke, 09261844465,"1292/A, U Ba Win St., Ward (19),"
Yangon Region,Bahan,Freight Forwarders,"Seatop Logistics [Myanmar] Co.,Ltd."," 095124947, 09796877129","Rm 1006, 10th Flr, Shwe Gon Daing Rd., Yuzana Tower,"
Yangon Region,Pazundaung,Freight Forwarders,"Speedy Express Co.,Ltd."," 019000750, 019000968","Bldg B, Rm 704, 7th Flr, Maha Bandoola Rd., Maha Bandoola Housing Complex,"
Yangon Region,Insein,Freight Forwarders,"SEL Myanmar Co.,Ltd."," 0931099150, 09250163936, 09782615453","11, Airport Avenue St., Saw Bwar Gyi Gone Ward,"
Yangon Region,Thaketa,Furniture Marts,Khant Phone Thit," 095067055, 095083366, 09796817113","Rm 13, Yamonnar Rd., Si Pin Shop Room, Man Pyay Ward (3),"
Yangon Region,Kamayut,Food Stalls,Vavi Vavi," 095140817, 0931549948","Rm 5, Inya Rd., Inya Park, Ward (9),"
Yangon Region,Hlaing Thar Yar,Furniture Marts,Khaing Shwe Wah, 09425013474,"1305, Saya San St., Ward (20),"
Yangon Region,Dagon,Freight Forwarders,"Transpeed Myanmar Co.,Ltd."," 01370832, 095008736, 09420140663","Rm 910, 9th Flr, La Pyayt Wun Plaza,"
Yangon Region,Pabedan,Jades,"OK Co.,Ltd."," 01254600, 095128714","Central Hall Shed, Rm 34, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Nyi Naing [Ko]," 095579000, 09795351124, 0973051331","Nawarat Hall Shed, Rm 53/68, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,O Mine," 0973049167, 09420246358","Nawarat Hall Shed, Rm 39, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Mingalardon,Freight Forwarders,"Royal Transport Services Co.,Ltd."," 01600454, 09420054832, 09795765728, 09795765729","50, Thiri Myaing St., Htauk Kyant (South) Ward,"
Yangon Region,Pabedan,Jades,Nyi Lay [U]," 095124920, 095099843, 01246326","Central Hall Shed, Rm 62, Bogyoke Aung San Market,"
Yangon Region,Sanchaung,Jades,"NRJ [Northern Royal Jade Co.,Ltd.]", 092300025,"17, Chan Thar St., Kyun Taw (South) Ward,"
Yangon Region,Pabedan,Jades,Nyein Jewellery," 095136503, 09791637998","Face Wing Shed, Rm 10/95, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jades,Ni Ni, 09422225402,"Nawarat Hall Shed, Rm 21, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Botahtaung,Logistics Services,Advantis Freight Myanmar," 019010189, 09257545137","Rm 902, 9th Flr, 50th St., 50th Street Condo,"
Yangon Region,Kyauktada,Freight Forwarders,"Solex Express Co.,Ltd."," 01381166, 095004650","283, 4th Flr, 40th St., Upper Block,"
Yangon Region,Pazundaung,Furniture Marts,"Kaytumadi Co.,Ltd.", 01291996,"198/A, Bo Myat Tun St., Upper Middle Block,"
Yangon Region,Sanchaung,Furniture Marts,Khamarthin @ Myint Lwin," 09252575696, 09253034133","50, Shan Kone St., Myae Ni Gone (North) Ward,"
Yangon Region,North Okkalapa ,Freight Forwarders,Yun Asia Freight Trading Companies," 09790854180, 09252555508","Bldg CC, Rm 29/30, Thiri Yadanar Retail/Wholesale Market,"
Yangon Region,Botahtaung,Freight Forwarders,Yadanar Tin," 01378901, 0973160776","32/36, Bo Aung Kyaw St., Lower Block,"
Yangon Region,Botahtaung,Freight Forwarders,"Vista Win Int'l Co.,Ltd."," 095552399, 0949259223","429/437, Rm 4/C, 4th Flr, Merchant Rd., Yadana Myaing Condo,"
Yangon Region,Mingalar Taung Nyunt,Freight Forwarders,Transport Team Myanmar Ltd.," 01249403, 01249404","Rm W/5/6, 1st Flr, Gyo Phyu St., Aung San Stadium (West Wing),"
Yangon Region,Kyauktada,Moving Services,21st Century Express Movers Clearing Agency [EMCA]," 01253900, 095074174, 0973224037, 01525060 [Res]","58, 1st Flr, Maha Bandoola Garden St., Lower Block,"
Yangon Region,Kyauktada,Freight Forwarders,Wallem Shipping [Myanmar] Ltd.," 01256718, 01391312","359, Bo Aung Kyaw St., Upper Block,"
Yangon Region,Bahan,Logistics Services,APS [Myanmar] Ltd.," 01557448 Ext.836, 09250083843","Bldg D, Rm 306/A, 3rd Flr, Pearl Condo,"
Yangon Region,South Okkalapa ,Jades,"New Jade Co.,Ltd."," 018561872, 018564139","Bldg T/H, Rm 003, Thitsar Rd., Thitsar Garden Housing,"
Yangon Region,South Dagon,Furniture Marts,Kay Sint, 09777127133,"641/642, Inlay 4th St., Industrial Zone (2),"
Yangon Region,Botahtaung,Freight Forwarders,"Sea King Freight Co.,Ltd."," 01201637, 095070237","301, 4th Flr, Anawrahta Rd.,"
Yangon Region,Botahtaung,Freight Forwarders,"Union Success Shipping Co.,Ltd."," 01398878, 0973040455, 018610568","155, 1st Flr, Bogyoke Aung San Rd.,"
Yangon Region,Tarmwe,Furniture Marts,Kaung Myat Kyaw," 01542722, 0931022539","94, Thamain Bayan Rd., Tarmway Gyee (Kha) Ward,"
Yangon Region,Hlaing Thar Yar,Catering Services,Top Cold," 095196629, 09960947577","I/3, Thazin 5th St., FMI City,"
Yangon Region,Hlaing Thar Yar,Billiard & Snooker Halls,Thuzar Win, 0943000240,"118, Maha Bandoola St., Ward (2),"
Yangon Region,Mingalar Taung Nyunt,Cold Drinks,Vanilla, 09450002864,"206, Bo Min Yaung Rd., Phoh Myay Ward,"
Yangon Region,Lanmadaw,Logistics Services,"China Shipping [Myanmar] Co.,Ltd."," 012301905, 012301329, 012300157~8, 09421019814, 0973078528, 012301357, 012301358","151, Rm 1001/1002/B, 10th Flr, War Dan St., Myawaddy Luxury Complex,"
Yangon Region,Mingalardon,Furniture Marts,Kaung Su San," 095075729, 0973061282, 09799706995","16/B, Pyay Rd., Htauk Kyant (South) Ward,"
Yangon Region,Lanmadaw,Air Cargos,"Civil Power Co.,Ltd."," 095080010, 0973130933","73, 7th Flr, Lan Thit St., Lower Block,"
Yangon Region,Bahan,Logistics Services,Chance Int'l Services Ltd.," 098604301, 09422493901","70, Nat Mauk 1st  Lane., Bo Cho Ward (2),"
