state,township,category,name,contact,street
Pazundaung,အခန္း ၃၊ တိုက္ ၁၊ ဗိုလ္တေထာင္ဘုရားလမ္း၊ အေနာ္ရထာအိမ္ရာ အေရွ႔ဘက္၊,,"Polymer Co., Ltd.","tel: 01-293445,tel: 01-298641,tel: 09-51201228","Rm 3, Bldg 1, Botahtaung Pagoda St., East Anawrahta Housing,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Jeans Stores,Mya Kyar Nyo,"tel: 01-294659,tel: 09-73211150,tel: 09-5407431,tel: 09-795140141,tel: 09-73212699","Rm R-27/A, G Flr, Yuzana Plaza,"
South Dagon,အမွတ္ ၂၂/၂၃၊ ျမစ္ၾကီးနားလမ္း၊ (၂၃)ရပ္ကြက္၊,,Myanmar Metal Company Limited,"tel: 09-73095682,tel: 09-421147054","22/23, Myit Kyee Nar St., Ward (23),"
Yangon Region,South Dagon(South Dagon),Incense Sticks & Incense Blocks,Shwe Nant Thar,tel: 01-555876,"149, Hakhar St., Industrial Zone (1),"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Khin Aung [Ko],"tel: 01-240600 Ext.4547,tel: 09-421745727","D Shed, Rm A/122, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Kyaw Kyaw Aye,"tel: 09-5179043,tel: 09-73193472,tel: 01-240600 Ext.4150,tel: 09-420220931","D Shed, Rm E/500/495, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Aluminium Frames & Furnitures,"Golden King Dragon Co.,Ltd.","tel: 01-241756,tel: 01-370334,tel: 01-385780,tel: 09-5103207,tel: 09-5154465","79, 24th St., Lower Block,"
Yangon Region,Mayangone(Mayangone),Pickle Tea Leaves & Assortments,Daung Nyi Naung,"tel: 01-680214,tel: 09-5161880,tel: 01-685219,tel: 09-73057572","F/49-B, Sein Pan St., Bayint Naung Warehouses,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Thanakha,Lone May & Hla Pa Wadi,tel: 01-685052,"158, U Tayote Gyi St., Industrial Zone (4),"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],U Kyin Thein +Daw Aye Thit,tel: 09-5017298,"40, War Dan St.,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Mosquito Nets,Dana Pyae Sone,"tel: 09-5167850,tel: 09-5104531","Rm 37,4th Flr,Mingalar Market"
Yangon Region,North Okkalapa (North Okkalapa ),Food Stalls,Kyi Nue,"tel: 09-5099613,tel: 09-49253341","299, Nilar 5th St., Ga Nge Ward,"
Yangon Region,Thingangyun(Thingangyun),Jams [Manu/Dist],Dawei,tel: 09-420178077,"Thudat Thana 3rd St., Corner of Thudat Thana St.,Ward (16/2),"
Yangon Region,Latha(Latha),Fragrances,"Nyein Chan Kabar [Shwe Nathar Trading Co.,Ltd.]",tel: 01-240600 Ext.4234,"D Shed, Rm A/127/128, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,New Light,"tel: 01-240600 Ext.4580,tel: 09-420222318","D Shed, Rm A/66, Underground, Thein Gyi Market,"
Yangon Region,Thingangyun(Thingangyun),Export & Import Companies,"Ngwe Wathon Co.,Ltd.","tel: 01-2332128,tel: 01-2333997","Bldg 5, Rm 5, Than Thu Mar Rd., Tet Lan Housing, Thuwana/24 Ward,"
Yangon Region,Latha(Latha),Cigarettes [Manu/Dist],Eain Shin Ma,"tel: 01-245387,tel: 09-5544622,tel: 01-374500,tel: 01-240600 Ext.4825,tel: 01-299135 [Res]","127, 24th St., Upper Block,"
Yangon Region,South Dagon(South Dagon),Perfumes & Body Sprays,"Myanmar Iberchem Co.,Ltd.","tel: 01-384973,tel: 01-591134,tel: 01-8100616","112, Yauk Kaw St., Industrial Zone (1),"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Khin Maung Oo [Ko],"tel: 01-240600 Ext.4562,tel: 09-73203818","D Shed, Rm A/48, Underground, Thein Gyi Market,"
Yangon Region,Thingangyun(Thingangyun),Incense Sticks & Incense Blocks,Zaw Pyan,"tel: 09-49289322,tel: 09-254190628","6, Aung Zeya 7th St., Yangon Thit Ward,"
Yangon Region,South Okkalapa (South Okkalapa ),Cosmetics,Myat Phone Pwint,"tel: 09-73096773,tel: 09-5017043","17/B,Set Hmu 1st St.,Industrial Zone"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],Cho Lay,"tel: 01-251023,tel: 09-5140712","35, 16th St., Lower Block,"
Yangon Region,Latha(Latha),Pharmacy Shops [Traditional],Maung Aye [U],"tel: 01-371424,tel: 01-381528,tel: 09-43176276","667, Maha Bandoola Rd.,"
Yangon Region,Lanmadaw(Lanmadaw),Candles [Manu/Dist],Naing Oo [Ko],"tel: 01-211233 Ext.273,tel: 01-215936","Rm EL/6, G Flr, Nyaung Pin Lay Plaza,"
Yangon Region,South Okkalapa (South Okkalapa ),Jams [Manu/Dist],"Ariya Co.,Ltd.","tel: 09-250386428,tel: 09-256223318","95/H,Waiza Yan Tar Rd.,Ward (3)"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Jams [Manu/Dist],CBL Myanmar Private Ltd.,tel: 09-43066663~7,"4, Pade Wun U Shwe Bin St., Shwe Linban Industrial Zone,"
Yangon Region,Pabedan(Pabedan),Jades,Apex [Gaung Gaung],"tel: 01-371069,tel: 09-262635639,tel: 01-240966 Ext.630/581/545,tel: 01-256411 Ext.630/581,tel: 09-5002633,tel: 09-8623221","Nawarat Hall Shed, Rm 113/114/120/119/130, G Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Aung Kyaw Win [U],tel: 09-5115331,"West B Shed, Rm 36, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Aung Nan [Mogoke],"tel: 09-73102527,tel: 01-293657 [Res]","Nawarat Hall Shed, Rm 123, G Flr, Bogyoke Aung San Market,"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],Cherry Business Group,"tel: 01-212226,tel: 01-223505,tel: 09-41003598","72, 1st Flr, 14th St., Lower Block,"
Yangon Region,Pabedan(Pabedan),Jades,A Zu Thit,"tel: 09-254895775,tel: 09-43145595,tel: 09-254440488,tel: 09-799902546","West D Shed, Rm 12, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,AK Ahnanda,tel: 09-73138859,"2 Storey Shed, Rm 27, Bogyoke Aung San Market,"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Than Wai [Ko],"tel: 01-240600 Ext.4141,tel: 09-5163415,tel: 09-5158006","D Shed, Rm E/494, Underground, Thein Gyi Market,"
Yangon Region,Lanmadaw(Lanmadaw),Candles [Manu/Dist],Thitsar Pann Khin,"tel: 01-211233 Ext.323,tel: 09-5165237,tel: 01-210985 [Res]","Rm ER/8, G Flr, Nyaung Pin Lay Plaza,"
Yangon Region,Lanmadaw(Lanmadaw),Candles [Manu/Dist],Lucky Boe Boe,"tel: 09-73056470,tel: 01-211233 Ext.213","Rm G/98/115, G Flr, Nyaung Pin Lay Plaza,"
Yangon Region,Latha(Latha),Paper & Allied Products,Lotus,"tel: 01-251713,tel: 09-5177350,tel: 09-250272201","117, Rm 006, 18th St., Upper Block,"
Yangon Region,Lanmadaw(Lanmadaw),Soaps,Pandar,"tel: 01-225253,tel: 09-420071967","Rm G/35, G Flr, Nyaung Pin Lay Plaza,"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Myint Shwe [Ko] & Zin Mar [Ma],"tel: 09-5053175,tel: 09-448007513 [Res],tel: 01-240600 Ext.4287,tel: 09-49278224 [Res]","D Shed, Rm E/471/478, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Candles [Manu/Dist],"Ohn Pin, Aung Pyi Hae","tel: 01-251156,tel: 01-218220,tel: 01-218221,tel: 09-5502166,tel: 09-5501606","744, Rm B/01/11, G Flr, Lanmadaw St., Lanmadaw Plaza,"
Yangon Region,Latha(Latha),Mosquito Repellent,Shwe Kyauk Taing,"tel: 01-240600 Ext.4732,tel: 09-30002392","D Shed, Rm B/185/190, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Shwe Hinthar,"tel: 09-449252618,tel: 01-242775 Ext.2167,tel: 01-240600 Ext.4323,tel: 01-240600 Ext.4104,tel: 09-73206893","D Shed, Rm E/422, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Candles [Manu/Dist],Shwe Nadi,"tel: 01-240600 Ext.4395,tel: 09-262173021","D Shed, Rm E/482, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Betel Nuts & Assortments,Thein Than,"tel: 09-73903545,tel: 09-255990053,tel: 01-240600 Ext.4159,tel: 01-242775 Ext.3057","D Shed, Rm A/82, Underground, Thein Gyi Market,"
Yangon Region,Latha(Latha),Export & Import Companies,"Sweety Trading Co.,Ltd.","tel: 01-381503,tel: 01-373280,tel: 01-246101,tel: 09-5159622,tel: 09-5185153","633, Maha Bandoola Rd.,"
Hlaing Thar Yar,,,INHOUSE,tel: 09-254455544,"150/151, Bo Aung Kyaw St.,  Shwe Than Lwin Industrial Zone,"
Yangon Region,Botahtaung(Botahtaung),Jades,"Big Boss Gems & Jewellery Co.,Ltd.","tel: 01-256558,tel: 09-43103315","170/176, Rm 801, 8th Flr, Bo Aung Kyaw St., MGW Centre,"
Yangon Region,Pabedan(Pabedan),Jades,Best Boon,tel: 09-979029136,"Central Hall Shed, Rm 89, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Aye Chan Mon,"tel: 09-421010898,tel: 09-780303093","Nawarat Hall Shed, Rm 105, G Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Bam Bain,"tel: 09-5171864,tel: 01-562237","Nawarat Hall Shed, Rm 146, G Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Aye,"tel: 09-5001722,tel: 01-254311 [Res]","Face Wing Shed, Rm 9, Bogyoke Aung San Market,"
Yangon Region,Latha(Latha),Cigarettes [Manu/Dist],"Yin Htwe [Haji, Ko]","tel: 01-250934 Ext.4167,tel: 01-250977,tel: 01-250934 Ext.4142,tel: 01-242775 Ext.2123,tel: 09-5170347,tel: 09-73002228,tel: 09-250141465,tel: 09-5144734","Rm 21, G Flr, D Shed, 24th St., Thein Gyi Market, Face Wing, Ward (8),"
Mingalar Taung Nyunt,အမွတ္ B၆ / B၊ ၄ထပ္ ၊ ယုဇနပလာဇာ၊,,FAVOURITE,"tel: 09-5020460,tel: 01-200747 (Ext; 5049)","B6/B, 4th Flr, Yuzana Plaza,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Candles [Manu/Dist],Win Win,"tel: 01-684091,tel: 01-684092,tel: 01-686162","79, Pade Wun U Shwe Bin St., Industrial Zone (1),"
Yangon Region,Tarmwe(Tarmwe),Soap Cream & Oil,Zaw Min [Ko],tel: 09-5501498,"311, Banyar Dala Rd., Ah Yoe Gone Ward,"
Yangon Region,Mingalardon(Mingalardon),Jades,Bo Bo,"tel: 09-5009019,tel: 09-5115845","25, Ahthan Hlwint Yon St., Kyan Khin Su Ward,"
Yangon Region,Mayangone(Mayangone),Thanakha,Win Win,"tel: 01-683537,tel: 01-686162,tel: 09-31589413,tel: 09-771813001","G/79, Sein Pan St., Bayint Naung Warehouses,"
Yangon Region,Pabedan(Pabedan),Jades,Aung Pan,"tel: 09-250274607,tel: 09-784860612","Nawarat Hall Shed, Rm 134, Bogyoke Aung San Market,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Kyi Hmwe [Daw],"tel: 01-249100,tel: 09-5021245","D Shed, Rm C/335/336, Underground, Thein Gyi Market,"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],Kyin Thein [U]+Aye Thit [Daw],"tel: 01-221644,tel: 09-5017298,tel: 09-5155358,tel: 09-73155607","40,War Dan St.,Lower Block"
Yangon,Mingalardon(Mingalardon),Jades,AVA,"tel: 01-533030 Ext.217,tel: 01-642324,tel: 01-646436 [Off]","Rm 11,1st Flr,Airport Rd.,Yangon Int'l Airport (Departure Lounge)"
Yangon Region,Lanmadaw(Lanmadaw),Cigarettes [Manu/Dist],Tin Mya [U],"tel: 01-211015,tel: 09-421040493,tel: 09-790573295,tel: 09-253968210","41, 16th St., Lower Block,"
Yangon Region,Pabedan(Pabedan),Jades,Ayeyarwady Jewellery [Mogoke],"tel: 01-388917,tel: 09-73097308,tel: 09-252668211","East C Shed, Rm 50, Bogyoke Aung San Market,"
Yangon Region,North Okkalapa (North Okkalapa ),Jams [Manu/Dist],Kaung,"tel: 09-5146048,tel: 01-695321","22, Kanaung Min Thar Gyi St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,Thingangyun(Thingangyun),Jams [Manu/Dist],"Htoo Mar & Pop Pop Co.,Ltd.","tel: 09-5122419,tel: 01-571352,tel: 09-795221128","25, Waiza Yan Tar Rd., Mi Gyaung Kan Ward (3),"
Yangon Region,North Okkalapa (North Okkalapa ),Jams [Manu/Dist],Ko Gyi,"tel: 09-5077230,tel: 09-5010433,tel: 09-5020265,tel: 01-9691917,tel: 01-9690579","10, Bayint Naung St., Industrial Zone,"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],Hon Lay [U],"tel: 01-245511,tel: 01-2300988,tel: 01-2301002,tel: 01-2301001,tel: 09-5127550","159/163, Lanmadaw St., Middle Block,"
Yangon Region,South Dagon(South Dagon),Jams [Manu/Dist],Five Star,"tel: 09-5118874,tel: 01-8100437","2795/2796, Latha St., Industrial Zone (2),"
Lanmadaw,,,Thein Shwe War,"tel: 01-229453,tel: 09-73245303","56,G Flr,Phone Gyee St., Middle Block,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Jams [Manu/Dist],Golden Duck,"tel: 09-5016711,tel: 09-73134255","18/3, Bogyoke Aung San St., Ward (5),"
Hlaing,အမွတ္ ၂၁၈/C၊ ဓမၼသုခေက်ာင္းလမ္း၊ (၁၃)ရပ္ကြက္၊,,Acconcept,"tel: 09-5127825,tel: 09-262125765","218/C, Dhama Thukha Kyaung St., Ward (13),"
Yangon Region,Lanmadaw(Lanmadaw),Candles [Manu/Dist],Win Win,"tel: 01-228051,tel: 01-211085","Rm A/1, G Flr, Nyaung Pin Lay Plaza,"
Yangon Region,Pabedan(Pabedan),Jades,Aye Aye Thwe [Daw],"tel: 09-5116756,tel: 01-691580 [Res]","Nawarat Hall Shed, Rm 132, G Flr, Bogyoke Aung San Market,"
Yangon Region,Kamayut(Kamayut),Jeans Stores,B.Cool,"tel: 01-527884 Ext.2048,tel: 09-73218954","Rm B/111, 1st Flr, Junction Square,"
Yangon Region,North Okkalapa (North Okkalapa ),Jeans Stores,Jungle Lion,tel: 09-799473599,"522, Taung Ngu St., Shwe Paukkan Ward (16),"
Yangon Region,Dagon(Dagon),Jades,Colourful Jade & Jewellery,"tel: 09-450027018,tel: 09-972637388","Rm G/43, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Yangon Region,Thaketa(Thaketa),Jams [Manu/Dist],Kyaw Tun Myat,"tel: 09-5121338,tel: 09-785121338,tel: 01-450145","678, Zaw Ta Yone St., Infront Of B.E.P.S (3), Ward (2-South),"
Yangon Region,Pabedan(Pabedan),Jades,Colourful,"tel: 09-5018688,tel: 09-5126388,tel: 01-240966 Ext.423,tel: 01-256411 Ext.423,tel: 01-251440","North Wing Shed, Rm 1/2, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Compliance Success Jade & Jewellery,"tel: 01-245624,tel: 09-5151951","Face Wing Shed, Rm 24, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Jeans Stores,DJ,"tel: 09-5095288,tel: 09-41006973","12,Rm C/1,G Flr,Yangon-Insein Rd.,Near Kalar Kyaung Bus Stop,Ward (3)"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Jeans Stores,Aung Ko [U],tel: 09-5163291,"Rm 664, Yar Yee Mingalar Market,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Shwe Min Thamee,"tel: 01-240600 Ext.4649,tel: 09-31059689,tel: 09-252112706,tel: 09-795352406","D Shed, Rm B/231/232, Underground, Thein Gyi Market,"
Yangon Region,Mayangone(Mayangone),Jades,"City Kyi Ye Co.,Ltd.","tel: 01-656344,tel: 01-1223260","A/7, Min Dhama Rd., Min Dhama Housing,"
Yangon Region,Tarmwe(Tarmwe),Jeans Stores,Jean Express,"tel: 09-5067757,tel: 09-974585100","Rm 309, 3rd Flr, United Living Mall,"
Yangon Region,Pabedan(Pabedan),Jades,Colourful,"tel: 09-5018688,tel: 09-5126388,tel: 01-251440,tel: 01-240843","North Wing Shed, Rm 14/A, Bogyoke Aung San Market,"
Yangon Region,North Okkalapa (North Okkalapa ),Jams [Manu/Dist],"Shin Ma, Oo Oo, KK","tel: 01-695513,tel: 01-695009,tel: 01-695003","40, Bagan Rd., Shwe Pauk Kan Industrial Zone,"
Lanmadaw,အမွတ္ ၈၅/၈၆၊ ဝါးတန္းလမ္း၊ ဗဟိုစည္အိမ္ရာ၊,,Three Red Stars Trading,"tel: 01-228456,tel: 01-228457,tel: 09-254118527","85/86, War Dan St., Bahosi Housing,"
Ahlone,အမွတ္ ၆၇၊ ေက်ာင္းလမ္း၊,,Uniq Design & Furniture,"tel: 01-225374,tel: 09-774288801,tel: 09-774288802","67, Kyaung St.,"
Mingalar Taung Nyunt,,,Shwe Yune Mie,"tel: 01-200747 Ext 5600,tel: 09-73027814","4th Flr,Banyar Dala Rd., Yuzana Plaza,"
Mayangone,အမွတ္ ၁၅(A-၃)၊ အခန္း C - ၈၀၁၊ ကမ႓ာေအးဘုရားလမ္း၊ Near of Inya Yeik Thar St၊,,U Khin Mg Win (Scence & Vito Furniture),"tel: 01-667919,tel: 01-557494","15(A-3), Rm C-801, Kaba Aye Pagoda Rd., Near of Inya Yeik Thar St,"
South Okkalapa,အမွတ္ ၉၇၂၊ ရတနာလမ္း၊,,Shine,"tel: 09-420044164,tel: 09-73074956","972, Yadanar Rd.,"
Yangon Region,Ahlone(Ahlone),Jams [Manu/Dist],Shan Ma,"tel: 01-2300573,tel: 09-5013908,tel: 01-2300574,tel: 01-220227,tel: 09-73165423,tel: 09-73027095,tel: 09-5028250,tel: 09-971669202","5, Thazin St., Saw Yan Paing (East) Ward,"
Yangon Region,Pabedan(Pabedan),Jades,Cheng Xin,"tel: 09-420107022,tel: 09-5162588","Nawarat Hall Shed,Rm 25,G Flr,Bogyoke Aung San Market"
Hlaing,အမွတ္ ၁၈၉/B၊ သုခလမ္း၊ ၅၂nd Sub St၊,,"Shwe Pin Lel Trading Co., Ltd.","tel: 01-521506,tel: 01-524190","189/B, Thukha St., 52nd Sub St,"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],Phyu Phyu [Ma],"tel: 09-5192223,tel: 09-790144176","804, Maha Bandoola Rd.,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Pyit Tine Htaung,"tel: 01-242775 Ext.2191,tel: 09-73167698","D Shed, Rm E/500/A, Underground, Thein Gyi Market,"
Yangon Region,North Okkalapa (North Okkalapa ),Jams [Manu/Dist],Shue Shel,"tel: 01-695286,tel: 01-695288,tel: 01-695340,tel: 09-5008516,tel: 09-5180753","29/30, U Phoe Hlaing St., Shwe Pauk Kan Industrial Zone,"
Hlaing Thar Yar,အမွတ္ ၂၀၊ စက္မႈဇံု (၄)၊ Mya Waddy Min Gyi St၊,,"Smart Home Furniture Co.,Ltd.","tel: 01-710283,tel: 01-685451,tel: 09-73241540","20, Industrial Zone (4), Mya Waddy Min Gyi St,"
Yangon Region,Ahlone(Ahlone),Jams [Manu/Dist],Nagar Nyi Naung/Kyar Gyi,"tel: 01-223334,tel: 09-5113355,tel: 01-703629","52, Saddan St., Corner of Kwin Kyaung St.,Sin Min Ward,"
Yangon Region,Thingangyun(Thingangyun),Jeans Stores,Fashion Express,"tel: 01-566080 Ext.454,tel: 01-8551483,tel: 01-8562142","2nd Flr, AKK Shopping Mall,"
Yangon Region,South Dagon(South Dagon),Jams [Manu/Dist],Royal Topstars,"tel: 09-798030377~378,tel: 09-5004785","467~481, Tine Tar Min Gyi St., East Dagon Industrial Zone (2),"
Yangon Region,Pabedan(Pabedan),Jades,Bonanza,tel: 09-73022256,"North Wing Shed, Rm 9, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Bosoonpat,tel: 01-253023,"56/58,Bo Soon Pat St.,Lower Middle Block"
Yangon Region,South Dagon(South Dagon),Jams [Manu/Dist],Maung,"tel: 01-543156,tel: 01-709252","301/302, Pan Hlaing St., Industrial Zone (2),"
Yangon Region,Dagon(Dagon),Ice Cream,Honey Bee,tel: 09-787319218,"Sein Gay Har Shopping Centre,"
Yangon Region,Pabedan(Pabedan),Jades,Butterfly's Jewel,"tel: 09-423741164,tel: 09-91047442,tel: 09-256356629","Inner Face Wing Shed, Rm 97, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Ice Cream,Hnin Yeik,tel: 09-31287943,"16/B, Thura St., Ward (9),"
Yangon Region,Yankin(Yankin),Ice Cream,Hla Thein [Ko],"tel: 01-556282,tel: 09-253855640,tel: 09-420259533","Bldg 10, Rm 11, 1st Flr, Yan Aye St., Shwe Ohn Pin Housing (1),"
Yangon Region,Pazundaung(Pazundaung),Ice Cream,Hla,"tel: 01-200475,tel: 09-5095343,tel: 09-73195829","58, Tar Wa Tein Thar St., Upper Middle Block,"
Yangon Region,Tarmwe(Tarmwe),Ice Cream,Hi,tel: 09-5043388,"46,Thadi Pahtan St.,Kyarr Kwet Thit Ward"
Yangon Region,South Dagon(South Dagon),Jams [Manu/Dist],Thuta,"tel: 01-590414,tel: 09-73132696,tel: 09-5132696","1533, May Kha 2nd St., Industrial Zone (2),"
Yangon Region,Pabedan(Pabedan),Jams [Manu/Dist],Tin [Daw],"tel: 09-73211334,tel: 01-370622 Ext.398","A Shed, Rm 579, Thein Gyi Market,"
Yangon Region,Ahlone(Ahlone),Jams [Manu/Dist],Tin Cho Family,"tel: 01-211340,tel: 01-2300098","141, Lower Kyee Myin Daing Rd., Saw Yan Paing (East) Ward,"
Yangon Region,Insein(Insein),Jams [Manu/Dist],Too Lay,"tel: 09-421000677,tel: 09-73156367,tel: 09-36220117","527, Zeyar Thiri St., Sint Ngu Ward,"
Bahan,,,Smart Modern Furniture,"tel: 09-5164237,tel: 09-31653998,tel: 09-420031245","161, West Race Course Rd.,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Jeans Stores,Aung,"tel: 01-200747 Ext.1243,tel: 09-5192078","Rm I-39/40, G Flr, Yuzana Plaza,"
Yangon Region,Pabedan(Pabedan),Jades,Ever Luck,"tel: 09-5068259,tel: 09-254006606","Nawarat Hall Shed, Rm 4, G Flr, Bogyoke Aung San Market,"
North Okkalapa,က်န္စစ္သားလမ္း၊,,Asia Wood,"tel: 01-685140,tel: 09-73243839","20/E, Kyan Sit Thar St.,"
Yangon Region,Thaketa(Thaketa),Furniture Marts,Chindits Furniture,"tel: 09-252641430,tel: 09-5145900","8/10, Nawarat Garden 6 St.Nawarat Pat Rd.10/North Quarter,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Mingalar Kyaw,tel: 09-453410988,"D Shed, Rm B/145, Underground, Thein Gyi Market,"
Yangon Region,South Dagon(South Dagon),Furniture Marts,Golden Horse,"tel: 09-785034152,tel: 09-5034152,tel: 09-965034152","44, Tine Tar Min Gyi St., Corner of Yoma Yeik Thar St., East Dagon Industrial Zone (2),"
Botahtaung,အမွတ္ ၁၆၃/၁၆၉၊ မဟာဗႏၶဳလလမ္း၊ (၅၄)လမ္း ေထာင့္၊,,Hla Bayin,"tel: 01-397466,tel: 09-791089122,tel: 09-791089133","163/169, Maha Bandoola Rd., Corner of 54th St.,"
Yangon Region,Pabedan(Pabedan),Jades,Breeze,tel: 09-73954843,"Super World 2 Shed, Rm 9, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Emerald Rays,"tel: 09-5106298,tel: 09-250270028","Diamond Empire Hall Shed, Rm A/8/9, Bogyoke Aung San Market,"
Tarmwe,,,No-1,"tel: 09-420711996,tel: 01-544007,tel: 09-260034988","Bldg 42, G Flr, East Race Course Rd.,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Furniture Marts,New Look,"tel: 09-5017087,tel: 01-684574","22, U Shwe Ohe Lane (2), Industrial Zone (2),"
Hlaing Thar Yar,,,Jaguar(Blue Bird),"tel: 01-685581,tel: 01-703022","141,  Industrial Zone (1),  U Shwe Bin St,"
Yangon Region,Pabedan(Pabedan),Jades,Cui Zhi He,"tel: 09-5080898,tel: 09-5022943,tel: 09-448011808","West Wing Shed, Rm 128, Bogyoke Aung San Market,"
Yangon Region,Dagon(Dagon),Jades,Cui Zhi Gems & Jade,"tel: 09-448011808,tel: 09-5080898","Rm G/37, Underground, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Tarmwe,,,Sweet Furniture Mart,"tel: 01-200747 Ext: 4039,tel: 01-206093,tel: 09-5081182","A- 26 / 27, 3rd Flr, Banyar Dala Rd.,  Yuzana Plaza,"
Ahlone,,,U.S.T,"tel: 09-5178798,tel: 09-73120623,tel: 09-259267039","12, Padaythar St., Saw Yan Paing (South) Ward,"
Yangon Region,Pabedan(Pabedan),Jades,Ekarit,"tel: 01-295024,tel: 09-5155650","Central Hall Shed, Rm 41, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Eastern Jade,"tel: 09-31286402,tel: 01-385071 [Res],tel: 01-245482 [Res],tel: 09-261900021","Nawarat Hall Shed, Rm 19, G Flr, Bogyoke Aung San Market,"
Ahlone,,,Lin Win Company Limited,"tel: 01-228475,tel: 01-229529","89, Hnin Si Gone St.,"
Yangon Region,Lanmadaw(Lanmadaw),Jades,Dream,"tel: 09-31100198,tel: 09-783618473","777, Maha Bandoola Rd.,"
Insein,အမွတ္ ၁/B၊ ဗဟိုလမ္း၊ အင္းစိန္ပန္းျခံ၊,,Jusco,"tel: 09-5037636,tel: 09-965037636","1/B, Baho Rd., Insein Park, Infront of Railway Football Stadium,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Thar Cho,tel: 01-240600 Ext.4639,"D Shed, Rm E/470, Underground, Thein Gyi Market,"
Yangon Region,Botahtaung(Botahtaung),Furniture Marts,Lucky Grass Company Limited.,"tel: 09-961181168,tel: 01-392773,tel: 09-421130627","440/446, Rm 8-B, Merchant Rd., Corner of 44th St.,"
South Okkalapa,,,Mya Nan Pon,"tel: 09-5118327,tel: 09-5009694","520, Waiza Yan Tar Rd., Between Parami Rd. and Thitsar Rd.,"
Yangon Region,Mingalardon(Mingalardon),Furniture Marts,Excellent Office Automation,"tel: 09-252428866,tel: 09-252428855","16/17, Industrial Zone extentaion (1),"
Thingangyun,အမွတ္ ၂၁၄၊ ေဝဇယႏၲာလမ္း၊ ၁၆/၂ရပ္ကြက္၊,,Do Ko Mo,"tel: 09-250170401,tel: 09-73000737","214, Waiza Yan Tar Rd., 16/2 Ward,"
Yangon Region,Dagon(Dagon),Furniture Marts,"Office Culture Co., Ltd.","tel: 09-254014097,tel: 09-259455550,tel: 09-259455554","Rm 4031/4033, 4th Flr, Pyay Rd., Taw Win Centre,"
