name,street,township,contact,state,Category
Sin Min,"Rm G-48,G Flr,Yuzana Plaza",Mingalar Taung Nyunt,,Yangon Region,Apparel
Sin Min,"128, Bogalay Zay St., Lower Middle Block,",Botahtaung," 01383822, 0936683636, 095182946",Yangon Region,Apparel
Soe Sandar,"Rm 137,G Flr,Mingalar Market",Mingalar Taung Nyunt," 0973127497, 095181308",Yangon Region,Apparel
Shwe Zin Aye,"B Shed, Rm 35, Thein Gyi Market,",Pabedan, 01377338,Yangon Region,Apparel
Shwe Yee Win,"B Shed, Rm 3, Thein Gyi Market,",Pabedan," 01377328, 0973183566",Yangon Region,Apparel
Than Than Ni,"Rm 204/G/3, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt, 095176278,Yangon Region,Apparel
Than Win [U],"Rm 517,2nd Flr,Mingalar Market",Mingalar Taung Nyunt, 095171688,Yangon Region,Apparel
Than Soe [Ko] & Brothers,"Rm 448, 4th Flr, Shwe Mingalar Market, Car Parking (2),",Mingalar Taung Nyunt," 0973071230, 0973255370",Yangon Region,Apparel
Than Soe [Ko] & Brothers,"Rm 617,G Flr,Mingalar Market",Mingalar Taung Nyunt," 095102170, 0973255370, 0973071230, 01389694 [Res]",Yangon Region,Apparel
Than Than Htoo Aung,"34, Bogyoke Aung San Rd.,",Pazundaung," 01297269, 095141890, 09421042822",Yangon Region,Apparel
Than Than Ni,"Rm 263,G Flr,Mingalar Market",Mingalar Taung Nyunt, 095176278,Yangon Region,Apparel
Thamee Taw,"B Shed, Rm 332, Thein Gyi Market,",Pabedan," 012300796, 01371822 Ext.408",Yangon Region,Apparel
Taw Win Nan,"Bldg A/4, Rm 004, Hnin Si St., Yuzana Mingalar City Housing,",Tarmwe," 0973056363, 096805164",Yangon Region,Apparel
Than Soe & Brothers,"Rm 17, Taw Win Plaza,",Mingalar Taung Nyunt," 01389694, 0973255370, 0973071230",Yangon Region,Apparel
Theint [Ma],"502, Min Ye Kyaw Swar St., Corner of Min Ye Kyaw Swar 3rd St., Ward (7),",South Okkalapa ," 09420260218, 09252141095",Yangon Region,Apparel
Theingi Shwe Sin,"B Shed, Rm 160, Thein Gyi Market,",Pabedan," 01245152, 01370622 Ext.695, 01371822 Ext.695",Yangon Region,Apparel
Thidar Nay Win [Daw],"Rm 6/B, Tat Phwet St., B.E.H.S (5), Ah Naw Mar Ward (1),",Thaketa, 09254105991,Yangon Region,Apparel
Thein Aung [U],"B Shed, Rm 218, Thein Gyi Market,",Pabedan," 01382600 Ext.281, 095504908",Yangon Region,Apparel
Tharaphu,"B Shed, Rm 204, Thein Gyi Market,",Pabedan," 09421112168, 095089238, 01370622 Ext.426",Yangon Region,Apparel
Taw Win Thazin,"Rm 434/435,G Flr,Mingalar Market",Mingalar Taung Nyunt," 095104900, 0973034378",Yangon Region,Apparel
Thayet Thee [Kaung Htet],"B Shed, Rm 201/202, Thein Gyi Market,",Pabedan," 01245369, 0973202991, 01243306 [Res]",Yangon Region,Apparel
Thein Tun [U],"B Shed, Rm 42/44, Thein Gyi Market,",Pabedan," 0973201690, 01391191 [Res], 01370622 Ext.550/440",Yangon Region,Apparel
Thein Aung [Ko],"B Shed, Rm 320, Thein Gyi Market,",Pabedan," 0943202072, 095170439, 01382600 Ext.268",Yangon Region,Apparel
Tharaphi,"Rm 515,G Flr,Mingalar Market",Mingalar Taung Nyunt, 095405338,Yangon Region,Apparel
Thar Lin Aung,"B Shed, Rm 298, Thein Gyi Market,",Pabedan," 098627753, 01371822 Ext.612, 09963190225",Yangon Region,Apparel
Tun Yadanar,"B Shed, Rm 230, Thein Gyi Market,",Pabedan," 0932384817, 01210292 [Res]",Yangon Region,Apparel
Tun Family,"Rm 265/G/4, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt," 09421054267, 09250237576",Yangon Region,Apparel
Tun Family,"Rm 209,G Flr,Mingalar Market",Mingalar Taung Nyunt," 01555047, 09421054267, 09250237576",Yangon Region,Apparel
Ton Ton Chan,"B Shed, Rm 183/185, Thein Gyi Market,",Pabedan," 09423722106, 095004459, 095168298, 01252949, 01370622 Ext.466, 01371822 Ext.668",Yangon Region,Apparel
Twin,"Rm 50/51, Kauk Lyin St., Thuwana/29 Ward,",Thingangyun, 01569794,Yangon Region,Apparel
Thukhitar,"144, Ka 6th St., Myo Thit (Ka/Kha) Ward,",Insein, 09254343240,Yangon Region,Apparel
Thitsar Pann,"554/B, Thura St., Ward (9),",South Okkalapa ," 0973191556, 0931024135",Yangon Region,Apparel
Thukha Myittar,"Rm 74, G Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 098502325, 0943155934, 09250451969",Yangon Region,Apparel
Thin Thin Swe,"763, Maha Bandoola Rd.,",Lanmadaw," 09425026206, 09250676681, 09250665915",Yangon Region,Apparel
Thidar [Ma],"Rm SP-4/6/F-43/44, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1991/1644/1238, 01205365, 01557595",Yangon Region,Apparel
Yadanar Soe Moe [Maung Maung Jun],"Rm A-21/42/43/B-43/D-50/G-38/E/F-51, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095114467, 0943067216, 01200747 Ext.1183/1236/1002/1442/1028/1755",Yangon Region,Apparel
Win,"578, May Darwi Rd., Za Myin Zwel Ward,",North Okkalapa ," 095198523, 019699830",Yangon Region,Apparel
Uncle Lay,"451, Thein Phyu Rd., Kan Daw Kalay (South) Ward,",Mingalar Taung Nyunt, 09250014369,Yangon Region,Apparel
U Gyan,"Bldg 8, Rm 006/007, Sabei St., Yuzana Mingalar City Housing,",Mingalar Taung Nyunt," 019000191, 01298347",Yangon Region,Apparel
Win Myint [Daw],"B Shed, Rm 263, Thein Gyi Market,",Pabedan," 0973043556, 01391211 [Res]",Yangon Region,Apparel
Yadanar Soe Moe,"Rm A-43/B-43,G Flr,Yuzana Plaza",Mingalar Taung Nyunt,,Yangon Region,Apparel
U Chan,"Rm 547/548, Mingalar Market [Temporary],",Mingalar Taung Nyunt, 095170520,Yangon Region,Apparel
Win Than [Ko],"Rm 234,G Flr,Mingalar Market",Mingalar Taung Nyunt," 01296717, 0973203794, 0973026022",Yangon Region,Apparel
U Ba Jyan,"Rm 107, G Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 09257007660, 095136900",Yangon Region,Apparel
Yadanar Min,"Rm 356/405,G Flr,Mingalar Market",Mingalar Taung Nyunt, 0973008872,Yangon Region,Apparel
Zar Li,"Rm 355,G Flr,Mingalar Market",Mingalar Taung Nyunt, 0973003144,Yangon Region,Apparel
Zaw Hmine,"163, Rm 1, G Flr, Bogyoke Aung San Rd.,",Botahtaung," 01294311, 095056754",Yangon Region,Apparel
Yoon Poe Eain,"987, Bayint Naung Rd., Ward (10),",Shwe Pyi Thar," 09420302536, 0973197484",Yangon Region,Apparel
Yin Yin [Mya Kyar Phyu],"Bldg 8, Rm 006/007, Sabei St., Yuzana Mingalar City Housing,",Mingalar Taung Nyunt," 01298374, 019000191",Yangon Region,Apparel
Y  Nyi Naung,"Rm 481, Yar Yee Mingalar Market,",Mingalar Taung Nyunt, 095059213,Yangon Region,Apparel
Yin Yin,"Rm 61/62,G Flr,Mingalar Market",Mingalar Taung Nyunt," 01203040, 01298374",Yangon Region,Apparel
ZZZ,"Rm 53,2nd Flr,Mingalar Market",Mingalar Taung Nyunt," 09425293683, 09402622612",Yangon Region,Apparel
Aung Lan Htoo,"Rm 1, Thamain Bayan St., Near Pathein Nyunt CNG Gas Shop Room, Pathein Nyunt Ward,",Mingalar Taung Nyunt," 01544881, 09420100115, 098526504, 09425033246",Yangon Region,Construction
Aung Htate,"Thamain Bayan St.,Corner of Pathein Nyunt 4th St.,Co-operative Compound,Pathein Nyunt Ward",Mingalar Taung Nyunt," 01543289, 0973083376",Yangon Region,Construction
Aung Family,"824, Thu Zi Tar St., Corner of Oak Pon Seik St.,Ward (2),",North Okkalapa ," 095017340, 095118361",Yangon Region,Construction
Annawah Min,"13, U Wisara Rd., Near Mahar Myaing Housing, Ward (41),",North Dagon," 095113361, 0973026680, 0973162628",Yangon Region,Construction
Chan Myae Aung,"Rm 2/3, Thamain Bayan St., Pathein Nyunt Ward,",Mingalar Taung Nyunt," 01543583, 01545510, 098632715, 095109860",Yangon Region,Construction
Aung Si Taw,"Thamain Bayan St.,Corner of Pathein Nyunt 4th St.,Co-operative Compound,Pathein Nyunt Ward",Mingalar Taung Nyunt," 0973133723, 09450034814",Yangon Region,Construction
Aung Su Myat,"Rm 1/2, Thamain Bayan St., Pathein Nyunt Ward,",Mingalar Taung Nyunt," 01548847, 095012597",Yangon Region,Construction
Ngwe Win [Daw] & Sons,"Rm 10/11, Thamain Bayan St., Corner of Pathein Nyunt 6th St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 0943087992, 09251023358, 01701213, 098617602, 0973054443",Yangon Region,Construction
Ngwe Oak Aww,"Thamain Bayan St., Corner of Pathein Nyunt 7th St., Pathein Nyunt Ward,",Mingalar Taung Nyunt," 0973056779, 0930199743",Yangon Region,Construction
Nan Htike Aung,"Rm 3, Thamain Bayan St., Corner of Pathein Nyunt 7th St.,Infront Of CNG Filling Station, Pathein Nyunt Ward,",Mingalar Taung Nyunt," 0973020431, 09976208061",Yangon Region,Construction
Myittar Thitsar,"Thamain Bayan St.,Corner of Pathein Nyunt 4th St.,Co-operative Compound,Pathein Nyunt Ward",Mingalar Taung Nyunt," 01548089, 095108216, 01578647 [Res], 0930194100",Yangon Region,Construction
Miba Myittar,"774/A,Lower Mingalardon Rd.,Aung San Ward",Insein, 09420272087,Yangon Region,Construction
Lamin [1],"489, Kyaikkasan Rd., Tarmway Gyee (Kha) Ward,",Tarmwe," 09795962708, 0973030688",Yangon Region,Construction
Ngwe Win [Daw] & Sons,"Rm D, Thamain Bayan St., Corner of Pathein Nyunt 5th St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 095118635, 095048630, 09788217229, 09250028228, 09420180589",Yangon Region,Construction
Kaung Pyae,"8/B, Anawrahta Rd., Ward (11),",Hlaing Thar Yar," 0943052079, 09250525813",Yangon Region,Construction
Ngwe Kaung Kin,"12/B, Thamain Bayan St., Corner of Pathein Nyunt 6th St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 095107606, 095144505, 0973154805, 01201831 [Res]",Yangon Region,Construction
Sithu,"32, Baho Rd., Corner of 8th St.,Ward (16),",Hlaing," 0973198936, 0973089636",Yangon Region,Construction
Ever,"Rm 3/4/5, Thamain Bayan St., Pathein Nyunt Ward,",Mingalar Taung Nyunt," 01555345, 01544915, 01430844, 0973034686, 0973072390",Yangon Region,Construction
Swe Eain Taw,"Thamain Bayan St.,Corner of Pathein Nyunt 7th St.,Pathein Nyunt Ward",Mingalar Taung Nyunt," 01706143, 098612270",Yangon Region,Construction
Shwe Than Lwin,"806,Maung Makan Kan Thar Rd.,Ward (18)",South Dagon," 0943098371, 09450001029, 095041254, 0973073667",Yangon Region,Construction
Soe Family,"Rm 2, Thamain Bayan St., Near Pathein Nyunt CNG Gas Shop Room, Pathein Nyunt Ward,",Mingalar Taung Nyunt," 09420228313, 09420304118",Yangon Region,Construction
Shwe Lin Latt,"Rm 6, Thamain Bayan St., Corner of Pathein Nyunt 7th St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 095150880, 0973086541, 0943124709",Yangon Region,Construction
Sein Family,"14, Thamain Bayan St., Corner of Pathein Nyunt 6th St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 0973225735, 095036427, 095093271, 0973134019, 01547073 [Res]",Yangon Region,Construction
Sann,"Rm 7, Thamain Bayan St., Corner of Pathein Nyunt 7th St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 095115684, 0973036896, 09250948929",Yangon Region,Construction
Ngwe Khaung Laung,"3, U Chit Maung Rd., Corner of Yadanar St.,Saya San (South) Ward,",Bahan, 09421112944,Yangon Region,Construction
S.E.1 Pin Yin,"246, Aung Zeya St., Ward (26),",South Dagon," 095071054, 09423730691",Yangon Region,Construction
Par Par [U],"16/17,Yangon-Insein Rd.,Near Thamaing Junction,Ward (3)",Mayangone," 09250755889, 095117384, 01655012, 01666942",Yangon Region,Construction
Pyone Maung Maung,"114, Pyi Htaung Su Rd., Near Thit Sai Curve Bus Stop, Ward (25),",South Dagon," 01706559, 01708724, 01591703, 095173445, 09425033222",Yangon Region,Construction
Toe Tet Aung,"219, Si Pin Rd., Ward (18),",South Dagon," 0973070673, 09453430661",Yangon Region,Construction
Thein Kabar & Thein Oo [Ko],"Thamain Bayan St., Corner of Pathein Nyunt 3rd St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 0973042951, 095112008, 01553760, 09975112008",Yangon Region,Construction
Taw Win,"12/94, Lower Mingalardon Rd., Da Nyin Gone Ward,",Insein," 01643871, 095100367, 09420293292",Yangon Region,Construction
Thurein Win,"Rm 4/5, Thamain Bayan St., Pathein Nyunt Ward,",Mingalar Taung Nyunt," 01548701, 095500414, 0973003390, 0949585756, 0973228528",Yangon Region,Construction
Win Tun,"Thamain Bayan St.,Corner of Pathein Nyunt 8th St.,Pathein Nyunt Ward",Mingalar Taung Nyunt," 0973195005, 09250491791, 09798170864",Yangon Region,Construction
Yadanar Aung,"1, Thamain Bayan St., Corner of Pathein Nyunt 2nd St.,Pathein Nyunt Ward,",Mingalar Taung Nyunt," 01555665, 095074578, 09250141779, 0931273204, 09256199199",Yangon Region,Construction
Yadanar Tun,"3 Shed, Rm 10, Thamain Bayan St., G.E.C Compound,",Mingalar Taung Nyunt," 01546236, 01389896, 0973045454",Yangon Region,Construction
Kyaw Maung [U] & Sons,"572, Bagan Rd., Shwe Paukkan (14/7) Ward,",North Okkalapa ," 09250497652, 09421027742",Yangon Region,Construction
Thapyay,"567/B, Sagaing St., Ward (5),",South Okkalapa ," 0973023305, 09421124817",Yangon Region,Equipment & Supplies
Nan Htike,"Rm 25, Yankin Rd., Construction Compound, Ward (1),",Yankin," 09420091055, 09253065646",Yangon Region,Equipment & Supplies
"Modern Grand Media Group Co.,Ltd.","1176, Gant Gaw Yeikthar St., Ward (16/3),",Thingangyun," 09972209777, 09972209555",Yangon Region,Equipment & Supplies
"Moon Star Co.,Ltd.","366, Shwe Bon Tha St., Upper Middle Block,",Pabedan," 01253740, 01250487, 09421164362",Yangon Region,Equipment & Supplies
"Hsin-Thai Int'l Co.,Ltd.","4, Neikban St., Thar Du (East) Ward,",Kyeemyin Daing," 09795905898, 09785053438, 0930331129",Yangon Region,Equipment & Supplies
"GME Servises Co.,Ltd.","424/425, Set Hmu 1st St., East Dagon Industrial Zone (2),",South Dagon," 09250146459, 0930336928",Yangon Region,Equipment & Supplies
Lin Latt,"112, 29th St., Upper Middle Block,",Pabedan," 0973002444, 0973227444",Yangon Region,Equipment & Supplies
Blue Star,"64, 8th St.,",Lanmadaw," 012314664, 09458258236",Yangon Region,Equipment & Supplies
17 Store,"20, 2nd Flr, Pearl St., Pearl Complex, Shwe Taung Gyar Ward (2),",Bahan," 09250570098, 09420278322, 0973135713",Yangon Region,Equipment & Supplies
"Flying Famous Family Co.,Ltd.","170, Myanma Gone Yee St., Between 87th St. and 88th St., Kan Daw Kalay (West) Ward,",Mingalar Taung Nyunt," 095025910, 0973102928, 01383955, 0973033188, 09420070416, 09250509055, 09783525800, 09783525900",Yangon Region,Equipment & Supplies
Ellipia,"Bldg F, Rm 001, G Flr, Thu Mingalar Rd., Thazin Min Yeik Thar,",Thingangyun," 09261598004, 098760377, 09261645173",Yangon Region,Equipment & Supplies
"Shine Box Co.,Ltd.","1250, Chin Dwin St., Industrial Zone (2),",South Dagon," 01594315, 095132604",Yangon Region,Equipment & Supplies
Zinbo,"195, 33rd St., Upper Block,",Kyauktada," 01383761, 0973207746",Yangon Region,Equipment & Supplies
"Sl Light Led & Lighting Accessory Co.,Ltd.","38, Lan Thit St., Lower Block,",Lanmadaw," 09787966608, 09259966608",Yangon Region,Equipment & Supplies
"Star Neon Co.,Ltd. [Neon Sign & Service]","7, Thit Yar St., Corner of Yin Tike St.,Thida Ward,",Kyeemyin Daing," 01700500, 01212700, 0949278105, 0973003913",Yangon Region,Equipment & Supplies
"SYS Cube Co.,Ltd.","Bldg K, Rm 4, Thiri Yadanar Retail/Wholesale Market,",North Okkalapa ," 09788014551, 09788014552, 09260017954",Yangon Region,Equipment & Supplies
Key Star,"8, Than Thu Mar Rd., (Ga-Gyi) Ward,",Thingangyun," 09421099001, 0932341692",Yangon Region,Miscellaneous
Auto Locksmith,"Rm 6, Thitsar Rd., Yankin Education College Shop Room, Ward (11),",Yankin," 0973088121, 0973151710, 0973088121",Yangon Region,Miscellaneous
Htain Win [U],"608, Dhamar Yon St., Ward (11),",Hlaing, 0973257143,Yangon Region,Miscellaneous
PPP,"226~228, Kyaing Ton St., Industrial Zone (1),",South Dagon," 01595272, 0973204739",Yangon Region,Miscellaneous
Maine,"276/B, Tay Oo Yin 1st St., Ward (7),",Hlaing Thar Yar," 0973193073, 09251050802",Yangon Region,Miscellaneous
"Yangon Odyssey Co.,Ltd.","49, Zar Dat Gyi Kyun St., Ward (18),",South Dagon," 0973145256, 09261707754, 09782218382",Yangon Region,Media
"Yangon Odyssey Co.,Ltd.","49, Zar Dat Gyi Kyun St., Ward (18),",South Dagon," 0973145256, 09261707754, 09782218382",Yangon Region,Media
Htate Tan Family,"E Shed, Rm 39, G Flr, Thein Gyi Market,",Latha," 01251450, 09421077799, 01240600 Ext.4552, 0973034291, 01242775 Ext.2066",Yangon Region,Miscellaneous
IF Ko Zaw Lay & Kyaw Lay,"E Shed, Rm 6, 1st Flr, Thein Gyi Market,",Latha," 0973035815, 09254042845, 01242488 Ext.2069, 01376343 [Res]",Yangon Region,Miscellaneous
Hein,"Rm 533, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Mingalar Taung Nyunt," 095097190, 09965097190",Yangon Region,Miscellaneous
Chit [U],"E Shed, Rm 75/81/85, 1st Flr, Thein Gyi Market,",Latha," 095100365, 095136385, 01240600 Ext.4548/4124, 095036385",Yangon Region,Miscellaneous
Gold Is Gold Fancy Decoration Enterprise Ltd.,"163, Kon Zay Dan St., Lower Middle Block,",Pabedan," 095120922, 0973204780, 01242775 Ext.2116, 01386743, 0973158004",Yangon Region,Miscellaneous
Arr Mhan,"49, 26th St., Lower Middle Block,",Pabedan," 01377020, 095261321, 01385955",Yangon Region,Miscellaneous
S.A.S,"Rm C/117,2nd Flr,Shwe Pyae Sone Market",Mingalar Taung Nyunt," 01206206 Ext.3117, 0973011276, 09252395557",Yangon Region,Miscellaneous
S.A.S,"Rm 133,4th Flr,Mingalar Market",Mingalar Taung Nyunt," 095067085, 0973011276",Yangon Region,Miscellaneous
Sein Kabar,"Rm 388/394, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Mingalar Taung Nyunt," 0973013593, 09450584651",Yangon Region,Miscellaneous
Nay La,"968/C, Pyay Rd., Saw Bwar Gyi Gone Ward,",Insein," 01656740, 01651304, 01656743, 01656741, 095109827",Yangon Region,Miscellaneous
"AD Co.,Ltd.","84, Daw Thein Tin St., Kan Daw Kalay (North) Ward,",Mingalar Taung Nyunt," 01394396, 01394698, 01256031, 01394414, 09977921644, 095502773, 095187113",Yangon Region,Miscellaneous
Myo Min [Ko] & Brothers,"E Shed, Rm 29, G Flr, Thein Gyi Market,",Latha," 09254197840, 01240600 Ext.4456, 09450004992",Yangon Region,Miscellaneous
Mingalar,"E Shed, Rm 77/78, G Flr, Thein Gyi Market,",Latha," 095028943, 09785128943, 01240600 Ext.4471, 01376399 [Res], 0973130276",Yangon Region,Miscellaneous
S.A.S,"Rm 579, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Mingalar Taung Nyunt, 01206206 Ext.317,Yangon Region,Miscellaneous
Nay La,"31 Shed, Rm 7, Kyauk Sein 7th St., Sawbwargyi Gone Warehouses,",Insein," 01640001, 0930046913",Yangon Region,Miscellaneous
Naing Family,"E Shed, Rm 42/45, G Flr, Thein Gyi Market,",Latha," 0973097717, 0973162977, 01240600 Ext.4316, 01254371 [Res], 0931061077",Yangon Region,Miscellaneous
"Z & H Int'l Co.,Ltd.","Bldg 24, Rm 01/04, G Flr, Thiri Mingalar Lane (5), Pyi Yeik Mon Housing,",Kamayut," 09798483063, 0973086535, 09250160369",Yangon Region,Miscellaneous
Shwe Kabar,"E Shed, Rm 95, G Flr, Thein Gyi Market,",Latha," 01242488 Ext.3064, 0943076498",Yangon Region,Miscellaneous
Tin Wai [Ko],"22/A, Yadanar Rd., 16/2 Ward,",Thingangyun," 0931692809, 09796149234",Yangon Region,Miscellaneous
SSK Key World,"Rm 73,4th Flr,Mingalar Market",Mingalar Taung Nyunt, 0943133986,Yangon Region,Miscellaneous
Tin Hlaing [U],"E Shed, Rm 86, G Flr, Thein Gyi Market,",Latha," 01240600 Ext.4437, 095150156, 01242775 Ext.2122, 0973155451, 01643727 [Res]",Yangon Region,Miscellaneous
"Univel Myanmar Co.,Ltd.","60/G/1, U Ba Han Lane, Chaw Dwin Gone, Ward (10),",Mayangone," 09968697593~4, 09778324286~7",Yangon Region,Miscellaneous
Win Sein [U] + Khin Lay Myint [Daw],"E Shed, Rm 9/64, G Flr, Thein Gyi Market,",Latha," 09796344669, 01240600 Ext.4553, 01245995 [Res]",Yangon Region,Miscellaneous
"Super Power Electric Industry Co.,Ltd.","G Flr, Shwe Gon Plaza,",Bahan," 01558422, 01558386, 01552594, 018603223, 018603224",Yangon Region,Equipment & Supplies
"Zillion Luck Engineering & Trading Co.,Ltd.","29, Rm B, 1st Flr, Thida St., Say Yoe Dan / Nyein Chan Yay Ward,",Kyeemyin Daing," 09259553355, 09978998985, 09788882049",Yangon Region,Equipment & Supplies
Ever Light [Disco Light],"113, 29th St., Upper Middle Block,",Pabedan," 01372348, 01376933, 098612368",Yangon Region,Equipment & Supplies
"Myanmar Cable Terminals Co.,Ltd.","293, Maha Bandoola Garden St., Upper Block,",Kyauktada," 01371068, 01374086, 01377272, 095134749",Yangon Region,Equipment & Supplies
"Maha Power Myanmar Co.,Ltd.","204, Bawga St., 9 Mile, Ward (5),",Mayangone," 01664344, 0973143488",Yangon Region,Equipment & Supplies
"Gunkul Engineering Supply Co.,Ltd.","437/A, Pyay Rd., Ward (8),",Kamayut," 01502016~18, 01536415, 01534846",Yangon Region,Equipment & Supplies
Thidar,"Rm 132,4th Flr,Mingalar Market",Mingalar Taung Nyunt," 0973551518, 095144831, 095144059",Yangon Region,Equipment & Supplies
Aung Aung,"Rm A/8/9, Myin Taw Thar Rd., Construction Shop Room, Ward (5),",Thaketa," 0973011453, 0973027366, 01540712",Yangon Region,Equipment & Supplies
Aung Nan Taw,"89/B,Saya San St.,Ward (18)",Hlaing Thar Yar,,Yangon Region,Equipment & Supplies
Aung Tun [U],"331, Anawmar St., Corner of Anawmar 8th St.,Ah Naw Mar Ward (1),",Thaketa, 09974072273,Yangon Region,Equipment & Supplies
Family Mart,"Bldg 53, Rm 8/9, Anawrahta Rd., Shwe Kantharyar Shop House,",Hlaing Thar Yar," 09782165026, 095042612",Yangon Region,Equipment & Supplies
Family,"1557/A, Maung Makan Kan Thar Rd., Ward (20),",South Dagon," 0973040614, 012348235",Yangon Region,Equipment & Supplies
Aung Pyae Sone Hein,"J/10, Mingalar St., Phawh Kan Ward,",Insein, 0973075450,Yangon Region,Equipment & Supplies
"Hong Star Int'l Co.,Ltd.","245, Than Thu Mar Rd., Thut Waing Gyee Ward,",Thingangyun," 018550239, 095408603, 095002514",Yangon Region,Equipment & Supplies
"KENWOOD [Dagon Win Win Co.,Ltd.]","Rm 8, Upper Pansoedan Rd., Aung San Stadium (East Wing), Hpa-Sa-Pa-La Ward,",Mingalar Taung Nyunt," 01249551~3, 01249552, 01370861, 01370862",Yangon Region,Equipment & Supplies
KG Hla Myint [U] [Mee Pya Tike],"107, 28th St., Upper Middle Block,",Pabedan," 01381367, 01376063, 095163944",Yangon Region,Equipment & Supplies
Lin Lin,"D Shed, Rm B/26, G Flr, Thein Gyi Market,",Latha," 095025937, 0973042824",Yangon Region,Equipment & Supplies
Mate Sat,"210, Myittar St., Thut Waing Gyee Ward,",Thingangyun," 018550029, 0973178962",Yangon Region,Equipment & Supplies
Lin Yarzar,"264, Kyan Sit Thar St., Corner of Thamaing Butar Yon 11th St.,Ward (1),",Mayangone," 01650204, 095180396",Yangon Region,Equipment & Supplies
Padauk Myaing,"Bldg 21, Rm 001, G Flr, 5th St., Yuzana Garden City Housing, B Block,",Dagon Seikkan," 09252490373, 09250005119",Yangon Region,Equipment & Supplies
Myint Myat Thu,"863, Pin Lon Rd., Ward (36),",North Dagon," 01583029, 0973203434",Yangon Region,Equipment & Supplies
Two Nine Four,"Rm 3, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),",Thaketa, 0973015403,Yangon Region,Equipment & Supplies
