name,street,contact,state,township,Category
"Easy [Myanmar] Travels & Tours Co.,Ltd.","174/176, 1st Flr, Sule Pagoda Rd., Upper Block, Ward (1),"," 01245676, 0973072222, 09265005551~2",Yangon Region,Kyauktada,Travel
"Bagan Princess Int'l Tourism Co.,Ltd.","131, 40th St., Lower Middle Block,"," 01243245, 01372906, 01381089, 01391612, 01398511",Yangon Region,Kyauktada,Travel
"Exotic Myanmar Travels & Tours Co.,Ltd.","225/227, Rm 1504, 15th Flr, Bo Aung Kyaw St., Olympic Tower,"," 01392778~9, 01392482, 01386539, 01378720, 095019851, 095036476, 095141241, 01378721",Yangon Region,Kyauktada,Travel
"Dynamic Myanmar Travels & Tours Co.,Ltd.","516, Ou Yin St., Saya San Ward,"," 095121046, 0973080104, 01554982, 0943095099, 09420042404",Yangon Region,Bahan,Travel
"Dream Paradise Travels & Tours Co.,Ltd.","Bldg 1, Rm 103, 1st Flr, Bayint Naung Rd., Zeyar Mon Housing,"," 019688778, 09420002089, 09420002090",Yangon Region,Mayangone,Travel
"Dandelion Travels & Tours Co.,Ltd.","54, Ahlone Rd., Corner of Baho Rd.,Pyay (West) Ward,"," 012302011, 095172589",Yangon Region,Dagon,Travel
"Dream Land Travels & Tours Co.,Ltd.","206, G Flr, 39th St., Upper Middle Block,"," 01385232, 01377080, 0973113244, 095661603, 095101120",Yangon Region,Kyauktada,Travel
"Crystal World Travels & Tours Co.,Ltd.","171/A, 1st Flr, 38th St., Upper Middle Block,"," 01383368, 095181937",Yangon Region,Kyauktada,Travel
Diamond Thayet Travels & Tours,"41, Thiri Mingalar Lane, Ward (8),"," 01527341, 09253510774, 09961963119, 09786749181",Yangon Region,Hlaing,Travel
"Eastern Shining Star Travels & Tours Co.,Ltd.","284/B, 1st Flr, 40th St., Upper Block,"," 01392685, 0973157452, 09252852063",Yangon Region,Kyauktada,Travel
"Global Vocation Tourism Services Co.,Ltd.","75, 1st Flr, Marlar Myaing 6th St., Ward (16),"," 012305311, 0936677227~9, 09795560096",Yangon Region,Hlaing,Travel
"Global Asia Myanmar Travels & Tours Co.,Ltd.","167, 1st Flr, 38th St., Upper Middle Block,"," 01391619, 01388911, 0949255980, 0943049603, 0943067325, 09450043884, 09250032489",Yangon Region,Kyauktada,Travel
"Global Grace Travels & Tours Co.,Ltd.","37, G and 1st Flr, Baho (East) St., Saya San (North-East) Ward,"," 01549931, 0931101999, 0931070289, 09778555991~2",Yangon Region,Bahan,Travel
"Glorious Myanmar Co.,Ltd.","9, Bldg C/2, Yaw Min Gyi St., Yaw Min Gyi Ward,"," 01242510, 09260336043",Yangon Region,Dagon,Travel
"Gateway [71] Travels & Tours Co.,Ltd.","77, Rm 1, G Flr, 38th St., Lower Middle Block,"," 01249102, 09795321192~5",Yangon Region,Kyauktada,Travel
"Fair & Square Travels & Tours Co.,Ltd.","79,38th St.,Lower Middle Block"," 01377688, 0973005511, 0973002211",Yangon Region,Kyauktada,Travel
"Fairness Travels & Tours Co.,Ltd.","36, Bo Hmu Aung St., Bo Sein Hman Ward,"," 01545119, 01545601, 018603844",Yangon Region,Bahan,Travel
"Gold Backed Travels & Tours Co.,Ltd.","Rm 102, Shwe Gon Daing Rd., Shwe Gon Daing Tower (B),"," 01554307, 01552849, 095142773, 0973087411",Yangon Region,Bahan,Travel
"Firefly Travels & Tours Co.,Ltd.","173, G Flr, 35th St., Upper Middle Block,"," 01391019, 01376168, 01371638, 095026486, 09421015946, 095501519",Yangon Region,Kyauktada,Travel
"Great Star Light Travels & Tours Co.,Ltd.","102, Shwe Hinthar 2nd St., Ward (11),"," 01512314, 09250270670, 09971630608",Yangon Region,Hlaing,Travel
"Golden Win Myanmar Travels & Tours Co.,Ltd.","136, 1st Flr, Sule Pagoda Rd., Upper Middle Block,"," 09250300424, 01373715, 09960757900, 09251034613, 09960757600, 09960757800, 0973083399",Yangon Region,Kyauktada,Travel
"Hantharwaddy Dynasty Travels & Tours Co.,Ltd.","279, 1st Flr, 40th St., Upper Block,"," 01378198, 0973080830, 09420082433, 09260888644, 09260888655",Yangon Region,Kyauktada,Travel
"Great Expedition Travels & Tours Co.,Ltd.","Bldg 6, Rm 201, 2nd Flr, Kha Yae 1st St., Mya Kanthar Housing Complex 2,"," 01530056, 095118592, 0943064767, 09250660502",Yangon Region,Hlaing,Travel
"Golden Gutter Travels & Tours Co.,Ltd.","59, 1st Flr, 37th St., Lower Block,"," 01376419, 095040903, 095077226, 0973169739",Yangon Region,Kyauktada,Travel
Gracious Myanmar Travel Ltd.,"343, 1st Flr, Bo Aung Kyaw St., Upper Block,"," 01374376, 01392552, 01392554",Yangon Region,Kyauktada,Travel
"Great Bamar Travels & Tours Co.,Ltd.","104/112, 2nd Flr, Anawrahta Rd.,"," 01389628, 09450029517",Yangon Region,Kyauktada,Travel
"Golden Ambrosia Travels & Tours Co.,Ltd.","101, Rm 10, 2nd Flr, Kan St., Ward (10),"," 01534484, 095321442",Yangon Region,Hlaing,Travel
"Libra Life Travels & Tours Co.,Ltd.","164, 2nd Flr, 38th St., Upper Middle Block,"," 01375148, 09250088748",Yangon Region,Kyauktada,Travel
"M.A.P Co.,Ltd.","226/232, Rm 202, 2nd Flr, 36th St., Upper Block,"," 0943151485, 0973202229",Yangon Region,Kyauktada,Travel
"Magado Travels & Tours Co.,Ltd.","165/167, 2nd Flr, 35th St., Upper Middle Block,"," 01381200, 01204020, 01204200, 01700541, 0986323435",Yangon Region,Kyauktada,Travel
"Jade Castle Travels & Tours Co.,Ltd. [Jade Castle Group]","Rm 802, 8th Flr, Shwe Dagon Pagoda Rd., MWEA Tower,"," 01393450, 01388766, 09256178569, 09256178568, 09250484822, 01375903",Yangon Region,Dagon,Travel
"M.E.P Travels & Tours Co.,Ltd. [Myanmar El Dorado Paradise]","Bldg F, Kan St., Kan Yeik Mon Condo,"," 01505929, 01664476, 09421127069, 09425319415, 0973174886",Yangon Region,Hlaing,Travel
"Journeys Princess Myanmar Travels & Tours Co.,Ltd.","8, Aung Thukha 1st St., Ward (6),"," 01706355, 09421101424, 0973145835, 09252030997",Yangon Region,Mayangone,Travel
"Incredible Myanmar Travels & Tours Co.,Ltd.","244, 2nd Flr, 39th St., Upper Block,"," 01376442, 09975009331",Yangon Region,Kyauktada,Travel
"Journey Star Co.,Ltd.","203, 7th Flr, 35th St., Upper Block,"," 01374003, 09401661466, 09401651231",Yangon Region,Kyauktada,Travel
"MK MakHan Travels & Tours Co.,Ltd.","197/B, G Flr, 33rd St., Upper Block,"," 01377593, 0943184580, 0973144718",Yangon Region,Kyauktada,Travel
"Mya Ohmar Travels & Tours Co.,Ltd.","102, 1st Flr, 37th St., Lower Middle Block,"," 09420176351, 0949265802, 01370542",Yangon Region,Kyauktada,Travel
"Mega Two Star Travels & Tours Co.,Ltd.","33, Hman Yawai St., Saya San (North-East) Ward,"," 095141446, 095032762, 09251039391, 01400600",Yangon Region,Bahan,Travel
"Mother Chance Travels & Tours Co.,Ltd.","106,2nd Flr,38th St.,Lower Block"," 01398464, 01507388, 01507425, 0949309889, 095178265",Yangon Region,Kyauktada,Travel
"Mahar Zawgyi Travels & Tours Co.,Ltd.","79,1st Flr,Kaba Aye Pagoda Rd.,Shwe Taung Gyar Ward (2)"," 09450034757, 09795771195",Yangon Region,Bahan,Travel
"Mandalar Charm Co.,Ltd.","226, 38th St., Upper Block,"," 01242129, 01256672",Yangon Region,Kyauktada,Travel
"Mahar Zawgyi Travels & Tours Co.,Ltd.","Bldg 390, Rm 1, G Flr, Set Hmu (1) Rd., Saya San Ward,"," 09450034757, 095070429",Yangon Region,Bahan,Travel
"Magical Myanmar Holidays Travels & Tours Co.,Ltd.","361, 3rd Flr, Bo Aung Kyaw St., Upper Block,"," 01392720, 095323199",Yangon Region,Kyauktada,Travel
"Mandalay Holidays Travels & Tours Co.,Ltd.","393/395, Rm 2/C, 2nd Flr, Bo Aung Kyaw St., City Shine Condo,"," 01377332, 01377333",Yangon Region,Kyauktada,Travel
"Mega Two Star Travels & Tours Co.,Ltd.","33, Hman Yawai St., Saya San (North-East) Ward,"," 095141446, 095032762, 09251039391, 09421133303",Yangon Region,Bahan,Travel
Myanmar Relo Solutions,"11/A,1st Flr,Yadanar St.,Ward (5)"," 01537783, 01537784, 09970498864",Yangon Region,Hlaing,Travel
"Myanmar Place Travel Co.,Ltd.","Rm 0209, 2nd Flr, Excel Shopping Mall,"," 0931039297, 0931039296, 0931039293",Yangon Region,Bahan,Travel
"Myanmar Nara Apex Travels & Tours Co.,Ltd.","Rm B/4/L, 4th Flr, Shwe Gon Plaza,"," 01540096, 01540097, 01545701, 018603296",Yangon Region,Bahan,Travel
"Myanmar Polestar Travels & Tours Co.,Ltd.","Rm 507/508, 5th Flr, La Pyayt Wun Plaza,"," 01382530, 01255638, 01393190",Yangon Region,Dagon,Travel
"Myanmar Pleasant Scenery Co.,Ltd. [MPS]","214, Sakhan St., Near Ngar Htat Gyi Pagoda, Ngarr Htatt Gyee (South) Ward,"," 01707093, 01706305",Yangon Region,Bahan,Travel
Myanmar Gateway,"341, Bo Aung Kyaw St., Upper Block,"," 01245546, 09790790500, 09790790600",Yangon Region,Kyauktada,Travel
"Myanmar Heart Land Tours Co.,Ltd. [MHL Tours]","6th Flr, U Wisara Rd., Wizaya Plaza,"," 01501784, 01501784, 095119282",Yangon Region,Bahan,Travel
"Myan Tour Co.,Ltd.","166/168, Rm 204, 2nd Flr, Anawrahta Rd.,"," 01393179, 09253030304~7, 09252887733",Yangon Region,Kyauktada,Travel
"Myanmar Asia Gateway Travels & Tours Co.,Ltd.","26, Rm 4/A, 4th Flr, Nat Mauk Yeikthar St., Corner of New University Avenue Rd.,Saya San Ward,"," 011223723, 09798879176, 09963118881",Yangon Region,Bahan,Travel
"Myanmar Fantastic Travels & Tours Co.,Ltd.","278, G Flr, 39th St., Upper Block,"," 01246672, 01387707",Yangon Region,Kyauktada,Travel
"Odyssey Travels & Tours Co.,Ltd.","Rm 303, 3rd Flr, Olympic Tower,"," 01246337, 01246338, 01254178, 01392870, 0973197799 [Hot Line], 0973197799",Yangon Region,Kyauktada,Travel
"Odyssey Travels & Tours Co.,Ltd.","221/223, Bo Aung Kyaw St., Lower Middle Block,"," 01373199, 01246334, 01240545, 0973197799, 0973187799",Yangon Region,Kyauktada,Travel
"Nu Life Travels & Tours Co.,Ltd.","Rm 406, 4th Flr, Shwe Gon Daing Rd., Yuzana Tower,"," 01552739, 01559423, 09420060437",Yangon Region,Bahan,Travel
"Nice Fare Travel Co.,Ltd.","Gandamar Wholesales Center,"," 01657320, 0973046088, 01657801, 09257300033, 0973202834",Yangon Region,Mayangone,Travel
"Nice Fare Travel Co.,Ltd.",Ruby Mart," 01373032, 0973202834, 01377955, 01378911, 01393088, 0973213500",Yangon Region,Kyauktada,Travel
"Nice Fare Travel Co.,Ltd. [Branch Office]","33,38th St.,Chindwin Yeikthar"," 01384273, 01373090, 01701476, 0973012897",Yangon Region,Kyauktada,Travel
"Myanmar Tour East Travels & Tours Co.,Ltd.","79/81, Rm 1007, 10th Flr, Anawrahta Rd., Central Tower,"," 01381334, 01392697, 01377413, 095138402, 0973112217",Yangon Region,Kyauktada,Travel
"Myanmar Tour East Travels & Tours Co.,Ltd.","Rm 1007, 10th Flr, Central Tower,"," 01381334, 01392697",Yangon Region,Kyauktada,Travel
"Nature Link Travels & Tours Co.,Ltd.","68, U Wisara Rd., Olympic Hotel,National Swimming Pool Compound, U Wisara Ward,"," 09964376977, 09964376978, 01376977, 01243134~5, 01374275~7 Ext.8360/8042, 09243130~2",Yangon Region,Dagon,Travel
"Romantic Gallery Travels & Tours Co.,Ltd.","126, Rm 18, Anawrahta Rd.,"," 01387496, 09420261010, 09252223161",Yangon Region,Kyauktada,Travel
Myanmar Wonders Travel Ltd.,"256/266, Rm 10/D, 10th Flr, Seikkanthar St., Upper Block,"," 01398030, 0973140335",Yangon Region,Kyauktada,Travel
"Rakhita Travels & Tours Co.,Ltd.","119, 4th Flr, 39th St., Lower Middle Block,"," 01398189, 0973230113, 095069955, 011223351",Yangon Region,Kyauktada,Travel
"Rio Travels & Tours Co.,Ltd.","205, Seikkanthar St., Upper Middle Block,"," 01372636, 01379720, 01385898",Yangon Region,Kyauktada,Travel
"Rainbow Travels & Tours Co.,Ltd.","140/B, Shwe Gon Daing (West) 1st St., Corner of Dhama Zedi Rd.,Shwe Gon Daing (West) Ward,"," 095002826, 01510972, 01375797, 01510972",Yangon Region,Bahan,Travel
"PT & MM Travels & Tours Co.,Ltd.","339, Rm 1404, 14th Flr, Bogyoke Aung San Rd., Sakura Tower,"," 01255104, 01255106, 01255450",Yangon Region,Kyauktada,Travel
"Peak Point Travels & Tours Co.,Ltd.","265, 1st Flr, 40th St., Upper Block,"," 01249607, 09448002786",Yangon Region,Kyauktada,Travel
"Oriental Century Travels & Tours Co.,Ltd.","561, Rm 301, 3rd Flr, Merchant Rd., MAC Tower,"," 09421029770, 09796818348, 0973107324, 09796818349",Yangon Region,Kyauktada,Travel
"OK Discovery Travels & Tours Co.,Ltd.","117/B, Oakkyin Butar Yon St., Ward (13),"," 01654538, 09401620761, 09781487250",Yangon Region,Hlaing,Travel
"Precious Time Travels & Tours Co.,Ltd.","79/B, 2nd Flr, Yangon-Insein Rd., Near Thukha Bus Stop, Ward (9),"," 095311668, 09785311668",Yangon Region,Hlaing,Travel
"Phyu Sin Pa-Le Travels & Tours Co.,Ltd.","21, 3rd Flr, U Chit Maung Rd., Corner of Ngwe La Yaung St.,Lan Sone Bus Stop, Saya San (South) Ward,"," 01545937, 095417484, 0949331734",Yangon Region,Bahan,Travel
Shwe Pyi Taw,"5/71/A,Aung Tayza St.,Kone Myint Yeik Thar,Ward (6)"," 019667483, 019667482, 0973155610",Yangon Region,Mayangone,Travel
"Scenery Myanmar Travels & Tours Co.,Ltd.","225, 1st Flr, 37th St., Upper Block,"," 01254698, 09252221990, 09252221991",Yangon Region,Kyauktada,Travel
"Sawadee World Travels & Tours Co.,Ltd.","100, Rm B/5/C/5, Nan Da Wun St., Yae Tar Shay Ward,"," 09792888234, 09792681294, 09250888234",Yangon Region,Bahan,Travel
"Saw Pornphan Travels & Tours Co.,Ltd.","170/B,34th St.,Upper Block"," 01255880, 01373234, 01243409",Yangon Region,Kyauktada,Travel
"Shwe Pyi Taw [Three] Travels & Tours Co.,Ltd.","5/71/A, Aung Tayza St., Ward (6),"," 019667483, 0973155610, 019667482",Yangon Region,Mayangone,Travel
"S & B Travels & Tours Co.,Ltd.","1, Rm Q/4, 2nd Flr, Dhamar Yon 1st St., 6 Mile, Ward (11),"," 012305063, 095069504, 0973128178",Yangon Region,Hlaing,Travel
"Talamon Travels & Tours Co.,Ltd.","119/B, 1st Flr, Nan Da Wun St., Yae Tar Shay Ward,"," 018603198, 0973223369, 0973223370",Yangon Region,Bahan,Travel
"Sun Far Travels & Tours Co.,Ltd.","61,New University Avenue Rd.,Saya San Ward"," 01555771, 01555924, 01554226, 0973038866, 0973121177",Yangon Region,Bahan,Travel
"Swan Saung Yee Travels & Tours Co.,Ltd.","205, 1st Flr, 40th St., Upper Middle Block,", 098611864,Yangon Region,Kyauktada,Travel
"Success Healthy World Travels & Tours Co.,Ltd.","255, 39th St., Upper Block,"," 01245714, 01392080, 095138514",Yangon Region,Kyauktada,Travel
"Space Warrior Travel Services Co.,Ltd.","266, 1st Flr, 40th St., Upper Block,"," 095069489, 09252302685, 09254311421, 011221419, 011221467",Yangon Region,Kyauktada,Travel
"Smart Saver Travels & Tours Co.,Ltd.","128/A, 1st Flr, 40th St., Lower Middle Block,"," 01391417, 01377803, 0943085182, 0943206681, 0978666893",Yangon Region,Kyauktada,Travel
"SM Tours & Transport Co.,Ltd.","33, G Flr, Alanpya Pagoda Rd., Parkroyal Yangon Hotel, Yaw Min Gyi Ward,", 01250388 Ext.8164,Yangon Region,Dagon,Travel
"Snow Travels & Tours Co.,Ltd.","137, 40th St., Lower Middle Block,"," 01249038, 095129917, 095030228, 0973224186, 01421106120",Yangon Region,Kyauktada,Travel
"Tourism Myanmar Co.,Ltd.","165/167, 2nd Flr, 35th St., Upper Middle Block,"," 01381200, 01204020, 01204200, 01700541, 098623435",Yangon Region,Kyauktada,Travel
"Trails of Ayeyarwaddy Travels & Tours Co.,Ltd.","243, 1st Flr, Bo Aung Kyaw St., Upper Middle Block,"," 01384014, 0931577687",Yangon Region,Kyauktada,Travel
"Tour Diamond Co.,Ltd.","57, 3rd Flr, Parami Rd., Infront Of Sein Gay Har Shopping Centre, Ward (16),"," 0943189717, 09448008110",Yangon Region,Hlaing,Travel
"Tong Le Travels & Tours Co.,Ltd.","Bldg 5, Rm 12, 1st Flr, Kaba Aye Pagoda Rd., Shwe Gon Yeikmon Housing,"," 095251488, 0973071360",Yangon Region,Bahan,Travel
"Thousand Islands Travels & Tours Co.,Ltd.","Rm 5, Saya San Rd., Saya San Park,"," 01372114~5, 09977921701",Yangon Region,Bahan,Travel
"Thousand Smiles Travels & Tours Co.,Ltd.","255, Thamaing Butar Yon Rd., Corner of Min Ye Kyaw Swar St.,Ward (2),"," 095407915, 0973065520, 0973224251, 01654749",Yangon Region,Mayangone,Travel
"Tour Ma Ma Travels & Tours Co.,Ltd.","380, 2nd Flr, Maha Bandoola Rd.,"," 01382025, 095000758, 095163258",Yangon Region,Kyauktada,Travel
"Thingazar Travels & Tours Co.,Ltd.","Bldg 9,Rm 308,3rd Flr,Shwe Gon Daing Rd.,Aung Chan Thar Housing"," 01543977, 01556665",Yangon Region,Bahan,Travel
"Tint Tint Travels & Tours Co.,Ltd.","11/B,Mya Wut Yee St.,A-1 Compound,Ward (5)"," 01652490, 01656943, 0949321243",Yangon Region,Mayangone,Travel
"Win Ocean Travels & Tours Co.,Ltd.","79/81, Rm 303, 3rd Flr, Anawrahta Rd., Central Tower,"," 01388637, 09977566665, 01256725 [Res], 095165017",Yangon Region,Kyauktada,Travel
"Vivid Myanmar Travels & Tours Co.,Ltd.","81, New University Avenue Rd., Corner of Saya San Rd.,Saya San Ward,"," 01558168, 095117611",Yangon Region,Bahan,Travel
"Unique Asia Travels & Tours Co.,Ltd.","152, Sule Pagoda Rd., Upper Middle Block,"," 01398400, 095402929, 01398499, 01398433, 01398455, 01398477, 095402525, 095402727",Yangon Region,Kyauktada,Travel
"Triangle 9 Travels & Tours Co.,Ltd.","127, Rm 1, 1st Flr, U Chit Maung Rd., Saya San (North-West) Ward,"," 018604081, 0973236516",Yangon Region,Bahan,Travel
"Travels & Tours Co.,Ltd. [TJ]","168, 38th St., Upper Middle Block,"," 01243734, 09259999027, 09254137961, 09420085229",Yangon Region,Kyauktada,Travel
"Wings Int'l Travels & Tours Co.,Ltd.","180, G Flr, U Chit Maung Rd., Zay Gwe Bus Stop, Saya San (North-East) Ward,"," 01544277, 09787811122, 09782220681~5",Yangon Region,Bahan,Travel
"White Falcon Travels & Tours Co.,Ltd.","189/B, 3rd Flr, 33rd St., Upper Block,"," 01252498, 01255607",Yangon Region,Kyauktada,Travel
"True Asia Myanmar Travels & Tours Co.,Ltd.","276, 2nd Flr, 39th St., Upper Block,"," 01389072, 0973038957, 09254267273",Yangon Region,Kyauktada,Travel
"Triple Triangle Travels & Tours Co.,Ltd.","117/119, 5th Flr, Nan Da Wun St., Yae Tar Shay Ward,", 095177569,Yangon Region,Bahan,Travel
Vega Int'l Air Link,"277, G Flr, Bogyoke Aung San Rd., Asia Plaza Hotel,"," 09961884562, 01391371",Yangon Region,Kyauktada,Travel
"Yoe Yoe Lay Travels & Tours Co.,Ltd.","165, West Race Course Rd., Kyaikkasan Ward,"," 01544916, 098636855, 09799875297, 09799875298",Yangon Region,Bahan,Travel
"Zinnia Travels & Tours Co.,Ltd.","118, G Flr, 39th St., Lower Middle Block,"," 01376418, 09450087864",Yangon Region,Kyauktada,Travel
"With Us Travels & Tours Co.,Ltd.","Rm 2/E, 1st Flr, Sa Mon St., Nawarat Condo,"," 01373112, 0973236100, 0973122841, 09781462900",Yangon Region,Dagon,Travel
"Yangon Rainbow Travels & Tours Co.,Ltd.","179, 7th Flr, 40th St., Upper Middle Block,"," 01381432, 09254134498, 09420008038, 0930007302",Yangon Region,Kyauktada,Travel
"Wonderland Tours & Travels Co.,Ltd.","167/173, Rm A/1, Seikkanthar St., Seikkan Thar Yeikmon,"," 01299883, 01380478, 01381085, 095015188, 09250173535",Yangon Region,Kyauktada,Travel
"LYFE Co.,Ltd.","26/D, Daw Ni St., (Sa-Lone/Thu Mingalar) Ward,"," 092009829, 09402630279, 09260639592, 09975775201",Yangon Region,Thingangyun,Construction
Shwe Thiri,"51, 25th St., Lower Middle Block,"," 01254780, 01252030",Yangon Region,Pabedan,Service
"Greatseal Co.,Ltd.","Bldg 8,Rm 001/002,Aye Yeik Mon 8th St.,Aye Yeik Mon Housing"," 01530531, 01505031, 01530015, 095417036",Yangon Region,Hlaing,Service
"Real Hub Co.,Ltd.","14, Rm 3, Mar Ga St., Hlaing Myint Moh Housing, Ward (10),"," 09799369768, 09976970353, 09264477843",Yangon Region,Hlaing,Service
Lay's,"111, Lay Daunt Kan Rd., Corner of Myittar St.,Tarmway Lay Ward,"," 01541687, 01542906, 095194731",Yangon Region,Tarmwe,Equipment & Supplies
Aung La Pyae,"494/495, Set Hmu St., Ward (9),", 09776218859,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
"Mahar Ayeyar Co.,Ltd.","95, Shwe Taung Dan St., Middle Block,"," 0973176600, 095176345, 0973166603, 01224663",Yangon Region,Lanmadaw,Equipment & Supplies
"Kaung Myint Thar [KMT] Engineering Co.,Ltd.","Bldg 1, Rm 4, Kyan Sit Thar St., Aung Myay Thar Yar Shop House,", 09421079375,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
"Aekar Co.,Ltd.","Bldg A, Rm G/12, Pearl Condo,"," 09450059000, 09421149877",Yangon Region,Bahan,Equipment & Supplies
"Asia Face Trading Co.,Ltd. [Double-M]","Bldg S/A, Rm 004, G Flr, Lay Daunt Kan Rd., Min Ye Kyaw Swar Housing,"," 095173853, 09421176448, 09420060222",Yangon Region,Tarmwe,Equipment & Supplies
Cherry Myanmar,"200, Bo Soon Pat St., Upper Middle Block,"," 01378978, 095052674",Yangon Region,Pabedan,Equipment & Supplies
Supreme,"87/88, Bogyoke Aung San Rd., Bahosi Housing,"," 01229791, 01229753",Yangon Region,Lanmadaw,Equipment & Supplies
Tech Talk,"340, Bldg B-212, 7th St., Yangon Industrial Zone,"," 09262934469, 09260337263",Yangon Region,Mingalardon,Equipment & Supplies
"POLARIS International Co., Ltd.","951, Kone Myint Thar Yar St., Corner of Aye Theiddi St., Near High Park Bus Stop,"," 09260603060, 09254636360, 09786808010",Yangon Region,Insein,Equipment & Supplies
"Amigo's Int'l Co., Ltd.","SH-B5 (4), Yadanar Rd., Malikha Housing, 14/Bawamyint Quarter,"," 095025972, 0973087709",Yangon Region,Thingangyun,Equipment & Supplies
"Accellence Myanmar Co.,Ltd.","38/A, Ohn Pin St.,",,Yangon Region,Kyeemyin Daing,Equipment & Supplies
"Aquatornics Engineering Co., Ltd.","100, Set Hmu 3rd St., Myittar Nyunt Ward,"," 09456337840, 09788242208",Yangon Region,Tarmwe,Equipment & Supplies
AMW [Water Treatment Engineering],"541,Thu Dhamar Rd.,Za Gwel Ward"," 09423741445, 0973252597, 0949209007, 09425020855, 09250876633",Yangon Region,North Okkalapa ,Equipment & Supplies
Aung Myanmar,"201/203,Bo Soon Pat St.,Upper Middle Block"," 01250483, 01254277, 0973362266, 09974022577, 09371499, 09264006060, 09258402266, 09975762266",Yangon Region,Pabedan,Equipment & Supplies
